¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ï(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.63589
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.737585
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.225064
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.788145
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42552
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.201
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13372
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2382
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.71539
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.54936
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 14.21346
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.29745
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.30032
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.07788
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.86465
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.73333
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.64695
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.56359
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.49275
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.43916
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.38786
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.33882
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.36902
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.42263
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.184566
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411767
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65747
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.923839
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.213531
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.533716
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.887041
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.277721
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.730576
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.216765
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.77764
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41327
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18459
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11332
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21542
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68989
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.4862
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 14.26318
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.30363
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.31086
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.08809
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.96691
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.87555
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.80226
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.74225
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.6847
Ô(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.62954
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.57673
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.52621
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.50765
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.56246
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181596
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408504
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653936
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.920002
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209352
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.528965
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.881857
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.271993
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.72338
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.208346
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.766898
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40083
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16779
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09239
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19217
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.66311
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.41878
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 14.31901
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.31177
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.3217
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.21299
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.13689
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.06996
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.00565
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.94389
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.88462
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.82781
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.77339
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.72132
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.67155
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.7074
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.178589
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.405197
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.650357
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916113
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.205115
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.524137
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.876581
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.266162
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.715999
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.199807
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.75592
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38819
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15062
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07094
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16847
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.63505
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.34718
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.49846
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.32189
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.33111
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.39223
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.3528
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.28389
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.21766
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.15403
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.09297
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.03439
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.97828
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.92456
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.8732
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 12.85769
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.175549
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.401845
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646729
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.912176
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.200824
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.519233
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.871215
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.26023
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.708432
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.191151
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.744712
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37536
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13307
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04897
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14433
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.60573
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.27153
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 21.17652
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.33399
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.35734
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.69444
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.61072
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.53003
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.45228
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.37741
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.3102
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.24978
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.19186
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.1364
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.08334
(384.21, 6.70, 353.49) (362.90, 4.28, 326.86) (7.11, 2.87, 7.91) Truck 13.03265
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.172472
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.398453
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643057
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.908188
•(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.19648
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.514255
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.865757
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.254202
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.700686
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.182379
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.733274
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36235
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11516
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0265
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11974
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.57517
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.19195
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.85273
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169363
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.395017
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639339
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.904151
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192083
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.509203
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.860213
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.248075
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.692759
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.173492
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.721609
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34915
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09689
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00353
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09473
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.5434
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.02756
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.52776
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.166222
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.391542
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.635577
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.900067
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.187634
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.50408
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.854582
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.241853
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.684654
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.164495
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.709725
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33577
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07827
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98008
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06842
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51043
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.83016
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.163045
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.388026
ú(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.631771
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.895936
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.183133
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.498882
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.848863
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.235537
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.676375
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.155388
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.697619
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32222
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0593
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95616
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04011
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.47629
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.63558
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.15984
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38447
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627923
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.891757
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.178582
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.493618
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.843061
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.229128
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.667924
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.146173
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.685302
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30849
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03999
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93176
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0113
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44119
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23906
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.156601
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.380876
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.624033
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.887535
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.173984
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.488285
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.837177
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.222628
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.659303
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.136855
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.672774
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2946
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02035
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90829
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98201
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40638
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14657
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153331
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.377242
‡(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.6201
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.883266
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.169335
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.482881
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.831209
(384.21, 6.70, 353.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.216037
