¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(377.54, 15.93, 285.68) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 17.5043
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.913203
¨(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.110854
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322495
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981419
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.237447
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514062
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813938
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132367
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478163
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856052
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27063
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727482
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23329
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79629
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42661
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1208
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77344
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45929
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23326
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66332
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58074
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30881
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07313
(377.54, 15.93, 285.68) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 19.37868
(377.54, 15.93, 285.68) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 19.35153
(377.54, 15.93, 285.68) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 19.32733
(377.54, 15.93, 285.68) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 19.30607
(377.54, 15.93, 285.68) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 19.27485
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.386909
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.548893
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.721801
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906742
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.104284
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.315437
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973657
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229047
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804095
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12569
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470864
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84809
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261888
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717823
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22256
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78433
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40491
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05544
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73632
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33274
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09163
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71972
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63891
®(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37224
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31657
(377.54, 15.93, 285.68) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 19.43549
(377.54, 15.93, 285.68) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 19.4082
(377.54, 15.93, 285.68) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 19.38387
(377.54, 15.93, 285.68) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 19.36248
(377.54, 15.93, 285.68) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 19.33942
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.381864
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.543516
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.71606
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900598
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.097857
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726319
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966065
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220864
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496175
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794501
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11886
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463916
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84045
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253525
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708575
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21232
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77111
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34773
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99146
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70063
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22454
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95398
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33315
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69938
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43823
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24834
(377.54, 15.93, 285.68) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 19.49556
(377.54, 15.93, 285.68) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 19.46812
(377.54, 15.93, 285.68) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 19.44365
(377.54, 15.93, 285.68) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 19.42213
(377.54, 15.93, 285.68) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 19.40356
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.376923
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.53825
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.710438
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.894583
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.091573
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718723
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958671
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212903
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487544
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785174
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108669
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457244
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833158
·(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245506
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699741
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20252
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75327
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29174
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92883
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64416
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18723
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82011
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63917
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7622
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5068
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34129
(377.54, 15.93, 285.68) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 19.55894
(377.54, 15.93, 285.68) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 19.53134
(377.54, 15.93, 285.68) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 19.50672
(377.54, 15.93, 285.68) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 19.48507
(377.54, 15.93, 285.68) (375.15, 7.54, 250.41) (1.36, 1.29, 1.33) Tools 19.46636
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.372086
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.533097
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.704936
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.888699
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.085433
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711317
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951497
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205152
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479193
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776081
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09877
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450729
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826181
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237831
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691277
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18894
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74077
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2369
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86757
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57526
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15139
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71602
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49304
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82741
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59912
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47504
(377.54, 15.93, 285.68) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 20.8496
(377.54, 15.93, 285.68) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 20.82009
(377.54, 15.93, 285.68) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 20.79377
(377.54, 15.93, 285.68) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 20.77061
(377.54, 15.93, 285.68) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 20.75059
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.367353
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.528055
´(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.699553
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.882939
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479495
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704074
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944494
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197616
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471028
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767234
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089157
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44024
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819538
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230553
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680084
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17529
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72561
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21314
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80761
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50785
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11698
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67855
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35113
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91884
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72422
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61301
(377.54, 15.93, 285.68) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 20.92413
(377.54, 15.93, 285.68) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 20.89443
(377.54, 15.93, 285.68) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 20.86793
(377.54, 15.93, 285.68) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 20.84461
(377.54, 15.93, 285.68) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 20.82444
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.362724
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.523124
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.694289
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.877309
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472892
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696968
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937691
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190257
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463081
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758619
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079804
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430037
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813213
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221392
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668219
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16218
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71099
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20971
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74898
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44196
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08399
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64265
º(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25335
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24155
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85321
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75539
(377.54, 15.93, 285.68) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 21.00234
(377.54, 15.93, 285.68) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 20.97245
(377.54, 15.93, 285.68) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 20.94577
(377.54, 15.93, 285.68) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 20.92227
(377.54, 15.93, 285.68) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 20.90194
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.3582
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.518304
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.689145
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.258193
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466435
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690013
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930709
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183119
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45537
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750285
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070715
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420133
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80393
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211033
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656808
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14951
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69691
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20711
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71941
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37754
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05241
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60828
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21581
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25575
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98615
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90228
(377.54, 15.93, 285.68) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 21.08432
(377.54, 15.93, 285.68) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 21.05422
(377.54, 15.93, 285.68) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 21.02734
(377.54, 15.93, 285.68) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 21.00366
(377.54, 15.93, 285.68) (373.77, 7.54, 249.22) (1.36, 1.29, 1.33) Tools 20.98316
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.353782
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.513597
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.684122
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252325
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460138
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683235
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923398
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176207
(377.54, 15.93, 285.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44789
