¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(377.57, 15.25, 277.55) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.26696
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.41839
¾(377.57, 15.25, 277.55) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.3363
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.698109
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.830562
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.971464
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.121619
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.664081
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.849468
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048293
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26213
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492616
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741747
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011883
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30278
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612611
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951096
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322395
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731456
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184244
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.106035
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.083164
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.061759
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.0418
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.023272
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.006162
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.990456
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.97614
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.963208
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.951647
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.941447
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.03799
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.44541
(377.57, 15.25, 277.55) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 12.51315
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.698191
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.830649
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.971556
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.121719
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.664593
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.850004
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048917
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262771
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493309
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7425
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012707
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304532
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614491
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953179
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324696
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733974
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187036
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.193509
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.166218
Ú(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.140448
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.11618
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.093394
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.072073
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.052199
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.033758
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.016735
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.001117
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.986893
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.059574
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.47425
(377.57, 15.25, 277.55) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 12.08212
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.698389
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.830859
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.97178
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.492009
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.665281
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.850719
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04965
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263588
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494204
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743467
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013739
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306576
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616707
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.955602
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327351
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736925
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190278
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.323442
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.295594
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.26929
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.244512
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.221237
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.199449
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.179131
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.160266
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.14284
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.126842
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.112256
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.099073
(377.57, 15.25, 277.55) (377.95, 7.54, 250.51) (1.36, 1.29, 1.33) Tools 12.08859
(377.57, 15.25, 277.55) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.93791
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.698701
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.831191
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.972133
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.492769
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.666111
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851604
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050621
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264603
á(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495286
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744676
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014999
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308882
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619245
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958379
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330378
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740253
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193996
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683479
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.430121
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.403257
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.377941
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.354156
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.331876
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.311091
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.291782
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.273934
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.257534
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.242569
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.229029
(377.57, 15.25, 277.55) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 11.64337
(377.57, 15.25, 277.55) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.99295
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.699128
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.831645
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.972614
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.493709
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.667083
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.852668
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051728
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265806
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496582
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746082
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016542
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310761
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622099
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961482
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333816
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.744017
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.198175
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689642
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.570069
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.542617
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.51674
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.492413
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.469622
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.448343
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.428567
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.410276
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.393453
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.378088
Í(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.364168
(377.57, 15.25, 277.55) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 11.28432
(377.57, 15.25, 277.55) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 12.0503
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.69967
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.83222
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.332371
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.494739
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.668198
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.853892
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053073
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267207
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498099
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747704
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018314
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312706
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625248
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964935
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337586
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748213
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202802
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696391
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.715728
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.687656
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.661185
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.636292
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.612958
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.591165
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.570897
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.552137
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.534868
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.519082
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.504764
(377.57, 15.25, 277.55) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.94835
(377.57, 15.25, 277.55) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 12.11001
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.700095
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.832916
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.333511
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.495963
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.669481
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.855251
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.054529
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268803
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499816
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749541
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020354
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314878
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628719
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96872
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341763
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752781
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207907
á(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.70369
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.867405
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.838683
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.811589
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.786098
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.762196
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.739859
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.719071
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.699818
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.68208
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.66585
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.651111
(377.57, 15.25, 277.55) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.67693
(377.57, 15.25, 277.55) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 12.17214
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.700558
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.833736
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.334785
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.497331
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.670935
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.856767
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056192
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270581
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501728
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751621
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022576
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317325
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632513
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972866
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346297
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.757813
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213479
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719242
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 10.02543
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.996029
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.968279
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.942162
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.917657
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.894746
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.873412
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.853636
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.835406
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.818705
(377.57, 15.25, 277.55) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.803521
(377.57, 15.25, 277.55) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.73366
(377.57, 15.25, 277.55) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 12.23675
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.70135
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.834676
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.336178
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.498779
