¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ!(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.754361
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.869117
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.23633
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.64623
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.106633
ş (380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.588973
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.11434
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.712312
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29396
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55404
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50049
(380.78, 10.51, 325.95) (351.07, 2.99, 321.15) (0.81, 2.16, 0.81) Human 14.07072
(380.78, 10.51, 325.95) (351.07, 2.99, 321.15) (0.81, 2.16, 0.81) Human 13.99916
(380.78, 10.51, 325.95) (351.07, 2.99, 321.15) (0.81, 2.16, 0.81) Human 13.97576
(380.78, 10.51, 325.95) (351.07, 2.99, 321.15) (0.81, 2.16, 0.81) Human 13.95453
(380.78, 10.51, 325.95) (351.07, 2.99, 321.15) (0.81, 2.16, 0.81) Human 13.93546
(380.78, 10.51, 325.95) (351.07, 2.99, 321.15) (0.81, 2.16, 0.81) Human 13.9185
(380.78, 10.51, 325.95) (351.07, 2.99, 321.15) (0.81, 2.16, 0.81) Human 13.90373
(380.78, 10.51, 325.95) (351.07, 2.99, 321.15) (0.81, 2.16, 0.81) Human 13.89098
(380.78, 10.51, 325.95) (351.07, 2.99, 321.15) (0.81, 2.16, 0.81) Human 13.88033
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.347086
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.471828
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.606582
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.750924
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.905721
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.07562
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.260277
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.465653
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.704685
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.959768
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.231568
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.530364
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.860332
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.226557
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.635292
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.083576
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.545247
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.06691
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.658381
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22923
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46201
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32966
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.346014
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.470687
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.604537
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.748743
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.903026
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.07235
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.256345
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.461583
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.701506
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.953319
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.224496
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.522577
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.851717
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.216975
!(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.624573
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.045214
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.50361
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.020351
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.605481
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16541
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37127
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16173
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.345039
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.469652
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.602598
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.74667
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.900809
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.069198
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.252516
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.457592
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.698353
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.946993
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.217561
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.514942
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.843272
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.207583
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.601951
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.007774
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.463057
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.974648
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.557633
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10251
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28175
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99663
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.344163
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.468721
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.601339
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.744709
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.898711
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.066159
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.24879
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.45368
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.694129
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.940794
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.210764
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.50746
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.834994
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.19838
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.568638
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.972175
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.423227
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.931489
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.516581
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04052
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19347
!(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83436
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55319
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.343387
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.467896
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.600461
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.74286
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.89673
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.063236
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.245181
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.449844
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.688563
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.934718
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.204105
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.500129
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.826888
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.176763
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.536589
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.9372
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.384114
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.896057
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.476298
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9858
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10941
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7219
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03882
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.343046
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.467175
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.599693
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.741121
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.894871
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.060427
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.242157
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.446086
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.683113
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.928768
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.197585
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.492952
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.81895
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.14764
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.505666
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.902839
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.35311
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.861275
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.436776
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94404
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03678
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62858
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44681
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.343336
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.466559
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.599038
!(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.740343
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.893129
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.05784
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.239255
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.442408
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.677777
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.922943
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.191201
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.485927
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.798756
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.120019
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.475278
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.874133
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.322825
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.827143
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00791
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9028
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96496
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53078
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88111
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.343729
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.466771
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.598492
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.739762
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.891508
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.0561
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.23648
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.438808
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.672555
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.917243
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.184955
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.479055
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.773379
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.092985
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.448524
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.847567
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.293092
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.793641
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.973661
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86213
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89402
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43365
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.625
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.344227
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.4673
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.598256
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.739302
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.890249
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.054488
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.233826
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.435289
…!(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.667449
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.91167
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.178848
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.460587
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.749205
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.067904
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.425068
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.821479
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.263907
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.760776
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939834
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82196
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83491
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3381
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44284
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.345101
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.467939
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.598936
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.73896
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.889883
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.053003
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.231297
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.431848
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.662457
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.906221
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.17288
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.438447
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.725562
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.047075
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.402031
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.795866
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.235266
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.728533
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912152
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78234
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78114
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24408
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26541
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.346695
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.468994
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.599733
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.739425
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.889644
(380.78, 10.51, 325.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.051646
