¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.845676
(338.04, 7.41, 335.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063814
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.934579
–(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.914145
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.122831
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.672441
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.658421
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.645589
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.633943
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.623462
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.614148
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.605989
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.598984
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.492024
(338.04, 7.41, 335.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.599844
(338.04, 7.41, 335.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.772124
(338.04, 7.41, 335.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956234
(338.04, 7.41, 335.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153474
(338.04, 7.41, 335.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365186
(338.04, 7.41, 335.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591841
(338.04, 7.41, 335.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812704
(338.04, 7.41, 335.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05
(338.04, 7.41, 335.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280534
(338.04, 7.41, 335.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464684
(338.04, 7.41, 335.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659544
(338.04, 7.41, 335.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866052
(338.04, 7.41, 335.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08524
(338.04, 7.41, 335.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382849
(338.04, 7.41, 335.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72445
(338.04, 7.41, 335.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09726
(338.04, 7.41, 335.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.761633
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.889571
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.870619
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.337357
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.68113
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.662652
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.645402
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.629364
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.614529
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.600883
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.613632
(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 8.661578
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87683
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101822
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343203
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599432
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86759
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15233
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.23417
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.368176
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.618045
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.949718
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.3209
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.722233
‡(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08572
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49562
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01027
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54708
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16299
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81985
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47691
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56891
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.59759
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98551
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2354
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.12762
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874836
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099727
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340939
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596143
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.699583
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.820262
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.017266
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.308402
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.615673
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.946287
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.315841
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.720197
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07748
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48668
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00943
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53067
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17299
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82636
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49798
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.61162
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.57064
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07414
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3813
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2766
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872915
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059364
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081028
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.277678
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.4447
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.709106
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.0058
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.30645
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.613569
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.944274
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.31107
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.71499
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06975
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4783
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00915
€(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51697
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18369
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83353
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52314
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.65549
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.54164
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19996
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41394
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3417
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.526955
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.701212
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.928058
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.171906
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.428689
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.702634
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.998797
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.304749
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.611732
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.942593
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.306591
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.710099
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06254
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47046
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00943
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51728
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19509
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84136
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54933
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70052
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51061
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33504
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43292
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35498
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.484735
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695906
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.922361
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.165778
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.422805
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.696284
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.991925
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.303294
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.610165
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.94124
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.302401
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.705524
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05583
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46319
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01027
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5182
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20719
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84986
ÿ(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57654
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70353
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55239
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43031
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57401
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32735
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.479839
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.690665
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916736
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.159726
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.417031
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.690054
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.985185
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.302089
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.608864
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.940217
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.298497
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.701264
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04964
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45646
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98752
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51973
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21999
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85903
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60477
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.67471
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55477
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41512
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71547
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.22625
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.475006
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68549
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911182
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.153751
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.41137
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.683948
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.978577
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.301132
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.607832
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.939449
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.294884
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.69732
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05193
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45029
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96149
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52188
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20498
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86887
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63315
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6461
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.47896
‰(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40199
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85719
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09826
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470234
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68038
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.905699
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.147853
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405821
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.677961
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.972099
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.300423
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.607066
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.938621
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.291559
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.693691
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05538
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44466
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93575
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52464
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18836
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88098
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64496
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.61772
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.40276
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39086
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99923
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.97369
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.465526
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675339
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90029
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.142035
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.400386
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.672097
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.965756
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.299963
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.606569
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.938085
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.288523
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.690377
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05947
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43958
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91029
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52802
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17208
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89751
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.65753
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.58956
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.32622
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38172
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14144
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8565
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46088
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670365
