¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(386.35, 14.37, 305.85) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 18.04507
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81614
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812778
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.987047
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168643
¶(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335474
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512531
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700831
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901396
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731155
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390148
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90794
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.250513
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487772
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739024
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10319
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25881
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09107
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81823
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62155
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5019
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2457
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36818
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755427
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.925976
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.10787
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280361
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454096
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638749
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835339
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554826
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349667
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.842508
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.057167
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283963
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523861
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777976
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09155
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03255
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75292
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4274
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28352
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06014
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92166
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23894
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.69932
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.866231
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044159
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.226446
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39695
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578114
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770793
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384546
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309651
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666786
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872431
º(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089408
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318738
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.561393
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92691
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97508
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66502
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30658
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07203
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88018
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52556
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77122
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.644421
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.807833
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981917
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.167711
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341064
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518797
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.707783
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220058
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214719
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498616
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695744
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903559
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122972
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354925
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600452
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91863
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55111
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19046
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8671
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70566
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3364
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32805
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35725
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.590646
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750664
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.921059
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102777
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286434
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460842
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646243
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061134
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008945
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337435
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526585
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725838
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.936017
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15797
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392645
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85722
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43991
Ä(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07734
(386.35, 14.37, 305.85) (413.08, 8.39, 302.37) (4.01, 1.45, 1.29) Tools 13.38196
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53633
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15305
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90498
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86667
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.538051
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694797
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.86158
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039356
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.229218
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404224
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586102
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907551
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811338
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088448
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364598
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5558
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.757315
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969909
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194498
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43206
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33137
(386.35, 14.37, 305.85) (413.08, 8.39, 302.37) (4.01, 1.45, 1.29) Tools 13.1665
(386.35, 14.37, 305.85) (413.08, 8.39, 302.37) (4.01, 1.45, 1.29) Tools 12.8989
(386.35, 14.37, 305.85) (413.08, 8.39, 302.37) (4.01, 1.45, 1.29) Tools 12.9967
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97528
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63039
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40346
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19099
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.486556
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.640129
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.803413
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977399
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163064
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348837
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527344
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759062
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621386
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872375
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.085592
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392942
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586318
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790212
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005339
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232699
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.473286
(386.35, 14.37, 305.85) (413.08, 8.39, 302.37) (4.01, 1.45, 1.29) Tools 12.78671
(386.35, 14.37, 305.85) (413.08, 8.39, 302.37) (4.01, 1.45, 1.29) Tools 12.45165
(386.35, 14.37, 305.85) (413.08, 8.39, 302.37) (4.01, 1.45, 1.29) Tools 12.33345
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80293
Ä(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44346
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96538
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71247
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70903
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.436136
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.586607
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.746555
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916854
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098489
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292569
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469918
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656221
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438722
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668014
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869547
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083222
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42262
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618268
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824616
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042397
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.272664
(386.35, 14.37, 305.85) (413.08, 8.39, 302.37) (4.01, 1.45, 1.29) Tools 12.70446
(386.35, 14.37, 305.85) (413.08, 8.39, 302.37) (4.01, 1.45, 1.29) Tools 12.03643
(386.35, 14.37, 305.85) (413.08, 8.39, 302.37) (4.01, 1.45, 1.29) Tools 11.81285
(386.35, 14.37, 305.85) (413.08, 8.39, 302.37) (4.01, 1.45, 1.29) Tools 12.07536
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21889
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68951
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2604
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03665
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.38677
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.534298
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.690967
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.857703
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.035396
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.225194
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413844
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59669
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263036
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474506
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665283
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867286
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108418
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.453727
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651775
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860657
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081277
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314606
(386.35, 14.37, 305.85) (413.08, 8.39, 302.37) (4.01, 1.45, 1.29) Tools 11.65
(386.35, 14.37, 305.85) (413.08, 8.39, 302.37) (4.01, 1.45, 1.29) Tools 11.43988
(386.35, 14.37, 305.85) (413.08, 8.39, 302.37) (4.01, 1.45, 1.29) Tools 11.50233
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98156
Ä(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43804
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91407
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56979
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56203
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.338461
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.4831
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.636611
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.799892
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.973809
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159438
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357984
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538534
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093955
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291019
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47191
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663201
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865706
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134986
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486378
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686889
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.898487
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122033
(386.35, 14.37, 305.85) (413.08, 8.39, 302.37) (4.01, 1.45, 1.29) Tools 11.28954
(386.35, 14.37, 305.85) (413.08, 8.39, 302.37) (4.01, 1.45, 1.29) Tools 11.09159
(386.35, 14.37, 305.85) (413.08, 8.39, 302.37) (4.01, 1.45, 1.29) Tools 10.98241
(386.35, 14.37, 305.85) (413.08, 8.39, 302.37) (4.01, 1.45, 1.29) Tools 11.70348
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19599
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66343
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14895
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89471
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17082
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.291122
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.432963
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.583423
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.743383
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913658
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.095297
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289398
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481673
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931136
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116842
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288573
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469952
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661723
