¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
â(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.863842
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.680164
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39061
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13862
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84594
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67123
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62759
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93699
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.76062
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.43612
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.55214
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.40689
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.727579
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.923364
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.133956
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.35969
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.601751
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.864034
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.149129
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.460707
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.80455
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.197538
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.636105
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.124296
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.684667
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39581
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14503
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8532
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67581
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6329
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.57964
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77397
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.45707
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.58007
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.43415
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.727822
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.923625
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.13424
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359886
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.601963
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.864264
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.14938
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.460814
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.804671
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.198102
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.636732
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.126016
é(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.688963
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40077
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15164
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8607
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6806
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63845
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01377
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78737
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.47839
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.60843
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.46182
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.728359
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.923903
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.134537
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.360111
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.602206
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.864526
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.149666
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.460957
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.804825
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.198653
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.637344
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.127079
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.693059
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40551
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15845
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86842
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6856
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25025
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89035
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.80081
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.50006
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.6374
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.48991
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.729752
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924194
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.13485
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.360362
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.602479
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.864823
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.149989
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461126
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.805014
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.199189
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.637941
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.127747
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.696952
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16547
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87638
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69081
ì(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80235
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.91615
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.8143
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.5221
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.66679
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.5184
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.731218
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924498
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.135179
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.360642
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.602781
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.865151
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.150346
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461426
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.80523
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.19971
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.638523
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.128399
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.700639
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41426
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17269
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88456
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18312
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70794
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.9417
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.82782
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.54449
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.69657
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.5473
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.732759
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924818
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.135523
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36095
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.603115
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.865513
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.150742
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461857
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.805482
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.200219
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.639091
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.129032
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.704123
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41829
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18011
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69063
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84403
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73402
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96702
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.84138
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.56725
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.72677
ê(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.57661
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.734373
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.925151
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.13588
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.361286
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.603478
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.865907
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.151169
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.462325
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.805767
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.200715
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.639642
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.129649
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.707397
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42207
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18773
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30346
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79687
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75952
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99208
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85497
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.59035
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.75737
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.60632
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.73606
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.925498
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.136255
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36165
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.603871
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.866334
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.151634
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.462834
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806084
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.201196
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.640175
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.130248
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.710464
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42561
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92896
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0337
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81676
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78448
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01687
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.8686
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.61382
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.78836
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.63643
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.73782
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.92586
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.136644
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.362041
î(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.604294
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.866794
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.152134
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.463379
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806431
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.201661
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.640696
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.13083
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.713322
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2893
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56628
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99859
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83694
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80961
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04141
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88226
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.63764
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.81977
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.66695
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.739654
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926234
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.137046
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36246
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.604748
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.867285
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.15267
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.463964
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806814
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.202114
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.641198
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.131392
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.71597
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24924
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35022
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01559
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8574
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83492
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06567
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89595
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.66181
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.85157
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.69836
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.741559
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926622
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.137466
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.362908
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.605231
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.867811
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.153241
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.464589
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.807229
õ(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.202551
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.641685
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.131938
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71959
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93259
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33114
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03071
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87813
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86041
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08964
(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.90966
