¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.06694
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.63016
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.62519
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.57733
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53051
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758415
Ş(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003826
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268904
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556024
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867998
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208076
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580229
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98912
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440456
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.941021
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49933
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08653
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76205
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54577
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52071
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73127
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.91856
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.88873
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.86125
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.83607
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.81318
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.79257
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.77422
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.75811
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.74424
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.73259
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.72316
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.71593
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.7109
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.66273
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533658
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761783
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007516
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272891
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560322
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87266
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213181
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585815
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99527
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447259
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948612
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50783
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10042
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75108
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53325
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49575
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73398
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.00912
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.97909
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.9514
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.92604
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.90298
è(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.88222
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.86373
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.84749
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.83351
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.82176
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.81223
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.80494
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.79985
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.75136
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536834
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765187
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011189
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276861
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56466
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877356
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218292
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.591411
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001462
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454081
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.956216
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51633
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11449
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76411
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52081
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47073
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73626
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.10307
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.07282
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.04492
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.01937
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.99614
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.97522
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.95658
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.94021
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.9261
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.91425
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.90464
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.89726
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.89211
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.84329
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539989
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768602
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014857
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280829
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568934
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882035
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223423
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597043
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007633
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460951
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96381
ì(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52484
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12868
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7801
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51445
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45676
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73808
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.13597
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.10659
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.09274
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.08117
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.07187
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.06482
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.05286
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.03635
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.02213
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.01016
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.00046
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.993
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.98779
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.93862
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543147
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772002
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018524
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284796
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57325
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886711
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228512
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60265
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013839
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467764
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971425
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53337
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14305
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79622
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53267
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4579
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73945
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11398
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.73669
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.72113
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.70808
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.69755
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.68953
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.68399
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.68096
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.68041
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.68235
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.68678
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.69371
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.02292
(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 15.0199
Õ(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546321
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775381
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.02219
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288777
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577547
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8914
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23365
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608272
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020007
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474645
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979047
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54188
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15755
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81249
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55113
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48826
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74039
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13404
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.26087
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.24555
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.23268
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.22224
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.21424
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.20866
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.20551
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.20477
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.20646
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.32474
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.33131
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.34033
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.26874
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549477
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778808
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025857
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292731
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581857
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896089
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238764
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613884
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026197
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.481472
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986669
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55037
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17221
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82897
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58112
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.567
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74086
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15411
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.34072
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.31033
ç(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.28248
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.25715
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.23431
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.21396
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.19607
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.18063
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.16763
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.15706
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.14892
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.14319
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.13987
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552622
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782216
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029512
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296678
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586164
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.90078
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24389
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619499
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032402
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48829
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994266
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55893
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18699
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8456
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64844
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6466
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77225
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11993
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.45902
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.42836
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.40027
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.37471
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.35167
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.33112
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.31307
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.29747
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.28434
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.27366
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.26542
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.2596
(440.46, 14.64, 255.87) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 16.25622
(440.46, 14.64, 255.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555806
