¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.02114
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597421
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21678
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82895
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5167
·(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35542
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3367
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39319
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07881
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48127
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87937
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30176
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75058
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28225
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97343
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72602
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539421
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803677
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091624
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406512
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753332
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138277
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572502
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059875
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60797
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22878
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8544
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54556
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42191
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41672
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57445
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23443
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61697
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02239
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45275
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91026
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45401
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15946
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96338
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545341
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810097
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09864
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414212
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760728
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143833
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580801
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069148
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618458
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2407
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88012
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59747
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4891
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49783
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67041
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37392
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75979
·(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17052
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6092
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07579
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63204
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37304
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21603
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551248
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816566
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105667
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42194
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769203
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.152292
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589005
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078371
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.628864
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25253
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90616
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65586
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.557
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58001
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77973
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5214
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91513
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33263
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77599
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24752
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82417
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61299
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47882
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557183
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822989
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112687
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42964
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777683
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16164
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597157
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.08752
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639191
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26429
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93253
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71479
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6256
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66327
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89244
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67402
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07595
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50236
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95532
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44477
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.47469
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86232
Ú(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75226
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563078
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829438
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119717
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437306
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786161
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.171009
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605289
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096629
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649461
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.276
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98012
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77429
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69491
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74763
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00684
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83199
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24249
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67815
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15021
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.63613
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.4523
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.4253
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.51852
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.6543
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.57671
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.94492
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568989
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835832
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126716
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44501
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794637
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.180373
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613325
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105621
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659644
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28757
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00514
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83272
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7649
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83828
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12295
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99546
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41491
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87053
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40474
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.60935
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.43338
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.40642
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.50516
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.63322
Ş(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.55581
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.96312
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574869
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842257
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133747
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452724
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8031
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189737
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621312
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114594
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669745
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29907
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01832
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84807
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81561
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93661
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24078
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1647
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60461
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1189
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66962
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.58634
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.4179
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.39098
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.49513
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.61565
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.53696
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.53991
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.54628
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.28992
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580784
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848677
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140756
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460383
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811562
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199088
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629206
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123461
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679794
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31049
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03143
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86325
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83345
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95554
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35051
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35151
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84714
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37725
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9454
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.56706
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.40586
â(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.37895
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.48844
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.60157
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.52443
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.52831
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.53467
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.28263
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586668
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855084
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147735
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468056
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820009
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208443
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639259
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13228
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689728
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32183
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04444
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87833
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85113
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94349
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33588
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47951
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02478
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61091
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23267
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.5515
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.39722
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.37034
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.48506
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.59097
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 17.51391
(398.85, 13.98, 247.05) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 18.03907
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592514
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861475
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154743
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475705
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828438
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21777
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64965
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141022
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699599
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33305
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05735
