¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(363.70, 7.12, 353.08) (332.28, 1.44, 368.85) (0.81, 2.16, 0.81) Human 18.49469
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.993407
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.566558
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.113245
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.731649
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30488
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95868
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68875
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37355
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07006
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09945
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.91632
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.8266
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.12966
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.401338
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.602947
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.821368
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.054039
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.303568
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.578407
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.886625
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192699
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.53167
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.969835
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.538722
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.077436
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.690719
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25951
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91457
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63848
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29608
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08821
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11178
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82173
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.68016
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.86822
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.389328
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.58996
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.807283
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.038738
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.286911
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.560764
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.867218
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.171454
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510428
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.94628
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.507524
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.042083
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.650329
ù(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21518
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87146
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58937
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21997
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36476
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12577
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66016
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.51196
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.61372
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.377431
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.577099
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793339
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.023628
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.270463
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543309
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.84814
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.150573
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.489438
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.922746
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.476709
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.007184
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.610484
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17187
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82933
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54172
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1452
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28163
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43108
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50185
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.33454
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.36593
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.365652
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.564367
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.779536
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.008707
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254226
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.526045
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.82939
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.130055
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.468704
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.89924
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.446283
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.972741
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.571177
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12957
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78817
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50197
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07176
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20058
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.34829
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35116
ì(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.44848
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.12465
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.35399
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.551764
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.765876
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.993975
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.238199
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.508973
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.810964
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.1099
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.448223
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.875763
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.416246
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.938752
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.53241
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08827
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74798
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46288
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99962
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12154
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26767
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.5829
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.83279
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.88966
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.342446
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.53929
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.752359
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.979436
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.222383
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492093
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.792862
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090106
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.427997
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.852324
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.386592
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.905215
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.49418
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04795
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70874
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42445
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92879
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.04451
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.1892
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.50304
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08677
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.66079
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.331021
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.526948
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.738986
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965086
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206779
ò(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.475407
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774904
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.07067
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408027
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.828926
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.357327
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.87213
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.456484
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00861
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67044
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38667
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85923
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96943
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11283
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.42551
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10918
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.43785
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.319717
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.514738
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.725762
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95093
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191389
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458917
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756784
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.051593
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.388315
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.805575
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.328447
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.839499
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.419322
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.970224
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63308
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34955
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79093
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89626
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.03852
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.35026
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.134
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.35696
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.308534
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.502662
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.712682
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.936968
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.176211
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.442621
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.738884
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032873
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.368861
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.782279
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.299954
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.807315
è(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.38269
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.932793
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59664
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31307
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72388
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.82499
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96625
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.27726
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.2329
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.8038
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.297474
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.49072
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.699751
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.923198
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161246
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.426524
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721205
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.014509
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349662
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.759037
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.271849
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.775583
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.346589
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.896302
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56112
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27724
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65806
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75557
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89597
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.21908
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.10992
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.37476
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.286537
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.478914
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.686969
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.909622
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.146494
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410621
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.703746
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.9965
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.330723
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.735859
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.244126
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.7443
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.311015
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.860742
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5265
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24205
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59347
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68797
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82766
î(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.1643
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.99007
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31264
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.275724
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.467243
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.674336
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89624
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.131957
(363.70, 7.12, 353.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.394918
