¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.62924
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46674
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14452
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39498
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70975
Ï(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041713
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288261
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557081
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851333
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164692
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48847
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819838
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179048
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574618
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012238
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498857
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02703
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60779
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29906
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08832
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92646
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89244
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05285
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4096
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05798
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 19.36435
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 19.1024
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 19.07583
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 19.05389
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 19.03613
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 19.02251
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 19.01302
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 19.08913
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042552
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289148
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558083
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852437
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175944
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500915
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829316
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189461
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58609
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024943
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.513061
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03636
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60793
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29428
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07511
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91138
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87494
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01004
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35404
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97359
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 19.18518
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 19.02869
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 19.00996
Ë(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 18.9958
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 18.98561
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 18.97938
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 18.97716
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 19.04567
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043379
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290071
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.559084
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853517
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177128
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509794
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839018
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20013
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597898
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038006
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.527603
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04615
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61891
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28995
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06259
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89703
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85227
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96458
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90093
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.113
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 19.16597
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 19.15498
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 19.15216
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 19.15424
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 19.16135
(431.74, 14.05, 336.58) (417.46, 8.64, 309.61) (0.81, 2.16, 0.81) Human 19.17389
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044163
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290949
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560045
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854589
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179777
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.518886
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848982
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211046
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609933
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051399
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.542519
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05639
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63038
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28605
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05081
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88113
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82365
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92035
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24749
Ì(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83757
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02339
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06668
(431.74, 14.05, 336.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 24.26737
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.43253
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044973
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291785
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560959
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858224
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194449
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523782
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859174
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222243
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622292
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065074
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552588
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06711
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64239
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28979
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03963
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85719
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79602
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88589
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19648
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77601
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.29629
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.18461
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.1611
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.1415
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.12577
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.11386
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.10579
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.16188
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045723
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292615
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565278
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871486
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209069
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52821
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869566
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23369
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.634879
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07906
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562613
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07829
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65495
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30393
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02002
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83414
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76941
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85487
Ï(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14698
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71631
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.23832
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.14341
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.12633
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.11303
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.1035
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.09775
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.09576
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.1515
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04647
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297357
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577278
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884669
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2199
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532831
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875726
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245376
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647791
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093377
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573091
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08993
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66802
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30663
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00054
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81192
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74378
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82501
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09894
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65844
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.9078
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.29972
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.29359
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.29228
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.29591
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.30487
(431.74, 14.05, 336.58) (417.68, 8.62, 310.94) (0.81, 2.16, 0.81) Human 18.31979
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051404
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308266
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589276
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.897857
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224231
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537584
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880955
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257343
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660999
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108012
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58392
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10205
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67487
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30431
š(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99243
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79054
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71918
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7963
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06041
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.05247
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.52353
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.12859
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06137
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319164
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601201
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911005
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22871
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542508
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886345
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264681
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674458
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122957
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.595238
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11232
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67332
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30258
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98737
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77004
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69555
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76879
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0279
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.61363
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.51071
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.10633
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071333
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330034
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613113
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924133
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233341
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547517
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89186
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27081
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688212
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.138207
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.606976
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11142
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67232
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29987
(431.74, 14.05, 336.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.983
