¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
é(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 3.963183
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.495824
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.693348
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.903425
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.130836
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.379314
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.619865
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.337995
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.309015
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.281249
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.262788
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.24978
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.237675
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.227866
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.22242
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.21781
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.214029
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.211076
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.208947
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.207641
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.207154
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.207488
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.208643
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.21062
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.213419
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.217046
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.221503
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.130431
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.300864
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.486602
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.683941
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.893268
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.11984
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.366857
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.742533
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.373905
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.344562
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.316446
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.295347
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.282226
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.270015
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.259524
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.254062
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.249441
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.245657
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.242707
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.240586
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.239293
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.238828
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.239189
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.240376
Ö(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.242393
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.245238
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.248917
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.253432
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.123113
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.29247
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.477569
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.674763
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88336
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.109111
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354688
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.874359
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.453606
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.381607
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.353125
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.329262
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.316024
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.303704
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.292495
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.287016
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.282386
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.278598
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.275651
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.273539
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.272262
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.271819
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.272208
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.273431
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.275487
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.278381
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.282114
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.28669
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.115968
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.28425
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.46872
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.665812
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.873696
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.09865
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342808
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 5.01631
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.572233
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.420206
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.391339
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.364579
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.351219
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.338785
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.327261
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.321329
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.316689
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.312898
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.309953
Ğ(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.307851
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.306591
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.30617
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.30659
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.30785
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.30995
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.312893
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.316684
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.321324
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.108993
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.276679
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.460062
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.657086
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.864278
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.088456
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.331738
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 5.16949
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.699605
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.460414
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.431145
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.403111
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.387859
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.375306
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.36367
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.357044
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.352394
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.348599
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.345658
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.343568
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.342325
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.341929
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.342381
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.343678
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.345825
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.348821
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.352671
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.357378
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.10219
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.269387
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.45159
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.648586
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.855105
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078529
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.320961
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.587364
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.836632
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.502821
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.472604
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.444163
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.425996
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.413318
Î(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.401567
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.394212
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.389551
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.385755
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.382818
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.380739
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.379515
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.379146
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.37963
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.380969
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.383163
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.386215
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.390128
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.394905
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.095559
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.26228
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.443304
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.640264
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.846179
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.068868
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.310474
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.575329
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.984367
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.555604
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.515782
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.486914
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.465686
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.452877
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.441005
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.432884
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.428213
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.424414
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.421483
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.419416
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.418213
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.417871
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.418391
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.419773
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.422018
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.425128
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.429106
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.433957
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.0891
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.255357
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.435206
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.63153
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.837495
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.059472
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.300278
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.563603
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 5.144019
à(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.684947
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.569639
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.53143
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.506984
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.49404
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.482041
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.473115
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.468435
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.464634
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.461709
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.459657
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.458476
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.458163
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.45872
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.460147
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.462445
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.465616
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.469664
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.474592
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.082812
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.248619
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.427296
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.623001
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.829057
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050344
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.29037
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.552187
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 5.316977
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.8321
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.626169
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.58596
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.549954
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.536868
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.524737
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.514966
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.510276
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.506474
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.503555
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.501518
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.500359
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.500079
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.500674
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.502149
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.504503
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.507739
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.511858
(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 4.516868
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.076696
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.242065
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.419663
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.614674
×(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.820862
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041479
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.280751
(431.27, 10.26, 363.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.541084
