¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(436.69, 14.02, 296.56) (434.52, 8.54, 321.04) (0.81, 2.16, 0.81) Human 7.692207
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327819
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612095
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.925421
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.271423
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.655388
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.083823
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.564831
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.11025
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.74742
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49085
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36987
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42091
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77281
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.64688
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326643
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.610805
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.923951
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269797
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.653578
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.0818
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.56255
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.107322
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.744104
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48649
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36473
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41289
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75732
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20496
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32534
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609375
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.922326
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.267996
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.651574
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.079554
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.560019
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.104087
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.740395
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48164
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35902
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40418
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74056
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14372
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32391
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.607805
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.920542
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.266019
¼(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.649374
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.077091
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.557246
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.100548
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.736296
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4763
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35273
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3948
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84665
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09093
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322351
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.606095
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.918599
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.263869
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.646981
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.074411
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.554226
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.096706
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.731809
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47046
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34585
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38474
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81397
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03228
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.320666
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.604247
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916501
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.261544
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.644393
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.071516
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.550962
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.092851
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.726935
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46415
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33842
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28606
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77999
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97111
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.318856
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60226
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.914246
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.259048
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.641614
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.068406
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.547459
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.088874
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.721678
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45735
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33041
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27576
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74474
È(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90743
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.316919
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.600135
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911836
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.25638
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.638644
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.065082
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.543714
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.084623
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.71604
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45045
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1556
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26476
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70826
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84131
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.314857
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.597875
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90927
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.253539
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.635482
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.061545
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.539728
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.080101
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.71002
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44347
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14578
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25302
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67053
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77287
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.312672
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.595477
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.906552
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.250529
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.632133
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.057796
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.535503
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.075308
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.703623
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20249
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1354
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24058
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63731
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70218
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.310361
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.592942
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.903679
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.247349
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.628595
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.053835
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.531043
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.070247
î(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39663
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19312
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12439
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22744
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61691
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62933
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.307929
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.590276
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.900655
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.244003
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.624872
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.049667
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.526349
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.064919
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38815
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1833
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1128
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21362
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59538
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55434
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80307
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.305375
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.587471
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.89748
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.240488
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.62096
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.04529
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.52142
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69696
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37925
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17294
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10062
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1991
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57283
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47731
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14106
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.3027
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584537
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.894167
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.236808
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.616866
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.040709
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.516262
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69068
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36995
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1621
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08788
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1839
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54922
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39837
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69556
ú(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.299903
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58147
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890789
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.232962
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.612588
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.035922
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109861
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684132
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36023
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15081
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07455
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.168
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52457
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33235
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41573
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.296988
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.578272
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.887268
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.228955
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.608129
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.030934
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103886
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677305
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35004
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13899
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0607
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15147
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49888
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28159
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27423
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.293952
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.574944
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.883602
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.224784
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.603491
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590627
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.097621
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670218
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33952
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12675
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04627
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13425
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47219
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22899
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13036
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.290801
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.571486
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.879794
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.220453
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133491
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584846
š(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091112
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662848
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32854
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11399
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0313
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1164
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44448
(436.69, 14.02, 296.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17455
