¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
©(337.02, 7.85, 344.58) (328.56, 1.91, 308.38) (7.08, 2.96, 7.96) Truck 17.21059
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.837279
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.258564
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.708349
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.208058
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.770628
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40857
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13797
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9798
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78245
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01657
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49702
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30525
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53869
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17915
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.345276
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.540768
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.749557
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975997
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.222297
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490276
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.777811
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096615
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.446778
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.823787
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.243535
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.693558
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.191478
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.751915
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38729
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11355
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95151
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74716
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97467
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44639
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24285
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46455
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71186
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.338417
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.533565
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.741762
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.967537
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213086
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.48073
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767266
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.08501
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.434914
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.810587
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.228838
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.679194
›(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.175382
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.733752
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36664
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08987
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67878
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71297
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93404
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39732
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13766
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3804
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63175
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.33165
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.526382
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.734092
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.959213
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204023
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471126
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756914
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073624
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.423001
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.797688
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.214476
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.665259
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.159767
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.71614
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34662
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06691
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65052
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67984
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89471
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34986
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95014
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20826
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54105
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.324977
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.519178
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.726544
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.951022
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195108
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.461387
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.746751
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062444
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.410649
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.785082
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.200444
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.651751
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.144633
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.699073
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32722
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04468
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62314
¬(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64781
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85667
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30401
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76868
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0419
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35075
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.318399
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.512077
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.719122
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.942966
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.186341
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.451811
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.736781
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.05148
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.398536
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.772772
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.186748
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.638666
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.129979
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.682549
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30845
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72085
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59669
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61681
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81991
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25964
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59312
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85101
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16703
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.311917
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.50508
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.711823
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.935046
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177723
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.442399
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.727002
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.040728
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.386661
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.760759
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.173379
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.626009
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.115806
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.666568
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2903
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69874
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57112
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58688
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78437
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21688
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45897
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65593
Ÿ(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03885
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.305531
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.498185
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.704649
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927263
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169253
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.43315
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.717417
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.03019
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.375021
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.74904
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.160343
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.613773
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.102105
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.651127
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27276
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67741
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5464
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55797
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75011
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1756
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41915
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53511
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25668
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.29924
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.491397
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.697602
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.919615
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.160933
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.424067
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.708069
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019866
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.363619
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.737617
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.147637
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.601961
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.088881
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.636224
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90497
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65677
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52257
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53012
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71712
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09281
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38185
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49284
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.248
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.293048
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.484714
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.690681
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.912104
©(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152762
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415147
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699055
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.009753
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.352455
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.726488
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135262
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.590568
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.076129
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.621856
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88763
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63692
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49959
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50327
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68531
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99786
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30215
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45341
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82674
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.286952
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.478138
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.683886
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.904732
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.144744
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406394
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.690247
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.999857
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.34153
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.715655
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123216
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.577999
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.063852
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21615
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87094
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61783
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47753
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47749
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65475
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90568
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19427
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41684
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82564
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.280956
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.471667
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.677218
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.897497
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.136877
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397808
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.681644
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.990173
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.330841
¸(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.705115
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.111498
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.564898
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624974
(337.02, 7.85, 344.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20201
