¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ (374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.735844
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.75408
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.934782
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.11672
˜ (374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.313663
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.527494
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.760426
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.015078
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.294571
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.602652
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.926661
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.275393
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.662667
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.095161
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.581165
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822952
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50908
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.73738
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.71219
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.82887
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.94719
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.92803
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.04433
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.16812
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.29377
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.28288
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.41257
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.5422
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.67607
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.930027
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.111582
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.308096
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.521442
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.753826
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.007852
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.286627
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.593879
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.934131
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.303004
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.693395
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.129563
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.619937
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806396
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49008
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.79312
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.76776
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.88503
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.00393
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.98464
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.10151
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.22591
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.35219
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.34122
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.47155
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.60182
¤ (374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.73635
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.74704
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.925345
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.106525
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.302617
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.515487
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.747332
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.000741
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.278812
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.585251
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.924556
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.302226
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.724638
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.164557
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.659391
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.790314
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47165
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.85157
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.82605
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.94392
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.06343
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.04401
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.16149
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.28653
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.47557
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.4024
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.51697
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.54994
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.64055
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.62653
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.920738
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.101548
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.297225
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.509627
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.740941
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.993748
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.271126
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.576765
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.91514
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.291723
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.713273
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.188251
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.699546
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.265648
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45368
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.84441
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.88711
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.00562
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.12675
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.10621
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.21215
£ (374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.22435
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52408
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.2936
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.27391
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.25648
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.2413
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.22833
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.916207
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.096654
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.291923
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.503866
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.734659
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.986872
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.26357
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.568424
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.905888
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.281403
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.70169
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.175161
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.712468
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.312128
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43626
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.83345
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.95102
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.95469
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.03331
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.01592
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.98847
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.9633
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.94036
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.91965
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.94958
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.911751
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.091841
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.286709
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.4982
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.728482
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.980113
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.256143
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.560228
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.896797
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.271261
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.690312
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.162305
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.697829
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.310502
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41936
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.78974
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.75461
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.72179
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.69124
— (374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.66294
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.65525
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.73891
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32263
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.907371
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.08711
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.281586
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.492634
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.722414
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.973474
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.248847
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.552178
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.887868
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.261306
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.679142
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.149687
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.683463
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.294002
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40294
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17772
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07982
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14304
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41458
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92704
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75175
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72585
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23748
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.903067
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.082462
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.276552
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.487166
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.716453
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.966951
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.241684
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.544272
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.879102
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.251533
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.668178
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.137304
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.66937
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.277819
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.69251
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15938
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05829
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11755
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38339
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87643
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71918
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73114
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17334
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.89884
• (374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.077899
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.27161
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.481797
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.710602
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.960549
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.234651
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.536513
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.8705
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.241943
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.657423
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.12516
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.65555
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.261953
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.678154
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39659
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03748
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09284
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35307
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82728
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65792
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73864
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1718
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.894691
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.073418
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.266758
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.476528
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.704859
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.954267
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.227751
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.528901
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.862062
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.232539
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.646875
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.113251
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.642
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.246404
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.664272
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38053
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01736
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06904
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32546
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77959
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5985
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7465
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17734
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.890619
(374.94, 7.91, 339.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.069023
