¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94729
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.68007
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67163
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66567
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.771715
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.935953
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.113174
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.304367
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.51153
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.736896
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.983871
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.252491
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.549101
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.874733
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.235847
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.638684
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686465
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230366
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.848958
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55861
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38088
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3446
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48953
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.77532
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.75177
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.73078
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.71233
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69641
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.683
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67208
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66365
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65769
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.760259
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.923636
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.099873
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.289989
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.495943
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.719741
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965092
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.231917
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.525085
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.849286
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.207575
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1677
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644969
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183404
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.79537
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49692
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30909
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26008
ú(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38853
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68897
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7462
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.72522
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.70679
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69088
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67747
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66656
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65814
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65219
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.748971
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.911501
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.086771
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.27583
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.480595
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.703053
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946611
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211673
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.502795
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.824269
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709287
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131445
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.604259
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137313
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74287
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43653
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23888
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17749
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28995
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62925
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.74313
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.72216
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.70373
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.68782
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67443
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66352
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.6551
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.64916
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.737852
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.899549
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.07387
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.26189
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.465488
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.686628
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.92843
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191765
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480904
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301414
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677352
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095828
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564257
„(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092155
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691398
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37739
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17019
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09673
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19373
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51255
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.74255
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.72158
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.70315
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.68725
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67385
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66295
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65453
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.64859
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.726898
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.887778
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.061141
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.248167
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.45062
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.670469
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.910544
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.172186
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615081
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2731
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646011
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.060827
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525053
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047845
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.640951
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31945
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10296
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01783
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09974
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39886
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.74446
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.72349
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.70506
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.68915
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67575
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66485
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65642
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65048
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.716113
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.876189
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.048584
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.234662
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.435991
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.654572
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892956
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152938
—(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910985
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245316
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615185
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026544
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486569
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004416
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591534
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26273
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03724
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9407
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00803
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28797
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.74887
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.72789
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.70945
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69353
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.68013
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66921
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66079
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65483
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.705494
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.864782
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.036249
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.221374
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.421602
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.63894
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.875663
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584843
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886218
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218047
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584946
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992839
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448812
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961813
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.543115
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2072
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97293
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86535
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91853
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1799
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.75578
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.73479
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.71633
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7004
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.68698
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67606
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66762
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66166
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.695045
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.853558
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.024163
“(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.208304
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.40745
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.623571
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289614
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562665
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861915
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191218
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555278
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959784
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411791
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.920073
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4957
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15285
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91005
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79171
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83115
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0741
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7652
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.74418
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7257
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.70975
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69631
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.68538
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67693
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67096
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.684762
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.842516
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.012276
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.195451
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.393538
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021179
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269676
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54091
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838006
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164902
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526135
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927385
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375513
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879172
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.449229
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09966
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84853
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71975
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74592
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.966
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.77714
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.75609
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.73758
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.72161
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.70815
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69719
‰(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.68872
(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.68274
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.674648
