¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(397.16, 12.56, 328.75) (378.39, 4.70, 320.45) (0.81, 2.16, 0.81) Human 6.053655
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05158
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11883
±(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18973
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26423
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3425
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42458
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5106
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60066
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6948
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7932
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.896
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00324
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11511
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006886
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43535
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908597
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40989
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94343
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53136
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15023
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86623
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70315
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65951
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90045
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95205
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00698
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06524
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1269
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19209
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26078
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33309
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40915
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.489
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5728
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66062
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75252
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84863
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94901
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05383
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16322
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2773
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032625
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463737
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940128
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45064
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98865
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56569
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18851
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90328
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74531
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65777
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04097
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09394
¶(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15028
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21002
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27323
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33995
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41027
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48429
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56209
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6437
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72925
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8189
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91265
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01065
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11305
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21996
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33149
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44778
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.058256
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492048
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971439
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49153
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03402
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60011
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2269
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94023
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78738
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65375
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18681
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24126
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2991
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36039
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42522
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4936
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56565
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64141
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72103
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80455
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89207
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9837
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07955
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17973
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28435
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39356
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50747
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62623
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.08375
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520112
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00263
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53249
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06766
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63467
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26542
¸(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9771
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82938
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64989
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33827
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39426
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4537
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51665
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58311
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65327
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72708
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80472
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88627
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97178
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06133
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15509
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25312
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35556
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64109
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13946
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69294
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31154
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112461
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54953
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03363
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57336
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09888
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66931
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30408
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01456
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84408
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64617
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49553
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55315
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61427
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67891
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74716
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81914
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89486
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97448
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05802
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14558
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23732
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6937
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18573
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71731
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3267
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98336
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47131
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90765
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.142859
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583141
¸(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07001
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60667
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12915
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70402
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34282
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05809
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84095
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64259
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54608
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71818
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78104
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84749
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91763
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99154
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06927
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31394
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.772
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26003
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78084
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37535
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99128
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39114
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81216
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2559
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35339
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59137
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173187
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616602
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10718
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62607
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15343
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73241
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37734
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10006
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83788
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63921
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54224
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8896
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95429
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02267
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41446
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8709
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35698
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87547
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45071
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95835
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34631
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75443
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18414
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63703
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88301
¸(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02655
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68774
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203403
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649965
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14419
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64533
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17764
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75934
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40747
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13144
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8614
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65644
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55146
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35647
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98518
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47109
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9892
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54588
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95415
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33212
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72933
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14727
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58735
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23032
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31987
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50218
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71634
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233457
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68321
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17539
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66453
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20187
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78625
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43752
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14808
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88857
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68692
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58588
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4776
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15482
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89373
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70852
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16906
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61486
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08589
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58423
