¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
” (394.17, 14.88, 307.74) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.110301
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19421
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44148
Æ(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18158
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06615
(394.17, 14.88, 307.74) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 21.56927
(394.17, 14.88, 307.74) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 21.72065
(394.17, 14.88, 307.74) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 21.89174
(394.17, 14.88, 307.74) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 22.17834
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024783
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265661
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527918
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814479
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128814
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475078
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840079
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255182
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.718482
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215397
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767287
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38293
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16858
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13302
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25234
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97079
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86234
(394.17, 14.88, 307.74) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 21.66409
(394.17, 14.88, 307.74) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 21.58747
(394.17, 14.88, 307.74) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 21.51557
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02531
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266224
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528529
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81517
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129549
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47584
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840067
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.252998
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716062
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.21216
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763632
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34784
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11995
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07223
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06953
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76734
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60024
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87964
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025839
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266811
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529155
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815849
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130335
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476252
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84051
º(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250862
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713673
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209083
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758563
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3311
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07173
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01188
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91006
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57087
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34838
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85263
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026366
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267363
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529774
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816514
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131067
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476747
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841065
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248774
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711298
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206118
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74397
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31469
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02396
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.952
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77212
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38117
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11565
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59506
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026892
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267942
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530411
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817195
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131788
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477303
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841671
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246716
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709001
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203317
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72975
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29869
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97662
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89253
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63649
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21443
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91142
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34758
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85428
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.9684
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.9576
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027401
È(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268508
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531025
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817886
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132544
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477923
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842329
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245756
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706738
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200628
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.715836
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28305
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92975
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83355
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50487
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07599
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71436
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07617
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6012
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.63817
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.21398
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.12232
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.41349
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027932
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269084
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531638
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81855
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13327
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478588
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843081
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246584
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704529
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.197412
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702238
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26782
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90567
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77502
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37716
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94183
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5408
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59396
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35803
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86802
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.50851
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.37783
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.54104
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.40322
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028446
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269629
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53223
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819228
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134031
Ä(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479339
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843908
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247503
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702354
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185574
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.688993
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25294
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88884
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71695
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25319
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8117
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39816
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0717
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86176
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61928
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.49194
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.519
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.55074
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.58715
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028965
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270203
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532885
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8199
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134765
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480135
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84477
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248473
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700233
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.174002
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676075
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23846
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87246
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63302
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13289
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68022
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26001
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8918
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27904
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1429
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.64759
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.67515
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.70741
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.74439
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029486
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270767
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533476
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820567
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135513
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481017
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845727
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249537
Ä(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698944
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162712
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663515
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2243
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85648
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52584
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01609
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55244
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1261
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74466
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44629
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66138
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43848
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.83803
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.87084
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.90842
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.031301
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271342
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534109
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821249
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136278
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481947
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846759
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25069
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700241
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151718
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651264
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21054
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8409
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4721
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90271
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42853
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99635
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60222
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10792
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93182
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94121
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.00783
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.04123
(394.17, 14.88, 307.74) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.07943
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033378
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271865
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534721
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821945
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136993
(394.17, 14.88, 307.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482902
