¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ò(394.91, 13.96, 249.26) (412.47, 7.73, 234.06) (1.88, 1.40, 1.43) Tools 11.91894
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.33865
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.33276
ñ(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.32908
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.32762
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.32836
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.33131
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578285
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855642
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158874
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453336
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772342
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117472
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407154
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720038
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075599
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.621073
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28634
(394.91, 13.96, 249.26) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 11.24227
(394.91, 13.96, 249.26) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 11.45708
(394.91, 13.96, 249.26) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 11.43082
(394.91, 13.96, 249.26) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 11.44346
(394.91, 13.96, 249.26) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 11.51663
(394.91, 13.96, 249.26) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 11.59301
(394.91, 13.96, 249.26) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 11.6727
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.33414
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.3216
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.31129
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.3283
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.42049
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.51645
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.61633
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.72026
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.82839
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581821
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859516
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163125
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457282
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776659
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126278
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436866
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752136
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125889
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677767
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33975
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47747
(394.91, 13.96, 249.26) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.00253
(394.91, 13.96, 249.26) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.0799
(394.91, 13.96, 249.26) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.16066
(394.91, 13.96, 249.26) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.24491
(394.91, 13.96, 249.26) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.33276
(394.91, 13.96, 249.26) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.42431
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.30102
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.88628
Ô(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.9837
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.08511
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.19064
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.30046
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585323
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863336
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167294
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461348
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781087
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131128
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467263
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784967
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176737
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73519
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39344
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62004
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.27029
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588762
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867074
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171412
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465494
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785644
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136117
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498349
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818553
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228202
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793299
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44741
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76263
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.24713
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.21541
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.18641
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.16009
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.13643
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.22426
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.2419
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592141
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870764
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175452
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469749
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790271
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141203
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526977
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.852897
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280238
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85211
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50163
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9051
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.164
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.13248
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.10365
ç(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.07749
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.05398
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.17704
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.21584
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595459
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874403
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179429
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47409
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795018
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146389
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53271
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887988
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332843
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.911628
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56913
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04726
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.08445
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.05311
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.02445
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 12.99844
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 12.97507
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.12976
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.19207
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598716
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877951
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18333
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478529
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799852
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151705
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.538551
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.705653
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.676868
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.649956
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.624885
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18894
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.00837
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 12.9772
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 12.94871
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 12.92285
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 12.8996
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 13.08242
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.17057
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601917
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881452
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187159
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.483056
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804796
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157126
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544526
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.690678
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.66194
ü(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.635071
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.610041
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.586825
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.565399
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.545742
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.527833
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.511655
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.820888
(394.91, 13.96, 249.26) (409.79, 7.58, 231.56) (2.00, 1.13, 2.14) Tools 14.37578
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.15132
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60506
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884878
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190911
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487666
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809848
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162665
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.550628
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.916051
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.917912
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.921518
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.926867
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.933963
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.942816
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.953434
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.965827
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.980007
(394.91, 13.96, 249.26) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 8.99599
(394.91, 13.96, 249.26) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 10.04524
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.1343
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.12195
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.11179
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.10381
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.098
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608131
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888226
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194605
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492368
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814993
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169632
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565403
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003323
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486985
(394.91, 13.96, 249.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06366
(394.91, 13.96, 249.26) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 10.25483
(394.91, 13.96, 249.26) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 10.26858
(394.91, 13.96, 249.26) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 10.28438
(394.91, 13.96, 249.26) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 10.30224
(394.91, 13.96, 249.26) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 10.32218
(394.91, 13.96, 249.26) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 10.34421
(394.91, 13.96, 249.26) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 10.36837
(394.91, 13.96, 249.26) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 10.39467
á(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.11949
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.10716
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.09701
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.08904
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.08323
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.0796
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.07812
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.07881
(394.91, 13.96, 249.26) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.08165
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174607
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410521
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666522
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946499
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25534
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594447
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973342
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402603
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882596
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422648
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.992881
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43154
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91271
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46269
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11156
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83381
(395.14, 13.94, 248.98) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 13.96601
(395.14, 13.94, 248.98) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 13.94882
(395.14, 13.94, 248.98) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 13.93439
(395.14, 13.94, 248.98) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 13.92269
(395.14, 13.94, 248.98) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 13.91373
(395.14, 13.94, 248.98) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 13.90748
(395.14, 13.94, 248.98) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 13.90395
(395.14, 13.94, 248.98) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 13.90314
(395.14, 13.94, 248.98) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 13.90503
(395.14, 13.94, 248.98) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 13.90964
(395.14, 13.94, 248.98) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 13.91696
(395.14, 13.94, 248.98) (417.94, 9.03, 258.16) (2.56, 2.61, 2.56) Tools 13.92701
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174469
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410338
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666367
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948799
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257835
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59721
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974841
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404308
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884457
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424784
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0171
