¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ã(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.03748
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.47841
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536063
³(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805948
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100485
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423243
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778289
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17067
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606523
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063069
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374036
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709093
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.574567
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.519645
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.494814
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.482905
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.553979
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.628017
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.870425
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.98899
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.67616
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.45294
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.25557
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.14406
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.13554
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.13948
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.20574
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.32895
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53031
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799705
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093642
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415718
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770023
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161485
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596294
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053456
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363728
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.689114
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.534862
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.483958
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.459218
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.44918
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.51967
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.593103
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.836321
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.95608
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.61594
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.31592
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.20336
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.13815
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.1421
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.15048
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.27257
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.47831
´(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52457
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793408
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086802
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408199
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76169
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.152311
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586046
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044512
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354122
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.650831
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.497674
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.450372
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.425717
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.417313
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.487253
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.560119
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.803797
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.92302
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.56376
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.47254
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.26571
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.15645
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.14708
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.15341
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.2191
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.34502
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518804
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787085
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079905
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400601
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753346
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143056
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57577
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036236
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345247
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.615096
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.462955
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.418851
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.394279
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.387277
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.456703
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.529034
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.772831
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88981
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.51934
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.33117
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.22079
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.15444
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.16077
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.79182
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.79689
®(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512985
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780787
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072979
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393035
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744986
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133773
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565465
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02865
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.337098
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.581859
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.430661
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.389362
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.364865
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.359046
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.427988
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.499819
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.743402
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85647
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.47476
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.96005
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.50687
(370.75, 7.08, 352.78) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 12.28825
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.79745
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.79793
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.8007
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.80578
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50714
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.774429
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066047
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38541
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736606
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124488
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555123
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021692
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329639
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.55108
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.400751
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.361877
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.337451
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.332594
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.401085
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.472448
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.71549
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.82301
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.42728
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86685
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.28563
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.81461
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.81048
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.80865
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.80913
Â(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.81191
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.817
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501292
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768063
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059107
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377781
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728173
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115167
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544741
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015449
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322897
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.522716
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.373189
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.336366
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.312003
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.307899
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.375968
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.446897
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.689076
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.07858
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.7314
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77605
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.84334
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.83458
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.82814
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.82401
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.82218
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.82266
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.82545
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.83054
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49544
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761686
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052125
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370114
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719741
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105862
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53434
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009824
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316869
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.496734
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.347939
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.3128
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.288501
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.284933
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.352614
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.42314
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.664143
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.91893
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.90087
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.88637
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.87812
Ã(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.85046
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.84401
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.83987
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.83805
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.83853
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.84132
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.84643
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489579
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755296
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045125
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362432
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711275
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096451
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523915
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000878
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311548
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.473103
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.324971
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.291162
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.266915
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.263682
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.331003
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.401157
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.64067
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.70855
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.92152
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.20059
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.89795
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.8687
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.86224
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.8581
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.85628
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.85676
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.85956
(370.75, 7.08, 352.78) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.86467
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483677
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748857
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038106
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354735
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702799
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087074
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513489
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98917
(370.75, 7.08, 352.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307532
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.451789
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.304255
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.271423
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.247229
(370.75, 7.08, 352.78) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 9.244125
