¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.09679
ú(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360501
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733274
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147518
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614761
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178596
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823429
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.568
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47857
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56979
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04683
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66872
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.00395
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.33688
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.768863
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.979753
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207946
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459571
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741231
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050016
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389949
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.765894
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183862
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662939
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233507
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886559
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63377
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55239
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65859
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18725
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90907
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40588
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.52816
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.78243
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.994456
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.226299
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482001
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765787
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076981
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419675
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798897
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220618
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711729
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289067
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.950251
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7025
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62707
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75642
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31295
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15248
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54304
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.65434
ú(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.79618
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011464
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245648
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50466
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790554
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104221
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4498
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83227
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257835
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760953
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345291
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00474
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77207
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70258
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87084
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43044
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39899
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68075
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.75734
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.811968
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029496
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26517
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527524
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815597
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13175
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480157
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865953
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295454
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810788
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398936
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05983
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84249
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78414
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9851
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5493
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64843
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82323
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.64847
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.828763
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047662
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285152
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550614
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840892
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.159519
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51084
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900049
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335354
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861143
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447449
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11555
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91371
„(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86851
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08059
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71455
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90076
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98603
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.845767
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.06606
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.306497
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573906
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866378
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187606
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54186
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934515
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380186
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906674
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496407
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1719
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98574
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95398
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17698
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92723
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15578
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15014
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.862875
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.08456
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.328028
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597422
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892134
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.215921
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573191
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969294
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425467
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950058
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.545877
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22884
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05862
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03074
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27481
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1352
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41343
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31547
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.880164
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103284
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349706
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62111
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918119
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244516
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604815
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004469
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464419
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993803
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.595853
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28943
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13233
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10269
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38315
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23408
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64609
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48205
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897595
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.122138
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37159
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644992
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944346
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27341
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636751
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040012
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503402
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037992
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.64628
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3529
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20288
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17544
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49277
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33274
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8566
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61837
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.915177
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14118
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.393636
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669109
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970765
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302532
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668997
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075881
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.546368
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082536
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.697222
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.417
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26489
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25981
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60369
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43118
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06799
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72129
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932911
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161599
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415884
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693391
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997447
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331946
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70155
ˆ(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113138
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590036
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128375
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748625
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48174
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32751
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35064
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71583
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53617
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28004
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82513
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.950788
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182152
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438288
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717885
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024348
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361581
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734412
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.152339
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.634089
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178322
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.80057
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53653
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3907
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44231
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82927
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69976
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49261
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92591
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968789
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.202878
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460832
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742569
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051446
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391483
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767571
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191839
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678591
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228772
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855516
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59089
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45438
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53488
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94397
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76092
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70555
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00737
(333.28, 6.91, 314.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986986
