¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(393.00, 14.76, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.704536
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0437
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41646
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89233
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82223
Ó(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91611
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333414
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586669
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862411
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.254491
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.219021
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.185152
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.152841
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.122054
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.21131
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702099
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18099
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60063
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99978
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40063
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89781
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35896
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72346
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0088
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30991
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62356
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95159
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2987
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69197
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50342
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64183
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333338
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.295483
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.25695
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.220093
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.184864
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.151225
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.119137
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.088563
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.324037
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706039
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18003
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57754
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98106
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38046
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83568
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31761
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64796
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92977
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22703
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53918
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86306
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20559
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56847
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19967
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37921
İ(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333187
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.262206
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.223923
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.187304
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.152306
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.118888
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.08701
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.056638
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.13232
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.69461
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15959
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55543
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96351
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36156
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79199
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27809
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57529
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85368
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14729
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45737
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77795
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11618
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47435
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9614
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09431
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35686
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333077
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.230524
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.192478
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.156085
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.121305
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.088096
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.05642
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.053956
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.214966
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.386053
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.107918
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53427
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94711
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34392
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77296
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24038
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50535
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78049
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07066
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37697
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6962
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03032
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38404
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85999
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77255
Ş(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90702
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.7796
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.78671
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33296
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.2004
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.162579
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.126403
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.09183
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.058819
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.080157
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.159343
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.300502
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.476697
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.664367
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51411
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93189
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32751
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75526
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17603
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43809
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71015
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99698
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2997
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61776
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94793
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29737
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79109
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53169
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64544
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.53967
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.54671
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33285
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586058
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.134191
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.09822
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.082936
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.160402
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.2411
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.32519
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.412842
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.570623
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.764169
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.012353
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91782
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31239
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73892
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11001
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36038
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64258
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92622
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22551
ç(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54169
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86892
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21431
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72548
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42088
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39502
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.30904
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.31602
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33275
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585943
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.107285
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.16451
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.243543
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.325878
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.41168
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.501129
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.594411
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.691732
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.867719
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.08121
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.457504
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2985
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72393
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04654
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27842
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56184
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85829
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15434
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46701
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7932
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13658
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66309
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31451
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16278
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.07569
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.08259
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332617
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585845
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861501
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.329605
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.413711
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.501366
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.592754
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.688072
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.787527
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.891349
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.999782
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.195875
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.432454
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.959811
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71028
Ù(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98562
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21342
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.479
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77421
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08609
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39539
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72071
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08148
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60383
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21233
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04901
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.86272
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332532
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585701
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861364
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162586
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456492
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.687758
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.785273
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.887034
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.993278
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.104259
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.220249
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.341544
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.560042
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.823557
(393.00, 14.76, 307.58) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.53133
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92713
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15255
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39919
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6905
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99842
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32432
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65042
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02929
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54766
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11432
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93992
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.65806
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.66485
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332391
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58559
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861218
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162413
(393.00, 14.76, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442298
