¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
– (409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.30767
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.309213
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.303279
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.29782
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.292834
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.2884
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.286652
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.288502
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.294024
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.303474
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.317337
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.33645
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.362341
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.398066
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.451797
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.463471
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.45031
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.437768
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.425821
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.414462
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.403674
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.393451
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.383776
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.374641
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.366035
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.357952
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.350382
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.343315
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.336747
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.330668
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.325074
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.31996
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.315349
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.313439
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.315541
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.32176
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.332449
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.348295
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.370577
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.401851
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.448544
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.549211
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.502919
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.489416
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.476541
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.464275
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.452607
 (409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.441528
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.431019
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.42107
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.411676
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.40282
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.394498
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.386698
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.379411
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.372631
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.366353
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.360566
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.355266
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.35045
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.348273
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.350779
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.358152
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.370945
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.390346
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.418845
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.462974
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.577829
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.558065
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.544006
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.530593
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.517813
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.505653
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.494099
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.483132
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.472748
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.46293
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.453673
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.444962
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.436788
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.429143
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.422022
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.415412
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.409312
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.40371
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.398606
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.395961
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.399256
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.408942
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.426265
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.454421
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.504157
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.654723
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.639067
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.624137
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.609921
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.596381
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.583519
±(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.571309
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.559733
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.548787
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.538444
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.528703
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.519539
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.510948
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.502927
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.49545
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.488523
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.482127
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.476265
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.472589
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.478524
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.497081
(409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.541675
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.837071
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.060968
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.30859
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.578177
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.871115
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.194691
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.560944
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.964674
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.410218
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49032
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05882
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68288
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39186
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20418
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14402
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18884
(409.04, 14.30, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.60899
(409.04, 14.30, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.50095
(409.04, 14.30, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.47736
(409.04, 14.30, 243.74) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 18.47694
(409.04, 14.30, 243.74) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 19.46779
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94579
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.839543
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.063645
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.309877
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.580385
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.873536
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.196316
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.562705
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.968242
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977249
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496628
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06844
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69375
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40426
§(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21844
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15665
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20306
(409.04, 14.30, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.57567
(409.04, 14.30, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.47029
(409.04, 14.30, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.44676
(409.04, 14.30, 243.74) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 19.08139
(409.04, 14.30, 243.74) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 20.06545
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92766
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.842055
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.066367
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311172
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582634
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.876
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.198623
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.564476
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.972058
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982948
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503035
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07828
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70489
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41696
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23309
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16935
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21789
(409.04, 14.30, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.54546
(409.04, 14.30, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.44259
(409.04, 14.30, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.4191
(409.04, 14.30, 243.74) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 19.73071
(409.04, 14.30, 243.74) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 19.69804
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.91263
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.844609
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.069136
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.312881
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584922
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.878508
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.200966
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.566259
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523626
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.98875
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509565
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08838
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71629
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42998
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24803
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18249
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23327
(409.04, 14.30, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.51834
(409.04, 14.30, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.41779
(409.04, 14.30, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.39435
(409.04, 14.30, 243.74) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 17.76605
™(409.04, 14.30, 243.74) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 20.39566
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90066
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.847203
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.071946
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.315937
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58725
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.881058
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.203769
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.568051
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528704
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99464
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.516196
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09864
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72793
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44326
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26335
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19699
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2492
(409.04, 14.30, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.49428
(409.04, 14.30, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.39589
(409.04, 14.30, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.37248
(409.04, 14.30, 243.74) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 17.41261
(409.04, 14.30, 243.74) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 21.14881
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88669
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.849837
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.074801
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319041
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.589616
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.883652
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.206624
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.569852
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.531738
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.000687
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522932
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10918
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73984
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45684
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27896
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21937
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26573
(409.04, 14.30, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.47325
(409.04, 14.30, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.37685
(409.04, 14.30, 243.74) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.35348
(409.04, 14.30, 243.74) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 17.25332
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9568
(409.04, 14.30, 243.74) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 17.39137
(409.04, 14.30, 243.74) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 17.39302
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.852511
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.0777
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322192
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.591937
©(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.886289
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209527
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095807
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534801
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006759
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.529778
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11936
(409.04, 14.30, 243.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75204
