¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (428.24, 15.02, 245.61) (448.28, 8.59, 258.72) (0.81, 2.16, 0.81) Human 7.460546
í(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.840992
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.03677
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.43885
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822461
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1095
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423265
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767558
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147019
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569658
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031859
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.397276
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.374645
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.397424
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.422157
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.50277
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.58919
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.747947
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.961291
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.43839
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33673
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813875
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100102
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41297
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756255
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13516
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559775
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020891
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.282832
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.271516
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.293461
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.324996
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.406111
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.494243
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.65807
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.888114
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.43802
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03056
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80523
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090681
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402622
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744883
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127082
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.549884
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009856
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.172913
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.172236
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.193391
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.233649
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.312912
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.410541
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.571256
ã(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.817184
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05124
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73653
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796572
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081233
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392295
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733585
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118869
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539945
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998793
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.067319
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.076654
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.097057
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.145551
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.223045
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.329662
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.4874
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.748447
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83199
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45403
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17591
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787875
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07174
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381887
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726102
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1106
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529948
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987633
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.966761
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.984621
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.004311
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.060578
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.136388
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.251519
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.406404
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.681835
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74755
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29385
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88114
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77913
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062218
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37146
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718487
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102231
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519936
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.902077
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.878789
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.895995
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.915009
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.97862
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.052821
İ(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.176019
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.328176
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.617294
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66607
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20685
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78749
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2843
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770359
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05267
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363904
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71082
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093722
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509829
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.808001
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.794067
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.810652
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.829782
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.899573
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.972242
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.10308
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.262355
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.554782
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58759
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12304
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.651
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82739
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4336
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761593
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04307
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356868
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70309
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.085176
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499722
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.717579
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.712473
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.728469
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.754963
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.823341
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.894545
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.032625
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.205579
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.538154
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51199
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04237
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49174
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94259
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36889
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79241
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752779
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03526
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349764
ä(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695266
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076478
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489567
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.651133
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.633894
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.649329
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.682798
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.749826
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.826153
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.964581
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.150589
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.538425
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43921
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92001
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33794
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78058
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87708
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20336
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5443
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743957
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028701
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342592
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687357
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067756
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479404
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931325
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.793454
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.761871
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.73221
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.704442
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.762618
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.898871
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.097337
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.538776
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36923
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.80229
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.78072
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.76171
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.74524
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75716
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08334
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73578
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022101
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335315
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679357
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058913
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469184
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919946
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398933
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.926645
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36362
÷(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.886737
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.860267
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 8.83567
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.045788
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.539211
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.57888
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.66844
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.70752
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.68725
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.61498
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.47429
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.40365
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729679
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015396
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327975
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.671308
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04997
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45895
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90567
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376155
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901147
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.27151
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.18391
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.04077
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.026429
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.003169
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.49862
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.66933
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.76569
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.80788
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.78929
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.7198
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.58103
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.31186
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.0966
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723503
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00868
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320594
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663164
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041016
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448646
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88532
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353531
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875813
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.18011
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 10.08556
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.932966
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.227446
(428.24, 15.02, 245.61) (451.01, 7.51, 257.72) (3.44, 2.61, 3.44) Tools 9.203645
(428.24, 15.02, 245.61) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.58179
