¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(424.11, 14.92, 246.36) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.321876
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80292
½(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64761
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87329
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10935
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35645
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61522
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88649
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63664
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26563
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.47584
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.47507
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.4781
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.49015
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456799
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699063
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959176
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23982
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550585
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87653
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189722
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.530517
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902762
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353333
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813005
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23537
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73077
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34382
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8547
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55151
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59144
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82261
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05688
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30204
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5588
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82792
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23278
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09921
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.40271
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.40193
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.40495
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.41175
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45288
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694797
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957031
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240198
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545997
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86409
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176208
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515824
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886684
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323679
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.77892
À(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19822
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66749
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.273
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78946
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3103
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31459
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72857
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98272
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24929
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50538
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77243
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05247
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93899
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.32856
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.32779
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.33078
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.33755
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448997
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690622
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952489
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.237117
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546524
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851988
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16306
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501538
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871058
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.294454
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745831
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16211
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61769
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20371
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7263
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15435
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04362
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62317
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87323
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13544
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41066
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69968
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99799
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28977
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.25871
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.25794
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.26092
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.26766
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445216
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686549
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948052
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232302
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542353
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840418
¿(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150314
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487644
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.855906
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265676
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713586
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12694
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57922
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13591
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66512
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08853
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78412
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52161
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76774
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02581
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29658
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5809
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87976
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19408
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26835
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.19233
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.19529
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.20201
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44147
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682507
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943669
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227562
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537153
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831831
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139034
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474183
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841174
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243325
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682257
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09279
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54184
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06957
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60594
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02485
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53547
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42369
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66614
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9202
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18678
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4666
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76064
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06988
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43434
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.13087
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.13383
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.14051
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437855
·(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678562
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939409
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222899
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532079
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823572
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130102
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46332
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826935
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227684
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65179
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05963
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50557
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00472
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5487
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96328
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41127
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29975
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56825
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81857
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08109
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35664
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64612
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95044
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08947
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.07352
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.07646
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.08313
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43427
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674721
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935218
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218345
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527105
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81566
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121506
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.453981
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816658
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213692
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622235
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02745
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47036
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9565
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49337
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90379
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3471
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.032
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47405
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72075
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97941
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25088
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53596
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83565
º(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15098
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.02021
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.02314
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.02978
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430799
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670938
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931108
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213895
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52224
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808064
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113293
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44505
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806882
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203007
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605627
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.997808
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4362
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.919
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43991
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84634
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28518
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77573
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38336
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62662
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88162
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14917
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43011
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72531
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03586
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.97088
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.9738
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.98042
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427366
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667232
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927107
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209508
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51746
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800826
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105437
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436505
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797575
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192791
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59549
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.987543
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4143
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88266
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38829
(424.11, 14.92, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79086
