¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ò (416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.10767
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.763412
Ç (416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.763844
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.765595
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.768668
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.773062
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.778785
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.785842
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.79424
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.803987
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953887
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95767
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67955
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45305
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40111
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10588
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98215
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13982
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.782902
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.772681
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.763806
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.756271
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.750067
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.745188
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.741629
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.739388
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.738461
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.738848
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.740548
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.743566
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.747901
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.753561
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.760548
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.76887
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.778537
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01615
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97469
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78699
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51101
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46719
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07332
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10356
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27925
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.759589
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.749362
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.740478
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.732927
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.726704
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.721801
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.718215
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.715941
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.714977
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.715322
Æ (416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.716976
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.719944
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.724223
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.729822
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.736744
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.744996
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.754588
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11482
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99086
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91872
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56835
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53266
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04133
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20947
(416.59, 13.01, 329.08) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 21.38895
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.737707
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.727474
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.71858
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.711017
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.704776
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.699852
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.696239
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.693934
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.692936
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.693242
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.694854
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.697773
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.702
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.707542
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.714404
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.722591
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.732111
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21789
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0062
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04968
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6251
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5975
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00989
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13996
(416.59, 13.01, 329.08) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 20.14494
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.717234
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.706996
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.698094
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.690518
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.684261
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.679317
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.675679
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.673346
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.672316
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.672586
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.674158
Â (416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.677032
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.681211
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.686701
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.693505
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.701632
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.711087
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32038
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02067
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17973
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68121
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6616
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97905
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62954
(416.59, 13.01, 329.08) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.684
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.901614
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.68791
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.678998
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.67141
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.665138
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.660175
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.656516
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.654156
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.653096
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.653333
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.654866
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.6577
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.661835
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.667275
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.674027
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.682096
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.691491
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4385
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03429
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30877
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73667
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72498
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94877
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08381
(416.59, 13.01, 329.08) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.48847
(416.59, 13.01, 329.08) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.49301
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.287736
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.044995
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.819194
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.64739
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.642407
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.638728
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.636344
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.635257
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.635462
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.636962
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.639753
” (416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.70833
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.804925
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.905709
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.010911
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56979
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10863
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43648
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67651
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78764
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94862
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69628
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84584
(416.59, 13.01, 329.08) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 23.19559
(416.59, 13.01, 329.08) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 23.28066
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.459423
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.20998
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.97799
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.761748
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.775386
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.867911
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.964371
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.064977
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.169952
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.279533
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.393979
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69955
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21067
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56285
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57784
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84943
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95794
(416.59, 13.01, 329.08) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.39709
(416.59, 13.01, 329.08) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.46673
(416.59, 13.01, 329.08) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.54053
(416.59, 13.01, 329.08) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 23.93526
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.397913
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.355257
(416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.465631
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82753
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31121
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68761
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54184
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91045
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.968
(416.59, 13.01, 329.08) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.06827
(416.59, 13.01, 329.08) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.13424
(416.59, 13.01, 329.08) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.20426
(416.59, 13.01, 329.08) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.30242
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95346
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41018
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81062
È(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50606
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97055
(416.59, 13.01, 329.08) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.84078
(416.59, 13.01, 329.08) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.75395
(416.59, 13.01, 329.08) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.81649
(416.59, 13.01, 329.08) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.88297
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07704
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49482
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88568
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47056
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96842
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99061
(416.59, 13.01, 329.08) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.92761
(416.59, 13.01, 329.08) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.84372
(416.59, 13.01, 329.08) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.76406
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19799
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5198
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85341
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43534
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74966
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00307
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83714
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.70617
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31606
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53914
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82135
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40041
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5314
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01637
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9095
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25081
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35898
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55278
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78959
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36579
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31388
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03887
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98236
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68624
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37764
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56067
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75808
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33141
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09734
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10484
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05573
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27358
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39429
(416.59, 13.01, 329.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56276
