¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(432.58, 14.49, 325.66) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 13.47608
´(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.22829
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.571457
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.955084
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.381063
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.854039
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.384208
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.973536
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63301
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38825
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26155
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.28271
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.4925
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90268
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50772
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50991
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00292
(432.58, 14.49, 325.66) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 22.02986
(432.58, 14.49, 325.66) (440.94, 7.42, 287.91) (1.28, 0.85, 1.29) Fence 22.00265
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.624879
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.91255
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.22724
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.57053
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.954058
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.37978
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.852475
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.382714
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.970997
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63012
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38492
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25768
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27816
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48707
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.89317
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.51794
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.41658
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97882
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.624271
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911885
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.226097
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.569479
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.952889
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.378348
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.850755
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.381035
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.968326
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62708
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38141
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25361
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27338
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48136
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88355
œ(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.50578
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.39858
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.7515
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.61772
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.623568
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911115
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.224855
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.568302
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.951587
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.376767
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.848881
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.379169
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.965526
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62388
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37774
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24934
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26835
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.47537
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.8738
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.49271
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.38069
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.72898
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.58643
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.622773
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.910244
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.223519
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.567
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.950141
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.375042
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.846852
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.37712
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.962592
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62054
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37389
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24487
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2631
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46911
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86394
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.47827
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.36292
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.70661
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.55574
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.621882
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909272
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.222088
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.565573
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.948561
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.373165
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.844668
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.374882
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.95953
¢(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61705
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36988
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24021
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25761
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46256
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.85395
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.46392
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.34528
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.68439
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.52567
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620901
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.908198
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.220563
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.564027
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.946845
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.371143
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.842331
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.372465
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.956338
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61341
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3657
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23534
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2519
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45575
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.84386
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.44964
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.32775
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.66234
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.49619
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.619827
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.907023
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.218946
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.562355
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.944994
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.368977
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.839845
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.369864
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.953021
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60963
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36135
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23029
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24595
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44866
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.83365
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.43544
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.31035
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.64045
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.46733
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618661
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.905746
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.217231
 (432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.560562
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.943005
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.366663
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.837204
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.367079
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.949573
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6057
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35683
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22504
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23978
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.4413
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82333
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.42133
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.29308
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.61873
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.43909
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.617402
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.904369
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.215424
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.558646
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.940882
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.364203
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.834413
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.364115
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.946001
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60163
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35215
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2196
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23339
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.43367
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.81291
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.40731
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.27595
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.59719
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.41058
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.616051
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.902892
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.213523
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.556609
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.938612
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.361601
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.83147
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.360968
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.942304
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59742
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34731
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21397
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22677
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.42579
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.80237
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.39337
 (432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.25895
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.57581
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.38181
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.61461
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.901245
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.211531
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.554451
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.936147
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.358855
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.828382
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.357643
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.938482
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59306
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3423
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20815
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21993
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41763
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79172
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37953
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.24209
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.55461
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.35358
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.613077
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.899345
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209447
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.552174
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.933554
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.355968
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.825144
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.354138
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.934534
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58856
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33713
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20215
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21287
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40922
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.78098
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.36578
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.22537
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.5336
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.32587
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611454
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.897363
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.207271
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.549777
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.930833
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.352938
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.821756
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.35046
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.930469
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58393
›(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3318
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19596
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2056
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40055
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77015
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.35212
