¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ï(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.2223
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.882147
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.100929
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337903
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595035
Ç(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867049
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163956
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49066
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860379
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270169
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698069
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151314
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684048
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35371
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55127
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37448
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89885
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.93232
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.76746
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.23414
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.05431
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.10696
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.08429
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.065
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.04908
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.0365
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.02726
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.02135
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.01875
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.883959
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.102903
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340082
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597143
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869358
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.166472
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497088
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867434
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277993
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705055
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159082
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719382
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41593
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54397
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35371
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87624
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45285
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84783
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.6665
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.07071
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.08992
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.06728
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.04802
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.03212
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.01957
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.01034
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.00444
¼(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.00186
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88587
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104991
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342306
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599348
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87179
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169111
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50358
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874652
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712379
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167186
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.755147
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48107
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52054
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33427
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8551
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61106
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07106
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90193
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31026
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.92181
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.07918
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.05428
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.03371
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.01748
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.00555
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.99793
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.99459
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.887853
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107137
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344662
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601713
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874346
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173314
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510224
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882008
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294166
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720013
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191762
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791331
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5463
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49757
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31618
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83539
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77351
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14991
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84675
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21141
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7484
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14869
¸(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889908
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.109341
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347037
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604208
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877028
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179469
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517026
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889476
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302495
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727995
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2239
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.827896
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61156
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.475
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29944
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8172
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9404
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10178
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79404
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11474
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69853
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18019
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.892039
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.111633
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349518
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606779
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879868
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185719
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523901
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897121
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310962
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736267
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256353
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86486
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6768
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45289
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28407
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91364
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11186
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05584
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74372
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01302
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76857
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21376
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.94101
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.9215
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.9061
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.89479
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.88049
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.894216
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.114017
Ã(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352109
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60951
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883742
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192098
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530943
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904886
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319603
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749184
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289167
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902275
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6936
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43123
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27001
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06072
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30439
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01205
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69578
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82027
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90014
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26823
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.87993
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.896498
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116434
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354752
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612321
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889649
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198579
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538066
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912778
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328391
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778491
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32233
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940044
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67502
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40996
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25616
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21156
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34989
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9704
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65014
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63028
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05109
(416.50, 14.64, 247.51) (376.61, 7.54, 244.82) (1.36, 1.29, 1.33) Tools 23.56043
(416.50, 14.64, 247.51) (376.61, 7.54, 244.82) (1.36, 1.29, 1.33) Tools 23.53381
(416.50, 14.64, 247.51) (376.61, 7.54, 244.82) (1.36, 1.29, 1.33) Tools 23.51182
(416.50, 14.64, 247.51) (376.61, 7.54, 244.82) (1.36, 1.29, 1.33) Tools 23.49446
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.89052
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.898773
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.118945
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357477
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615267
Ë(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895689
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205196
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545362
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920828
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337334
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808084
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.355803
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.978217
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65836
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39544
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24697
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29646
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34789
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97203
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65612
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92636
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27474
(416.50, 14.64, 247.51) (376.61, 7.54, 244.82) (1.36, 1.29, 1.33) Tools 23.57404
(416.50, 14.64, 247.51) (376.61, 7.54, 244.82) (1.36, 1.29, 1.33) Tools 23.5474
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.30168
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.28525
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.27319
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.89812
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.901183
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121549
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360256
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618515
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901833
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211921
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552746
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928983
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346403
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827187
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37362
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994267
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66641
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40465
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26693
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32001
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36494
(416.50, 14.64, 247.51) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 14.71698
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67651
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91641
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.01483
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.987
