¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.113496
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481514
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912407
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390069
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.899815
ú(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42657
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01481
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67579
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31827
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84172
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24171
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67014
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1301
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59522
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0476
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53208
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97977
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36366
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76976
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67706
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.985613
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204226
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837296
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105135
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400216
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722009
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073479
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460193
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887668
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.362514
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.89035
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41605
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00302
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66251
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27157
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88328
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29834
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73062
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19482
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63125
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08593
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57297
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09445
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48398
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83514
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974808
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192559
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823143
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09209
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384566
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703788
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053478
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438138
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863234
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335312
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862575
ı(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40599
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99181
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6499
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22634
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83331
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35733
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79362
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24209
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66977
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12698
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61669
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14248
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98552
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38069
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.964129
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181032
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809238
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076945
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368093
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68579
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033745
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416382
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839151
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308522
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83259
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39646
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98113
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63649
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18254
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78498
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41869
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85915
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28077
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71084
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17066
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67652
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24307
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19648
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62801
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95358
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549524
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795466
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062012
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351838
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668027
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014227
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394951
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815407
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282117
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.803014
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38745
…(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97104
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59789
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14014
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73822
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40103
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91648
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32184
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78086
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27771
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81233
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4506
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41562
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.943158
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536966
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781881
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047289
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335792
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650507
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995057
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37379
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792006
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256095
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773911
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35524
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96147
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56056
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09917
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69299
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35087
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99388
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43304
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90364
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40906
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95323
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68909
(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64334
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948498
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250856
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578897
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935863
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303422
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659533
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12001
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72124
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50634
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68991
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.81855
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45591
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971718
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.275974
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606148
†(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.965584
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325899
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701059
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2507
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86858
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05789
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89131
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02365
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50563
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985985
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301305
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633705
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995627
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348857
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.820448
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38459
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01981
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97802
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09728
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09727
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59653
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996396
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314579
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660961
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025925
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42553
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942557
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52182
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6909
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24608
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25863
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16533
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74097
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006837
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325935
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.673282
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052749
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537336
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06758
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66242
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1614
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44085
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31504
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30105
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80993
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017294
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337317
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685693
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112348
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641702
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19544
…(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80655
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61262
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53767
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37326
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.43851
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.87993
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027775
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348714
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69817
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173008
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709965
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3158
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95431
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95638
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61533
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43335
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52913
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.99338
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038295
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360159
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748559
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234079
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.778712
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39376
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33407
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60766
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72983
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54088
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.59312
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048881
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371631
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803426
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29556
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84798
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47237
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46284
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26357
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84709
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61567
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70528
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059438
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411912
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858637
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357373
