¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­ (417.60, 13.24, 328.03) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.832909
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96721
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20869
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51622
å(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26243
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.282246
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.256646
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.266161
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.286817
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26235
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82298
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00241
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61189
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39796
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.433614
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.452785
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.473701
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.49638
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.609686
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43723
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7998
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71701
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54637
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.649052
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.670321
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.693398
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.718301
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.745058
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33759
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60083
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81912
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69077
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.877254
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.900839
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.926293
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.953644
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.98292
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24081
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51874
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91818
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83097
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.119333
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.145469
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.17355
(417.60, 13.24, 328.03) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.203601
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8866
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14675
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42035
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98024
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.96678
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19609
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5098
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27956
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55519
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79918
Ó(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05542
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3248
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76688
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.84399
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.80807
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.7769
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.75043
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.72865
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.71152
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.69903
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.69117
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.68793
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.68931
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.70101
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.71164
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.7269
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13799
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44778
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77925
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41172
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70578
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9667
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23205
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51116
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90961
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.63447
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.60322
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.57664
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.55471
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.53741
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.52471
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.51661
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.5131
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.51417
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.52548
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.53573
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.55058
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.1926
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08095
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38688
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71416
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22347
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54382
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84614
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14198
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41691
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99299
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.4678
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.43648
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.4098
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.38774
Ò(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.37027
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.35738
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.34905
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.34528
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.34606
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.357
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.36689
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.38135
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.4004
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02493
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32716
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65029
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01158
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3868
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68108
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.992
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32118
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61058
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81846
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.27647
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.2497
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.22752
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.20989
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.19682
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.18827
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.18426
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.18476
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.19535
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.2049
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.21899
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.59661
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.969965
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26852
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58765
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92948
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16906
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52137
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82377
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14373
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48278
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94567
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.123
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.09614
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.07384
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.05608
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.04283
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.03408
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.02983
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.03007
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.04034
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.04956
Ğ(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.06329
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915969
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21101
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52622
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86371
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95952
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33203
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66102
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97218
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30172
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65118
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70973
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.94893
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.92653
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.90863
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.89522
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.88629
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.88182
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.88181
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.89176
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.90068
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.91407
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.863852
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15459
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.466
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79929
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7578
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11682
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50091
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80634
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12679
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46638
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02135
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.80791
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.78541
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.76739
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.75382
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.74471
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.74003
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.73978
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.74944
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.75807
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.77115
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.78869
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825662
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10164
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40689
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73609
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08902
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90972
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27982
Ê(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64594
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95773
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28794
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6961
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68286
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.65031
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.63217
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.61847
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.60918
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.60431
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.60384
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.61321
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.62157
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.63434
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.65155
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.78825
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06192
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35342
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67419
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02271
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7104
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06719
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4489
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79429
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1156
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4561
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17627
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40923
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.50283
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.48899
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.47954
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.47448
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.47381
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.48292
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.49101
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.5035
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749394
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02303
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31204
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62033
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95778
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51848
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86269
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23057
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62454
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94904
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28032
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83908
(417.60, 13.24, 328.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85044
