¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ã (392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46068
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35348
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09921
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95662
® (392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90602
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97354
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67016
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4907
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.16342
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.13851
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.11682
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.09831
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.08298
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.8888
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 14.9493
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 14.94323
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 14.94008
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.81369
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.8167
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.82299
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536368
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807368
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103239
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427496
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784378
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179318
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622435
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118137
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.685307
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34838
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08862
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9414
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87755
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90327
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59257
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36672
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.5947
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.56918
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.54696
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.52802
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.51234
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.71179
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.96881
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.96193
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.95837
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.95811
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.96116
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.96751
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532765
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803454
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098914
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422777
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77917
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177254
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.620138
° (392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115557
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680713
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34312
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07794
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92595
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84931
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83488
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51702
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45385
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.05304
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.02688
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.0041
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.98469
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 16.96864
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.81894
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.11915
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.11223
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.10864
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.10839
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.11148
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.11791
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529153
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799474
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094617
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418013
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777207
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175138
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617745
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112885
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675897
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33761
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06714
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91028
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82121
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76817
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5027
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.97024
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.54093
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.51408
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.49072
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.47082
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.45437
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.77018
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.76039
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.2686
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.265
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.26476
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.26789
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525466
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795479
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090218
† (392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415826
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775207
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172912
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615264
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110096
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670884
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33187
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05626
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89437
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79329
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74343
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49464
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93185
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 18.4281
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 18.03361
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 18.00962
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.9892
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.97234
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 18.29759
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 18.28758
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 18.80107
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521773
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791415
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087786
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413971
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773186
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170622
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612739
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10726
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665721
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32592
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04527
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87827
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76552
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73721
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4877
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7982
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 19.03952
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 18.24735
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 18.2214
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 18.54302
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 18.5257
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 18.82914
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 18.81891
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 18.83854
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518003
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788771
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086042
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411998
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771015
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168258
 (392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610077
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104278
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.660687
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31978
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0342
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86199
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77677
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73143
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48184
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74394
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 19.64796
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 18.13478
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 18.10898
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 19.13585
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 19.11806
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 19.10404
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 19.42083
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 19.4386
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515163
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787111
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084216
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410015
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768821
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165819
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60735
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.101244
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657234
(392.98, 14.71, 307.57) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.930196
(392.98, 14.71, 307.57) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.54132
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83847
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79224
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71585
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47704
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70019
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01785
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 18.02708
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 18.00143
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 20.03947
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 20.15268
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 20.13798
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 20.12724
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 20.12042
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513595
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78542
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082344
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407957
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766556
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163339
(392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.53146
(392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.665552
(392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.805672
¢ (392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.952168
(392.98, 14.71, 307.57) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.900082
(392.98, 14.71, 307.57) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.87235
(392.98, 14.71, 307.57) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.846685
(392.98, 14.71, 307.57) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.823067
(392.98, 14.71, 307.57) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.942346
(392.98, 14.71, 307.57) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 10.80963
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08094
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.92413
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.89862
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 20.91949
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 20.84977
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 20.63515
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 20.62195
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 20.61279
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.511977
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783653
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080452
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405849
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764209
(392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.956722
(392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.9263
(392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.985373
(392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.101955
(392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.223619
(392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.350649
(392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.483344
(392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.622031
(392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 8.767063
(392.98, 14.71, 307.57) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 9.803094
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.91845
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.14335
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.96492
(392.98, 14.71, 307.57) (426.17, 13.84, 302.21) (8.74, 12.73, 18.68) Truck 17.94147
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510319
(392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78185
(392.98, 14.71, 307.57) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.867741
(392.98, 14.71, 307.57) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.887686
(392.98, 14.71, 307.57) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.909096
(392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.971291
(392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.940814
(392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.912105
(392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.885135
(392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.859875
(392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.836299
(392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.823742
(392.98, 14.71, 307.57) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 7.95803
