¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ú(353.80, 7.03, 355.89) (345.45, 1.07, 372.91) (0.81, 2.16, 0.81) Human 5.260485
(353.80, 7.03, 355.89) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 13.18213
(353.80, 7.03, 355.89) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 13.17267
™(353.80, 7.03, 355.89) (354.46, 0.82, 382.94) (0.81, 1.64, 0.92) Tools 18.65169
(353.80, 7.03, 355.89) (354.46, 0.82, 382.94) (0.81, 1.64, 0.92) Tools 18.86132
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.424612
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.606676
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.802626
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.013963
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242511
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490469
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760272
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049119
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363702
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709229
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069602
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350985
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65441
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982507
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34115
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737858
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17178
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6484
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27965
(353.80, 7.03, 355.89) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 14.29547
(353.80, 7.03, 355.89) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 14.26138
(353.80, 7.03, 355.89) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 14.29966
(353.80, 7.03, 355.89) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 15.49262
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8824
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.421795
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.603702
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.799417
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.010482
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238772
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486434
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755869
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046259
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360531
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705772
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026164
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.304317
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.604181
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928328
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279701
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669962
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09759
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56701
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61174
(353.80, 7.03, 355.89) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.87003
(353.80, 7.03, 355.89) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.8375
(353.80, 7.03, 355.89) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 13.98347
(353.80, 7.03, 355.89) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 15.45922
(353.80, 7.03, 355.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93336
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630745
°(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902367
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260218
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.402003
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.517092
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.981908
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.512779
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.121204
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.825356
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64873
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61082
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76675
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33877
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21411
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26192
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2225
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65769
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920321
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257492
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.372339
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.517306
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980662
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.509655
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.117601
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.821162
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64463
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60838
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7638
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34023
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21598
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20475
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37804
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684867
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949813
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254514
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.344311
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.517178
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980566
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.506471
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.11348
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.816362
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63897
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60514
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75987
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33819
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21531
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08551
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.527
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712291
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979617
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270582
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.319936
À(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.516713
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.980062
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.505921
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.108836
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.810957
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6326
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60109
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75496
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32292
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10215
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94581
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46558
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739924
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009632
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303343
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.300111
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.515905
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.97915
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.504931
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.106703
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.804947
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62552
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59622
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74906
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30624
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98962
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80796
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31548
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.9089
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.88605
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.86809
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.855
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.84676
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.84337
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.84482
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.85112
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.86227
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.87829
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.89918
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.88878
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76778
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039937
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.29669
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.28143
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.514757
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.977851
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.503505
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.105062
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.800264
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61774
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58915
ğ(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74218
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28824
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87783
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6719
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19066
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.74198
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.71916
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.7012
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.68807
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.67977
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.67628
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.6776
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.68373
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.69469
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.71047
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.7311
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.72064
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795859
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038061
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274881
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.263879
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.51327
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976168
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.501618
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.102916
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.79777
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60971
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57901
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7292
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26891
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81231
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53762
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36042
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.58201
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.55923
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.54126
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.5281
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.51974
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.51615
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.51735
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.52332
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.53408
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.54965
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.57002
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.55952
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796468
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025126
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254583
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.247449
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.511444
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.974103
÷(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.499264
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.100269
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.794693
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60609
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56804
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71255
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24825
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76455
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.71227
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53156
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.4288
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.40604
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.38808
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.37489
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.36646
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.36279
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.36386
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.36969
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.38028
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.39563
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.41576
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.40521
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784643
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012437
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.235783
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.232125
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.509282
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.971655
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.496472
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.097122
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.791034
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60179
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56139
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69484
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22628
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71677
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91305
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45267
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.28216
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.25943
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.24147
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.22825
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.21977
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.21601
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.21698
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.22266
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.23308
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.24823
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.26814
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.25754
(353.40, 7.05, 356.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773037
