¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è(329.89, 7.28, 367.03) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 5.801635
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 5.821138
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.59537
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.782307
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.983371
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.199986
ã(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.171599
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.144665
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.119152
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.095033
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.072283
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.050878
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.030794
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.012012
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.981968
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.965765
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.950806
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.937076
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.924562
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.913251
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.903132
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.894195
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.88643
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.879832
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.874391
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.882412
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.879268
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.877273
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.876422
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.876719
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.590699
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.777411
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.978089
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.194489
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.232675
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.205458
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.179677
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.155303
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.132313
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.11068
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.090383
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.0714
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.025048
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.024665
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.009544
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.995664
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.983012
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.971576
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.961342
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.952303
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.944448
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.937768
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.93226
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.940347
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.937157
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.935127
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.934255
Ù(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.934541
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.584852
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.772666
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.973019
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189008
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.296216
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.268704
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.242643
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.218005
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.194763
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.172894
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.152374
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.133182
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.086343
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.08594
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.07065
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.056614
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.043818
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.03225
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.021898
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.012751
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.004801
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.99804
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.992461
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.000614
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.997376
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.995311
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.994416
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 5.994689
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.579192
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.76811
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968094
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183699
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.362326
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.334508
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.308156
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.283241
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.259738
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.237623
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.216871
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.19746
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.179371
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.149691
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.134224
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.120025
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.107079
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.095374
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.084897
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.075639
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.06759
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.060742
Ö(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.055089
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.063312
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.060026
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.057923
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.057003
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.057263
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.573693
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.762178
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.963393
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178634
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41129
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.402975
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.376319
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.351118
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.327344
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.304971
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.283977
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.264339
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.246037
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.229054
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.21337
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.19897
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.185841
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.173967
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.163339
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.153944
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.145775
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.138823
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.13308
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.128542
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.125204
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.123062
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.122115
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.122362
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.568302
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.75642
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.958858
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.173753
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405996
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.47422
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.447248
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.421747
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.397689
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.375049
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.353803
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.333928
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.315405
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.298214
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.282338
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.267761
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.254467
Ö(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.242445
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.231681
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.222165
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.213887
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.20684
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.201016
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.196411
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.193018
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.190836
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.189861
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.190094
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.563084
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750839
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.952836
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16907
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400941
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.548368
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.521066
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.495253
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.4709
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.44798
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.426471
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.406349
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.387596
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.370189
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.354113
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.33935
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.325886
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.313707
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.302801
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.293159
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.284768
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.277622
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.271714
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.267038
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.263587
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.261363
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.260359
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.260576
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.558042
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.745386
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.946982
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164492
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396129
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.625547
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.597901
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.571762
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.547101
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.523891
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.502108
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.481729
Ñ(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.462734
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.445103
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.428817
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.413861
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.400218
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.387877
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.376824
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.367048
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.35854
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.351291
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.345294
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.340544
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.337034
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.334764
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.333729
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.333929
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.55312
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.740115
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.941326
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158391
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39151
(329.89, 7.28, 367.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642038
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.677894
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.651415
(329.89, 7.28, 367.03) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 6.626432
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.602919
(329.89, 7.28, 367.03) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 6.58085
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.560202
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.540955
(329.89, 7.28, 367.03) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 6.52309
(329.89, 7.28, 367.03) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 6.506586
(329.89, 7.28, 367.03) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 6.491426
(329.89, 7.28, 367.03) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 6.477599
(329.89, 7.28, 367.03) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 6.465088
(329.89, 7.28, 367.03) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 6.453881
(329.89, 7.28, 367.03) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 6.443966
(329.89, 7.28, 367.03) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 6.435335
(329.89, 7.28, 367.03) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 6.427978
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.421889
(329.89, 7.28, 367.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 6.41706
(329.89, 7.28, 367.03) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 6.413489
(329.89, 7.28, 367.03) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 6.41117
