¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
«(342.23, 7.25, 370.13) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.71204
(342.23, 7.25, 370.13) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.09755
(342.23, 7.25, 370.13) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.08143
(342.23, 7.25, 370.13) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.06788
(342.23, 7.25, 370.13) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.05691
(342.23, 7.25, 370.13) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.0485
(342.23, 7.25, 370.13) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.04263
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.950283
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.110305
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.282096
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.466904
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.666285
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88194
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.115923
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.370558
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648702
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.953653
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28937
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660779
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073668
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535374
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.054963
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643967
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31702
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0934
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9987
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9858
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1653
(342.23, 7.25, 370.13) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.17187
(342.23, 7.25, 370.13) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.15303
(342.23, 7.25, 370.13) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.13679
(342.23, 7.25, 370.13) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.12315
(342.23, 7.25, 370.13) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.11208
(342.23, 7.25, 370.13) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.1036
(342.23, 7.25, 370.13) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.09767
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.941032
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.10039
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.27143
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.455452
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.653921
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.868572
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.101414
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354769
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631424
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934708
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268482
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637623
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047915
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.506542
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.022463
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.607014
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27468
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04434
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94125
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93091
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.8419
²(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.78444
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.72995
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.67839
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.6297
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.58382
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.56537
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.55964
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.931952
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.09067
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.261003
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.444257
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.641854
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.85551
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.087239
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339336
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614562
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916174
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248111
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615068
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02279
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478414
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990749
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570964
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23335
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9966
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88531
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.64586
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.58848
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.53406
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.48253
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.43383
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.38792
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.34475
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.30426
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.26643
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.9231
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.081193
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.250808
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.433288
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.630026
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.84272
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.073364
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324219
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598077
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898107
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228179
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592998
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998277
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450949
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959775
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535833
À(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19312
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95006
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83093
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.13262
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.07927
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.02873
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.98094
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.93584
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.89338
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.85353
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.81625
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.78148
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.914401
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.071883
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.240858
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.422555
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.618483
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830212
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.059791
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309479
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581953
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880422
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208721
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571464
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974298
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424135
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929607
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501566
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15393
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90481
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.71415
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.66165
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.61188
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.57617
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.55944
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.545
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.53285
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.52296
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.51534
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.50996
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.905938
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.062805
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.231122
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.41209
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.607164
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.817998
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046547
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295064
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566232
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863191
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189747
¶(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550503
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95097
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397994
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900209
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468217
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11579
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86073
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72653
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72856
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.90694
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.88569
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.86701
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.85089
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.83731
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.82625
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.81771
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.81168
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.897629
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.05392
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.221612
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.401851
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.596148
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.80608
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033636
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281013
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.550864
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846361
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171217
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530001
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928175
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372557
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871574
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43573
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07867
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81784
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67651
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68217
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.97879
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.95736
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.93853
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.92226
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.90855
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.89738
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.88874
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.88262
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.889538
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.045268
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.212313
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.391885
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.585395
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.794479
·(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021014
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267315
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535894
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829968
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153167
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510055
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905989
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347773
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843657
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404096
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04251
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77616
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62785
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60253
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.05401
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.0324
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.0134
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.99698
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.98313
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.97183
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.96309
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.95687
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.881628
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.036798
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.203228
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.382118
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57487
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.783101
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.008699
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253911
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521313
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813962
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135585
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490582
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884404
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323611
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816483
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373335
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00737
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73564
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58064
(342.23, 7.25, 370.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51703
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.13269
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.11089
(342.23, 7.25, 370.13) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.09171
