¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ä(436.37, 13.85, 287.31) (431.65, 9.71, 249.74) (8.45, 2.89, 4.28) Truck 21.9499
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910463
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286739
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702354
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163744
Ï(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664714
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21132
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82135
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51128
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27752
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14232
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15978
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69168
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86881
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78303
(436.37, 13.85, 287.31) (431.65, 9.71, 249.74) (8.45, 2.89, 4.28) Truck 24.44575
(436.37, 13.85, 287.31) (431.65, 9.71, 249.74) (8.45, 2.89, 4.28) Truck 24.415
(436.37, 13.85, 287.31) (431.65, 9.71, 249.74) (8.45, 2.89, 4.28) Truck 24.25988
(436.37, 13.85, 287.31) (431.65, 9.71, 249.74) (8.45, 2.89, 4.28) Truck 24.26815
(436.37, 13.85, 287.31) (431.65, 9.71, 249.74) (8.45, 2.89, 4.28) Truck 24.28116
(436.37, 13.85, 287.31) (431.65, 9.71, 249.74) (8.45, 2.89, 4.28) Truck 24.29892
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181408
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415356
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669073
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945108
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246421
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570744
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913142
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289669
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705613
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167399
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625717
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19952
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8104
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49881
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26771
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1276
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09811
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66341
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82411
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75766
(436.37, 13.85, 287.31) (431.65, 9.71, 249.74) (8.45, 2.89, 4.28) Truck 24.76556
(436.37, 13.85, 287.31) (431.65, 9.71, 249.74) (8.45, 2.89, 4.28) Truck 24.73343
(436.37, 13.85, 287.31) (431.65, 9.71, 249.74) (8.45, 2.89, 4.28) Truck 24.57642
(436.37, 13.85, 287.31) (431.65, 9.71, 249.74) (8.45, 2.89, 4.28) Truck 24.58494
(436.37, 13.85, 287.31) (431.65, 9.71, 249.74) (8.45, 2.89, 4.28) Truck 24.59826
(436.37, 13.85, 287.31) (431.65, 9.71, 249.74) (8.45, 2.89, 4.28) Truck 24.61639
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180976
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41492
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66858
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944554
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245809
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573332
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915991
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292803
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709066
¿(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159029
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.599245
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14982
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79929
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48689
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25853
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11002
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07782
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57879
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77938
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67693
(436.37, 13.85, 287.31) (431.65, 9.71, 249.74) (8.45, 2.89, 4.28) Truck 24.90624
(436.37, 13.85, 287.31) (431.65, 9.71, 249.74) (8.45, 2.89, 4.28) Truck 24.91502
(436.37, 13.85, 287.31) (431.65, 9.71, 249.74) (8.45, 2.89, 4.28) Truck 24.92867
(436.37, 13.85, 287.31) (431.65, 9.71, 249.74) (8.45, 2.89, 4.28) Truck 24.9472
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180635
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414516
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668156
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944099
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245288
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575368
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918985
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296123
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712747
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13554
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573389
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10089
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74374
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47548
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25002
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0933
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0585
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49542
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72721
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57817
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180314
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414171
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66779
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943677
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244846
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574907
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922184
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299623
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716651
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112646
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.548155
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05271
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6891
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41387
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24045
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07739
¸(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04011
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41325
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51847
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4783
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180069
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413885
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667485
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943363
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.24448
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574482
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925533
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303358
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696363
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090298
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523549
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00527
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63533
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35245
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10805
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05891
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02269
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3323
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31389
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37737
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179876
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413664
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667241
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943073
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244224
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574199
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929075
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30722
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67646
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068468
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499538
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.975637
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58248
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29208
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99235
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79243
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98648
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25253
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11567
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30028
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179728
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413509
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667056
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942907
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244028
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573969
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.932763
µ(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300734
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657059
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047186
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476087
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.949738
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53047
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23276
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87975
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53688
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68104
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1358
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01664
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26571
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179605
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413404
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666946
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942797
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243893
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573821
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936638
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283369
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638148
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026479
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453286
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.92453
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4793
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17442
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77023
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40867
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3891
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69591
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91926
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22958
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179588
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413364
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66692
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942735
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243832
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573766
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9368
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266492
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619719
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006296
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43109
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.899981
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42901
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09999
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66359
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29003
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10984
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36185
¹(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22334
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19198
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179615
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413421
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666951
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942769
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243861
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573826
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923576
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258274
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60665
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987568
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.409473
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876097
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39356
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00621
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55986
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17464
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86117
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04338
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48833
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15292
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179668
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413491
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667029
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942834
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243964
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573924
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.908687
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251356
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599101
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979285
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396598
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856537
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36776
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91486
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4589
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0625
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73584
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73938
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07164
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11237
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179797
(436.37, 13.85, 287.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413617
