¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(354.88, 7.08, 355.16) (329.51, 1.39, 364.73) (0.81, 2.16, 0.81) Human 13.87237
Ä(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331436
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591917
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962202
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.992548
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.346731
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.930839
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.60486
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39112
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31999
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43388
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99584
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.846
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83906
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79848
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649359
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858678
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083056
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32404
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583563
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.948353
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.015305
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.330178
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.911821
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.582798
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36522
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28917
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39724
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9398
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76789
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81314
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79764
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642818
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851658
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075512
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31598
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57536
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934657
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.039387
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.313384
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.892539
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.560432
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33898
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25796
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36104
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87575
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69878
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78623
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79626
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636487
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844918
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068316
º(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308231
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5692
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920732
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.071608
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.296366
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.873
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.537779
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31241
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22655
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32437
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66313
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62866
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75831
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76463
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630448
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838451
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061354
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300735
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563314
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906628
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.108764
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.279121
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.85321
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.514841
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28552
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19583
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28726
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61742
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55767
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72938
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65787
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624634
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832227
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054706
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293598
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557729
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892331
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.147833
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.261663
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.83318
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.491633
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25832
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16474
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24972
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57122
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4858
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69949
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60971
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28065
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619047
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826295
À(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048338
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287714
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552465
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877836
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.188865
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.243995
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.812917
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.468162
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23167
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13329
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21177
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52454
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41315
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64842
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60743
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23978
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613742
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820599
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04225
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283087
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547436
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863158
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.231902
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.260272
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.792425
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.444437
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20488
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10149
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17343
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47741
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33973
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55374
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60656
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20107
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608678
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815216
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036464
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278726
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.542751
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84829
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.276993
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.293511
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.771715
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.420864
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17781
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06936
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13471
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.42985
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26558
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45917
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60704
Ç(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.1646
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603862
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810034
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030946
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274632
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538355
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833273
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302987
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.328269
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.750797
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.397492
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15045
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03692
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09361
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37532
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1907
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36468
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60891
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13023
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599312
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805158
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026494
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270788
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534206
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819052
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285838
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.364573
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.729706
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.37388
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12166
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00001
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04786
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32129
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1152
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27037
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61217
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09799
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594997
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800562
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023185
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267265
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530394
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814896
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268507
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.402454
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.708457
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.347279
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08937
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96177
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00188
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26948
Ğ(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03912
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17628
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55078
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01762
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590915
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796208
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020164
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263985
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52686
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811065
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251041
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.455012
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.6844
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.319476
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05688
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92333
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95569
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21735
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96245
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08236
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36123
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93598
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587092
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792121
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017375
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260995
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523654
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807589
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233398
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.511725
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.660188
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.291511
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02423
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8847
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90931
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16492
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88531
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98869
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16306
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85707
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583527
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788498
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014843
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258239
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520681
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804375
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215583
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.570863
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.635838
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.263391
(354.88, 7.08, 355.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.991403
