¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ê(333.01, 7.41, 370.53) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 7.514063
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.816833
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.796507
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.777801
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.760694
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.734377
Ã(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.720435
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.708045
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.697194
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.687868
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.680061
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.673765
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.668972
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.676373
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.674575
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.674273
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.675466
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.262239
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.443856
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.639627
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851133
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080358
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.300085
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533372
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785953
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060266
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396127
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900561
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.877311
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.855235
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.834805
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.816002
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.798804
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.758659
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.74467
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.732236
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.721343
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.711985
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.728513
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.722171
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.717344
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.714025
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.712211
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.711901
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.713096
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.237163
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.416883
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.610529
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.819688
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046285
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275126
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506419
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756793
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028606
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413577
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920484
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.917763
Ç(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.895567
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.875027
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.856122
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.838831
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.823138
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.809026
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.796484
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.785495
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.776052
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.768145
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.761765
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.756907
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.753565
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.751736
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.75142
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.752614
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.212451
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.390314
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.581892
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788743
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.012774
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25068
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480042
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728227
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997586
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431031
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940495
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.960193
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.937874
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.917218
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.898204
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.880815
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.86503
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.850838
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.838222
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.827169
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.81767
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.809715
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.803295
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.798405
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.79504
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.793196
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.792872
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.794067
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.188087
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.364135
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.553687
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.758299
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.979783
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220202
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454202
Ç(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70026
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999668
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448493
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960506
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.004656
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.982204
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.961426
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.9423
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.924808
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.908929
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.894652
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.881958
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.870838
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.86128
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.853274
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.846812
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.841889
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.838499
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.836639
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.836307
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.837503
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.164064
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.338353
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.525936
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728322
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.947304
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18498
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428873
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672915
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01506
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466002
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980563
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 8.051197
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.028608
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 8.007703
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.988458
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.970858
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.95488
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.940513
(333.01, 7.41, 370.53) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 7.927741
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.916549
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.906928
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.898869
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.892364
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.887404
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.883988
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.882111
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.881771
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.882967
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.140344
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.312975
Á(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.498582
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.698832
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.91538
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.150302
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40413
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64614
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030477
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48353
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000646
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.099874
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.077141
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.056101
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.036735
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.019019
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.00294
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.988479
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.975621
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.964356
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.954671
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.946557
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.940005
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.93501
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.931565
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.929671
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.929322
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.930519
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.114719
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.286058
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.470336
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.669107
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.883975
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116225
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368826
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644042
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045897
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.501059
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020761
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.150745
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.127862
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.106685
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.087189
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.069354
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.053166
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.038607
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.025662
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.014318
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.004564
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.996393
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.989793
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.98476
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.981288
Â(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.979373
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.979015
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.980212
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.089511
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.25899
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.441224
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.637659
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.850042
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080302
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330671
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651052
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061337
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.518628
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040863
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.203873
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.180834
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.159509
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.139877
(333.01, 7.41, 370.53) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 8.112846
(333.01, 7.41, 370.53) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 8.084425
(333.01, 7.41, 370.53) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 8.063221
(333.01, 7.41, 370.53) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 8.050227
(333.01, 7.41, 370.53) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 8.038842
(333.01, 7.41, 370.53) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 8.029052
(333.01, 7.41, 370.53) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 8.020846
(333.01, 7.41, 370.53) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 8.014219
(333.01, 7.41, 370.53) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 8.009163
(333.01, 7.41, 370.53) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 8.005672
(333.01, 7.41, 370.53) (324.60, 1.25, 348.44) (1.48, 2.50, 0.50) Cabin 7.945005
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.03091
(333.01, 7.41, 370.53) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.032108
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.064646
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.232311
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.412563
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.606808
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.816647
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044063
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291265
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623859
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039371
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512051
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054504
