¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588234
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716024
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280234
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.943053
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7268
‚(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64717
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.743
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06946
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69426
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60707
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28976
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50698
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.397645
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.608008
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.83665
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085959
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358837
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658659
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989577
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356648
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758528
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199263
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694895
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256232
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915785
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.695
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60961
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69797
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01448
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62677
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51996
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17403
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32166
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.39149
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.599786
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.827688
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076189
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348096
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64685
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976515
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342117
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742001
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.180754
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674043
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232517
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888747
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6635
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57239
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65339
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96014
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56027
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43391
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05993
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11407
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.385555
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.591586
¯(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.818799
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066476
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337444
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635104
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96356
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327719
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725673
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162458
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653392
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209066
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.861959
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6323
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53557
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60926
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89726
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.37
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.35067
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.33343
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.31826
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.30513
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.29404
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.28498
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.27794
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.27291
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.26988
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.26886
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.379742
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.583495
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.809945
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056804
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326851
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623492
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950682
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313383
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709508
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144352
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63298
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185867
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835409
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.40541
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.39162
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.37989
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.3702
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.36255
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.3477
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.33049
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.31535
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.30226
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.2912
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.28217
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.27516
µ(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.27015
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.26716
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.26616
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.371461
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57539
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.801184
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047222
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316349
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61191
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937903
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299206
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693519
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126461
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61281
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162989
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809093
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.39483
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.36721
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.34176
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.31843
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.29721
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.27808
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.26101
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.246
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.23302
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.22206
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.21312
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.20618
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.20124
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.19829
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.19733
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.356433
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.561438
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.79246
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037695
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305927
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600414
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925229
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285111
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677679
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108757
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592858
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140345
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783021
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.32723
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.29982
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.27455
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.2514
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.23035
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.21137
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.19444
¶(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.17955
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.16668
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.15582
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.14696
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.14009
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.13521
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.1323
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.13137
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.341581
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.545308
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.783802
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02825
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295563
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589038
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912621
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27113
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662038
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091225
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573164
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117973
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757213
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.2625
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.23529
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.2102
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.18723
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.16633
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.14749
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.13069
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.11592
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.10315
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.09239
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.08361
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.07681
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.07198
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.06911
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.06821
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.326798
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.529317
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.775194
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.018855
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285273
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57774
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900132
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257255
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646592
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073947
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553701
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095904
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731597
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.20056
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.17354
½(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.14863
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.12581
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.10506
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.08636
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.06969
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.05503
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.04237
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.03169
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.02298
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.01624
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.01147
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 10.00864
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.00777
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.312154
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.513456
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.765637
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.00954
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275087
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566516
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887754
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243512
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630764
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.056855
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534444
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074117
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706248
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.14134
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.1145
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.08976
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.06709
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.04649
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.02792
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 10.01136
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.99681
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 9.984241
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.973647
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.965015
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 9.95834
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.95361
(334.60, 7.64, 372.02) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.950825
(334.60, 7.64, 372.02) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 9.949981
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.297644
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.497746
(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.747252
