¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644976
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70868
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51847
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.337868
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.598043
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.87872
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.184521
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.520351
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.884485
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.288456
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.734284
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.219962
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.758399
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34038
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99847
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43486
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34761
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40806
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65485
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14151
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52137
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69234
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71665
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.334239
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594091
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.874792
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.18021
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.515608
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.879921
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.283396
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.730039
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.215112
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.755498
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33711
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99476
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43036
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34243
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40202
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64767
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09977
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46868
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67812
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28229
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330587
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.590115
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.870854
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175888
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510853
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.875525
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.278344
µ(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.725859
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.210327
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.752756
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33403
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99126
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42613
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33756
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39631
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64092
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02818
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38502
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66605
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16258
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326913
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.586112
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.866909
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.171558
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.506089
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.87121
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.273299
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.720949
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.205605
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.749034
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33112
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62991
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42212
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33292
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3909
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63453
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96523
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30338
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68575
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19727
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.323218
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58209
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.862958
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.167221
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.501317
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.866923
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.26827
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.715337
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.200949
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.743797
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32839
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62664
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41835
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32859
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38586
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62853
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01092
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30013
«(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7324
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23428
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319503
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.578044
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.858999
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.162876
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.496537
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.862662
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.263247
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.709741
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.19636
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.738634
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92911
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62357
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41485
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32456
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38109
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62295
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05805
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35476
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89332
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37671
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.315768
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.573978
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855036
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158526
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.49175
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858432
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.258242
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.704154
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.191837
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.733544
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92659
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6207
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4116
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32076
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3767
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61776
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09696
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41113
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0589
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72692
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.312016
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.569891
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.851071
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.154171
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.48696
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.853824
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.253244
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.698587
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.187382
Î(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31056
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92424
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61808
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40859
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31727
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37263
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61294
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0912
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50506
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2293
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43397
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.308244
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.565784
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.846642
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.149811
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.482163
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.848525
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.248267
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.693035
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.182996
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30865
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92212
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61565
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4058
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31408
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3689
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60853
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08586
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62074
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.4046
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89796
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.304455
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.56166
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.842134
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.145444
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.477363
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.843222
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.243302
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.687501
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760676
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30689
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92019
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61342
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40329
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31116
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3655
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6045
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08105
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7154
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64029
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88845
Ã(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.30065
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557517
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.837608
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141078
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.472559
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.837917
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.238352
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.681984
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753092
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30535
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91842
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61145
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40101
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30851
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36242
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60084
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0767
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6089
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6273
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87989
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.29683
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.553358
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.833066
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.136709
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.467757
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83261
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.233422
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228209
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74445
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30396
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91685
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60964
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39895
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30616
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35967
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5976
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07278
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50459
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59558
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86946
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.292994
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.549183
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.828505
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.132341
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.462952
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.827303
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750784
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222559
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.735902
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30272
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91546
à(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6081
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39719
(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30412
