¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 17.35699
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949109
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.266502
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.615829
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.006143
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.438293
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.921306
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.465385
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08244
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76752
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59202
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56031
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69542
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.49573
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.49254
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.50591
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.52138
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.59372
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.13332
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.12505
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.11877
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.11446
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.11213
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.11177
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.11338
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.11697
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.121781
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.373576
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.648323
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942385
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.259118
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.607687
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.996997
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.428007
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.909677
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.452235
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06739
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74705
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56923
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53178
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66147
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.54015
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.53523
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.54879
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.56444
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.58221
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.17623
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.16793
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.16162
‚(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.1573
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.15496
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.1546
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.15622
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.15983
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.117351
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368749
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643046
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.935689
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.251765
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.599576
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.987871
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.417762
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.898086
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.43914
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05239
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72656
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54656
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50337
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62768
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.58703
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.5803
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.59405
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.6099
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.62788
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.2215
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.21317
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.20683
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.2025
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.20015
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.19979
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.20143
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.20505
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.112896
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363899
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.637744
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.929018
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.244441
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.591503
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.97877
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.407559
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.886534
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.4261
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03745
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70774
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52402
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4751
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59406
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.63641
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.62778
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.64173
”(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.65779
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.676
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.26919
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.26082
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.25446
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.25011
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.24775
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.2474
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.24904
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.25268
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.108424
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359027
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632419
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.922377
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.237152
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.583463
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.969694
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.397401
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.875025
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.413117
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02257
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69122
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50162
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44697
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56059
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.68834
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.67771
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.69188
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.70817
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.72661
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.74722
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.31094
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.30455
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.30018
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.29782
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.29746
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.29912
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.30278
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.103932
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354135
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627072
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.915767
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.229895
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.575464
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.960645
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.387291
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.863558
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.400195
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00776
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67487
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47935
Ÿ(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41898
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52731
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.74289
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.73017
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.74456
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.7611
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.77979
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.80065
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.36358
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.35716
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.35277
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.3504
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.35005
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.35171
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.3554
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.099422
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.349222
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.621704
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909187
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.222672
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.567502
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.951625
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.377224
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.852139
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.387331
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.99301
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65868
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45723
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39113
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49421
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.80011
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.7852
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.79984
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.81662
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.83558
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.85672
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.4188
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.41235
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.40794
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.40556
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.40521
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.40689
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.4106
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.094893
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.344291
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.616314
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.902638
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.215486
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.559579
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.942632
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.367209
¤(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.840768
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.374537
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.978332
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64266
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43525
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36343
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46131
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.86007
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.84287
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.85776
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.87481
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.89404
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.91548
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.47667
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.47019
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.46576
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.46337
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.46302
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.46471
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.46844
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.090348
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.339342
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.610906
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.896124
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.208337
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.551702
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.933671
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.357244
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.829446
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.361804
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.963726
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62682
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41341
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33589
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4286
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.92284
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.90323
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.91839
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.93572
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.95525
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.97699
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.53725
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.53073
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.52628
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.52388
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.52353
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.52524
(433.59, 15.23, 248.22) (442.38, 8.97, 274.88) (5.45, 3.00, 8.50) Truck 10.52899
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.085787
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.334375
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60514
•(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889642
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.201225
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.543865
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.924744
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.34733
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.818178
(433.59, 15.23, 248.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.349141
