¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
É(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.15487
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.249011
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.235742
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.223227
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.211453
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.200402
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.190068
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.180435
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.171498
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.163239
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.15566
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.148746
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.142489
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.136886
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.133004
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.134298
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.14109
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.153758
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.173075
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.200494
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.238801
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.294417
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.391764
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.277275
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.262144
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.247801
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.234229
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.221415
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.209348
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.198007
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.187385
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.177469
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.168248
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.159711
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.151851
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.144658
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.138123
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.132243
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.128312
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.129572
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.136257
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.148716
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.167696
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.194563
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.231917
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.285594
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.375693
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.282173
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.266697
Ÿ (379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.252021
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.238126
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.224994
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.212607
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.200961
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.190034
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.179818
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.170302
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.161476
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.153328
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.14585
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.139038
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.132876
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.128877
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.130141
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.136838
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.149324
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.168342
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.195275
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.232741
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.286641
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.377518
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.292843
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.276977
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.261922
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.247655
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.234159
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.221424
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.209434
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.19817
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.187626
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.177787
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.168644
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.160186
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.152403
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.145289
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.138833
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.134734
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.136031
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.142868
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.155615
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.175064
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.202691
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.241355
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.297722
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.398217
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.309916
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.293584
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.278076
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.26337
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.24945
› (379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.2363
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.223907
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.212253
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.201328
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.191117
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.181612
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.172801
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.16467
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.157218
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.150431
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.146184
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.147556
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.15467
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.167954
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.188293
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.217387
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.258657
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.320777
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.458004
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.334569
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.317645
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.301563
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.28631
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.271855
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.258194
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.245301
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.233167
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.221775
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.211113
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.20117
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.191929
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.183389
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.17553
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.168354
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.163878
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.16537
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.172957
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.187153
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.209034
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.240722
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.286901
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.361828
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.368965
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.351228
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.334373
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.318369
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.303201
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.288852
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.275301
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.262533
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.250527
 (379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.239277
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.228761
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.218974
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.209898
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.201528
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.193851
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.189025
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.190703
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.199059
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.214753
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.23924
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.275616
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.331796
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.454254
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.417603
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.398596
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.38053
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.363382
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.347131
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.331748
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.317212
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.303497
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.290596
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.278484
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.267145
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.256566
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.246733
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.237634
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.229257
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.223872
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.225851
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.235512
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.253823
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.283151
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.329336
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.416699
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.493094
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.471331
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.45074
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.431266
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.412847
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.39546
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.379049
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.36358
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.349034
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.335379
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.322585
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.310631
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.299498
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.289166
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.279618
ğ(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.2732
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.275761
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.287973
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.311803
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.352988
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.439152
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.8206
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898816
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271091
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681948
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.610949
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.559158
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.526718
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.499776
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.476149
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.454928
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.435644
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.417978
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.401756
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.386842
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.373107
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.360479
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.351331
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.355502
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.375757
(379.02, 14.78, 303.19) (382.92, 9.76, 285.29) (0.81, 2.16, 0.81) Human 3.423532
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.99273
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.97223
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.95567
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.06622
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929971
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305447
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719956
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.179955
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693141
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26925
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87916
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9003
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76047
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22958
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74167
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36727
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00228
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60288
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27155
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.26772
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.23101
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.19835
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.16973
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.13385
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.11322
Æ(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.09654
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.08381
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961102
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339719
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758008
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222305
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740609
(379.02, 14.78, 303.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32277
