¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ø(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.54802
ì(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.928347
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.006656
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.088965
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.175557
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.807445
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.948356
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.131204
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.191149
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.400363
(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.18453
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.906715
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.794879
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.295042
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.515839
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.682511
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.762504
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.746369
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.718153
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.798129
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.261511
(332.19, 7.37, 365.97) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.52559
(332.19, 7.37, 365.97) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.36732
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.865275
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.88231
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.935964
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.014616
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.097292
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.184277
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.833577
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.975877
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.204816
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.26626
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.452302
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.679931
(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.28248
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.937649
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.726223
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.711205
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.697741
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.68582
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.696322
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.847549
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.006433
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.444086
(332.19, 7.37, 365.97) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.59354
(332.19, 7.37, 365.97) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.41834
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.877097
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.894298
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.943982
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.022997
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.10606
é(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.193459
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.860521
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.00426
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.281123
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.344138
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.505749
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.736871
(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.36471
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.277894
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.974128
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.86965
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.853437
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.838816
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.900016
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.059716
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.227641
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.636128
(332.19, 7.37, 365.97) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.66453
(332.19, 7.37, 365.97) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.4728
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.88959
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.906964
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.952405
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.031801
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.115271
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.203107
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.888292
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.033521
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.360235
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.424899
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.560746
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.79549
(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.45005
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.651131
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.320721
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.120018
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.103236
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.088098
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.11618
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.285126
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.462938
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.838351
(332.19, 7.37, 365.97) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.73862
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.902761
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.920319
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.961235
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.041032
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.12493
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.213225
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.916903
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.063677
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.442262
ë(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.508658
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.617333
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.855832
(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.53997
(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.62978
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.701265
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.388527
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.371134
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.355438
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.345922
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.524987
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.713639
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.051518
(332.19, 7.37, 365.97) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.81589
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.916619
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.934374
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.970476
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.050694
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.135041
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.223817
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.94637
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.094741
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.527326
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.595544
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.675549
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.917945
(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.64549
(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.72346
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.120905
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.757862
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.659095
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.642796
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.628238
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.780672
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.981239
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.27649
(332.19, 7.37, 365.97) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 13.89642
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.931178
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.949139
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.980132
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.06079
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.145609
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.23489
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.976707
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.126734
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.61556
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.685691
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.758654
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.981881
(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.75525
(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.82065
è(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.58588
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.186616
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.969393
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.952441
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.937291
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.05374
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.267443
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.514226
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.36484
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.946449
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.964627
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.990207
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.071325
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.156637
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.246446
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.00793
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.159671
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.320539
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.779242
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.854297
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.04769
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.316648
(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.92148
(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.02238
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.66227
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.304644
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.286979
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.271185
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.345943
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.574179
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.815802
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.6643
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.962443
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.98085
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.000704
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.082304
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.16813
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.258492
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.040058
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.193573
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.356365
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.876348
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.953605
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.115424
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.389199
(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.02609
(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.12918
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.19281
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.746489
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.649437
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.632939
ã(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.659287
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 9.903647
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.16273
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.98316
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.979173
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.99782
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.01743
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.09373
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.180096
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.271034
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.073107
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.228457
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.393242
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.977174
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.056752
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.185144
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.463923
(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.13461
(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.24
(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.43293
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.29056
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.04339
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.02611
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.01085
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.25841
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.53698
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.32331
(332.19, 7.37, 365.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88504
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.996655
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.015555
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.035425
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.10561
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.192536
(332.19, 7.37, 365.97) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 4.284075
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.123081
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.264345
(332.19, 7.37, 365.97) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.431192
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.08189
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.163913
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.256906
(332.19, 7.37, 365.97) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 8.540888
(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.2472
(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.35501
(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 11.52197
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.90209
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.473
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.45488
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.43885
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.64138
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 10.94182
(332.19, 7.37, 365.97) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 11.68685
ã(332.19, 7.37, 365.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.604
