¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(399.26, 14.28, 244.36) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.07708
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.175638
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.452276
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758989
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090064
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.451834
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.854165
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.305919
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.813824
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.387705
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04333
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79862
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69516
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69578
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77272
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30347
(399.26, 14.28, 244.36) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 16.62511
(399.26, 14.28, 244.36) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 16.45799
(399.26, 14.28, 244.36) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 15.97627
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.57464
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.48042
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.49003
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.63883
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.916739
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.087842
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.272347
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.47117
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.686482
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.917316
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.167574
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.443853
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749713
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.078036
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.438513
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.839324
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.289738
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.795259
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.365946
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01906
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76956
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66102
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64804
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69988
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22026
(399.26, 14.28, 244.36) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 16.82786
(399.26, 14.28, 244.36) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 16.31466
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 15.09074
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.60229
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.51365
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.61251
Û(399.26, 14.28, 244.36) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 15.04367
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.912439
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.083214
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.267354
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.465685
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.680533
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.91012
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.159726
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435649
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740682
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066329
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.425548
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.824884
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.273995
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.777205
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.344792
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.995466
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74129
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62783
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60166
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62899
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13953
(399.26, 14.28, 244.36) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 17.03913
(399.26, 14.28, 244.36) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 16.25485
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.73217
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.63292
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.59205
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.74001
(399.26, 14.28, 244.36) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 15.0977
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.908254
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.078711
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.262496
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.460351
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.674579
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.903121
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152093
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.427666
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731199
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.054941
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412937
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.810843
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.258692
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.759663
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.324242
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.972541
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71381
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59423
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55663
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56579
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05901
(399.26, 14.28, 244.36) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 16.79709
ä(399.26, 14.28, 244.36) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 16.33277
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.76611
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.66656
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.7221
(399.26, 14.28, 244.36) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 15.25419
(399.26, 14.28, 244.36) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 15.29951
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.904183
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.074331
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.257761
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.455165
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.66832
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.896319
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.144678
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419902
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721152
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043869
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.400681
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.797308
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.243823
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.742628
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.304292
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.950283
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68711
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55849
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51293
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62603
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97728
(399.26, 14.28, 244.36) (375.14, 8.42, 265.46) (1.39, 2.22, 3.99) Tools 16.55987
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 15.12846
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.80329
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.73209
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.85741
(399.26, 14.28, 244.36) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 15.44966
(399.26, 14.28, 244.36) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 15.60454
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.900227
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.070074
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.253103
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.450129
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.662242
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889716
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.13748
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412359
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.711392
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033115
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.388778
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.784429
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.22939
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.726099
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.284936
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.928687
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66118
Ü(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52378
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47055
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57373
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89792
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5363
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.94848
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.84359
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.84792
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.99818
(399.26, 14.28, 244.36) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 15.76401
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.896386
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.065943
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.248584
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.445243
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.656346
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88331
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.130497
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.405035
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.701919
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.022678
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.377225
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.771934
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.215343
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.710075
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.266173
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.907751
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63602
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49011
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42946
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52304
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82083
(399.26, 14.28, 244.36) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 16.19425
(399.26, 14.28, 244.36) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 15.90179
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.89258
(399.26, 14.28, 244.36) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 14.99141
(399.26, 14.28, 244.36) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 15.93321
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.892662
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.061934
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.244203
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.440506
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.650632
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.877103
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.123759
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397931
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.692729
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.012557
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.366025
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.75982
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.201564
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.694551
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.247999
È(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.886973
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61163
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4574
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38967
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47396
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75856
(399.26, 14.28, 244.36) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 16.10462
(399.26, 14.28, 244.36) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 15.97826
(399.26, 14.28, 244.36) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 15.95679
(399.26, 14.28, 244.36) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 16.11243
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.889051
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.058052
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.23996
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.435918
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.645098
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.871093
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.117476
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.391048
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.683827
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.00275
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.355176
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.748089
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.188228
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.679527
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.230414
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.864912
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58799
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42449
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35046
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.42645
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.69839
(399.26, 14.28, 244.36) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 16.18626
(399.26, 14.28, 244.36) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 16.14571
(399.26, 14.28, 244.36) (376.11, 8.64, 266.13) (1.02, 3.01, 3.58) Tools 16.30199
(399.26, 14.28, 244.36) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 18.36549
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.885557
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.054293
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.235856
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.431481
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.639747
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.865281
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.111392
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.384383
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675208
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.99326
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.344679
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.736739
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.175331
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.664683
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.213513
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.843572
Ã(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56511
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39264
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31093
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38049
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.64019
(399.26, 14.28, 244.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16554
