¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
É(386.89, 7.11, 357.79) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 17.70651
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.904696
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.449867
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06824
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77734
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60807
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60316
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79131
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.1554
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.82258
(386.89, 7.11, 357.79) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 19.52014
(386.89, 7.11, 357.79) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 19.31429
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 22.72977
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 22.65233
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 23.09912
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885215
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.109377
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.352582
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.617295
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.906434
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.223466
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.572554
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.958726
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.388124
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.868325
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.408792
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02149
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72343
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54602
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52973
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70366
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04945
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.69193
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96162
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75994
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 22.01248
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 21.9699
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 22.4359
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.869929
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.092826
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.334602
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.597701
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.884999
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.199925
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.546587
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.929942
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.356045
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.832359
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.368195
”(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.975319
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67019
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48474
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45728
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6166
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94529
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.56367
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78933
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 21.84475
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 21.34314
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 21.34431
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 21.84651
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.854772
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.076416
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.316782
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.578283
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.863767
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176614
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.52088
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.901457
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.324313
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.796799
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.328077
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.929715
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61761
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42423
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38578
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53081
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.84289
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.43778
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.4207
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 21.11363
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 20.71727
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 20.75698
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 21.29047
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.839745
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.06015
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.299123
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.559047
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.842736
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.153532
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.495436
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.873274
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.29293
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.761645
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.288436
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.88468
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5657
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3645
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31524
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44628
”(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.74223
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31421
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.26544
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 20.58498
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 22.39418
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 22.41204
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 20.76518
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.824848
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.044031
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.281626
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539992
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.82191
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.130682
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.470255
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.845393
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.261894
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.726897
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.249273
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.840213
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51445
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30554
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24565
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.363
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.64328
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.19293
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.11332
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 21.36069
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 21.82776
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 21.80069
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 20.84777
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810085
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.028057
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264293
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.52112
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.80129
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.108063
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.445338
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.817815
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.23121
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.692557
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.21059
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.796315
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46386
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24733
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.177
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.28095
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.54603
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07389
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.96429
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.3631
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 21.28975
ı(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 21.22589
(386.89, 7.11, 357.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 20.84364
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.795456
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012234
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.247124
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.502434
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.780877
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.085679
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.420688
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.790541
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.200875
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.658624
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.172385
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.752984
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41422
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1899
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1093
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20012
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45046
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95707
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.81829
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.17546
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77142
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.780963
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99656
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.230124
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483932
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760675
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.063531
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.396306
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.763573
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.170894
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.625098
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.134657
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.710218
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36534
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13322
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04253
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12051
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35653
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.84242
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.67525
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.99204
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51194
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.766607
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981039
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213291
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46562
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740682
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.041621
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.372192
ì(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.736909
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.141263
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.59198
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.097405
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.668015
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31714
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0773
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9767
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0421
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26423
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.72991
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.53511
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.81272
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.25891
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.752388
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965668
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196628
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447495
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.7209
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019947
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.348346
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.710555
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.111985
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.55927
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.060629
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.626372
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2696
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02213
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91178
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96488
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17353
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.61951
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.39783
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.63741
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01221
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.73831
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.950453
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.180133
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429561
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.70133
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.998511
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.32477
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.684505
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.083057
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.526967
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.024328
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.585289
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22274
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96771
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84778
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88884
ë(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08442
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.51118
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.26333
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.46602
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.318
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.724372
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.935391
(386.89, 7.11, 357.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.163812
