¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ó(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.311971
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86101
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26174
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921057
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.155811
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411252
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.692711
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.999668
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.336348
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.712179
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.126966
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.591866
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.115473
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.699929
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.35795
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09383
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92204
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83263
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86324
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07704
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.52733
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3534
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66905
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.12387
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.905082
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.138461
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.392345
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.671837
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.976706
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.311024
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.683804
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.095354
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.556
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.075084
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.654849
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3064
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.036
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85792
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76341
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78233
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98121
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41206
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20393
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48156
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81273
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.889205
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.121221
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.373562
û(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.651093
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.953911
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.285891
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.655637
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.064013
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.520429
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.03508
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.610255
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25544
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.97892
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79472
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69537
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70286
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.8872
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2991
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05767
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.29849
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45395
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.873428
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.104094
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354909
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630482
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.931286
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.260955
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.627682
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.03294
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.48516
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.995463
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.566154
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20508
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92256
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73246
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6285
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62483
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.79497
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18843
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91457
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11969
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09586
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.857753
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.087081
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.336384
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.610006
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.908831
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.236217
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.599939
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.002142
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.450194
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.956235
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.52254
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1553
Œ(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86693
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67112
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56278
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5482
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70449
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07999
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77456
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94509
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97085
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.842181
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070184
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317988
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.589666
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.886549
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.211678
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.572411
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.971615
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.41581
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.917395
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.479413
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10611
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81203
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61069
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4982
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47297
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.61575
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97375
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63757
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77453
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90707
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.826716
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053406
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.299729
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.569468
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.864446
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.187342
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.545105
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.941366
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.381988
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.878947
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.436781
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05751
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75785
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55116
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43475
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39912
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52871
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79211
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50359
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60793
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84644
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49674
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.811358
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036751
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.281606
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.549412
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.842522
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.163212
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.51802
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.911399
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.348491
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.840895
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.394105
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0095
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70439
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49254
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37242
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32663
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44336
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68428
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37249
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.4453
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75079
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2545
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.796111
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.020216
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26362
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.5295
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.820777
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.139287
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491158
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.881711
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.315323
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.803237
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.351468
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.96208
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65165
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43502
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30541
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25547
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19435
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57862
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24425
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28641
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51185
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08022
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.780975
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.003808
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.245777
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.509737
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.799215
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115571
•(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.464525
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.852304
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.282487
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.765975
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.309303
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.915242
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59962
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3767
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23946
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18564
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10753
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4751
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11879
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13124
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16315
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86938
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.765952
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987526
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228074
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490124
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.777839
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092068
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.438371
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.823185
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.249985
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.729112
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.267612
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.868987
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5483
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31745
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17458
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87957
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02239
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37373
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99611
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97969
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82761
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.55233
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.751044
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.971372
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.210515
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470923
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756651
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068776
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412653
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794352
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.217817
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.692647
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.226395
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.823316
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49769
¶(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25907
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83932
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80841
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93893
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27448
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8761
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8317
(334.62, 7.36, 348.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51455
