¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.87033
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.01895
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.02128
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.119968
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.110674
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.102598
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.095728
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.09006
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.085588
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.082308
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.080216
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.079309
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.079589
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.155887
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.172288
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.190545
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.210672
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.232694
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.256629
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.02774
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.01045
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.995174
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.981887
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.970572
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.961226
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.953835
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.948392
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.944895
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.943336
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.943716
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.946036
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.079442
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.070071
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.061908
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.054947
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.04918
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.0446
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.041205
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.03899
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.037954
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.038095
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.331947
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.349504
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.368956
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.390325
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.41363
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.438898
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.954885
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.937732
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.922568
Š (434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.909378
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.898153
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.888879
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.881545
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.876146
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.872678
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.871136
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.871518
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.873825
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.040525
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.031081
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.022839
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.015791
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.009929
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.005249
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.001745
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.999415
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.998254
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.012444
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.516676
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.535478
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.556222
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.578927
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.603618
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.630317
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.884996
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.867968
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.852915
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.839822
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.82868
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.819474
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.812197
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.80684
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.803399
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.801872
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.802256
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.80455
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.003175
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.993663
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.985346
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.978217
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.972267
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.967492
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.963885
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.961444
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.960168
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.017698
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.710657
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.730804
(434.10, 14.27, 309.63) (428.14, 7.20, 289.14) (1.39, 0.85, 0.64) Fence 9.752942
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.880669
ú(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.857762
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.836876
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.817986
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.801077
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.78613
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.77313
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.762067
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.752928
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.745703
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.740387
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.736974
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.735461
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.735845
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.738127
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.996585
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.962648
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.949387
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.942181
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.936148
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.931283
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.927579
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.925035
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.923647
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.023018
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.896564
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.867647
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.840811
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.816029
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.793277
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.772529
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.753767
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.736972
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.722127
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.709216
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.698228
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.689153
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.681979
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.676701
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.673315
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.671815
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.6722
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.674472
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168178
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.15243
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.118858
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.086832
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.056313
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.027267
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.999664
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.97347
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 5.94866
Û(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.511813
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.834134
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.805403
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.77874
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.754117
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.731511
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.710898
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.69226
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.675573
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.660826
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.648001
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.637086
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.62807
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.620946
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.615704
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.612341
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.610855
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.611242
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.613503
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171745
(434.10, 14.27, 309.63) (431.00, 7.16, 290.60) (0.48, 0.85, 1.34) Fence 6.355983
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669436
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951788
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260598
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611204
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026433
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466696
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955303
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505736
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.774383
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.74583
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.719333
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.694864
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.6724
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.651916
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.633391
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.616812
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.602156
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.589413
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.578566
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.56961
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.562531
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.557324
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.553986
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.552511
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.552899
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.55515
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175317
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414174
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673627
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956376
İ(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265653
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621575
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025852
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461922
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949939
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498763
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.71724
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.688856
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.662518
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.638194
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.615865
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.595503
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.577092
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.560612
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.546045
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.533379
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.522599
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.513698
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.506664
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.501492
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.498176
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.496713
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.497101
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.499343
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178895
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418108
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677909
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961038
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270749
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630074
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021585
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.45716
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94459
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483846
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.662634
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.634414
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.608226
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.584043
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.561841
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.541599
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.523293
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.506907
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.492425
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.479834
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.469118
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.460271
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.453279
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.448139
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.444844
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.443393
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.443782
Ø(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.446013
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182575
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422056
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682195
(434.10, 14.27, 309.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965743
