¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (422.65, 14.73, 249.45) (400.87, 7.66, 253.95) (1.77, 1.43, 1.79) Tools 5.797791
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.823505
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.807821
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.793001
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.77903
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.765892
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.753576
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.919046
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.192581
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.50811
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.876023
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.310466
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.831129
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.466383
(422.65, 14.73, 249.45) (398.36, 8.00, 256.48) (0.81, 2.16, 0.81) Human 8.876853
(422.65, 14.73, 249.45) (398.36, 8.00, 256.48) (0.81, 2.16, 0.81) Human 8.861132
(422.65, 14.73, 249.45) (398.36, 8.00, 256.48) (0.81, 2.16, 0.81) Human 8.847219
(422.65, 14.73, 249.45) (398.36, 8.00, 256.48) (0.81, 2.16, 0.81) Human 8.83513
(422.65, 14.73, 249.45) (398.36, 8.00, 256.48) (0.81, 2.16, 0.81) Human 8.825094
(422.65, 14.73, 249.45) (398.36, 8.00, 256.48) (0.81, 2.16, 0.81) Human 8.847253
(422.65, 14.73, 249.45) (398.36, 8.00, 256.48) (0.81, 2.16, 0.81) Human 8.941092
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.933182
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.911936
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.891672
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.872368
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.854002
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.836554
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.820005
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.804335
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.789531
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.775574
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.76245
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.750146
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.924873
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.199267
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.515858
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.885109
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.340146
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.844173
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.482452
(422.65, 14.73, 249.45) (398.36, 8.00, 256.48) (0.81, 2.16, 0.81) Human 9.101706
(422.65, 14.73, 249.45) (398.36, 8.00, 256.48) (0.81, 2.16, 0.81) Human 9.073754
(422.65, 14.73, 249.45) (398.36, 8.00, 256.48) (0.81, 2.16, 0.81) Human 9.049787
(422.65, 14.73, 249.45) (398.36, 8.00, 256.48) (0.81, 2.16, 0.81) Human 9.02908
(422.65, 14.73, 249.45) (398.36, 8.00, 256.48) (0.81, 2.16, 0.81) Human 9.011326
(422.65, 14.73, 249.45) (398.36, 8.00, 256.48) (0.81, 2.16, 0.81) Human 9.103658
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.930349
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.909118
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.88887
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.869581
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.85123
š (422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.833795
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.817259
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.801602
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.78681
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.772864
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.75975
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.747456
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.930824
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.206097
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.523776
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.894394
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.387121
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.857513
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.498893
(422.65, 14.73, 249.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67845
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 19.98658
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 19.9689
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.928292
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.907073
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.886837
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.867559
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.849218
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.831793
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.815267
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.799619
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.784834
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.770897
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.757791
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.745504
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.936898
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.213069
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.53186
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.903878
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.436005
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.871151
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.51571
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 19.80908
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 19.65205
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 19.63468
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.92701
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.905799
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.885569
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.866298
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.847964
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.830545
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.814025
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.798383
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.783604
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.769671
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.75657
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.744287
š (422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.943094
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.220183
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.540112
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.913562
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.486869
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.885086
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.532903
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.65796
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.63342
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 19.932
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.926502
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.905294
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.885067
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.865799
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.847467
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.830052
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.813533
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.797894
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.783116
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.769186
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.756087
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.743805
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.949413
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.22744
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.54853
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.923445
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.539792
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.89932
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.550472
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.59989
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.57545
(422.65, 14.73, 249.45) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 19.63232
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.926767
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.905558
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.88533
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.86606
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.847727
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.83031
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.81379
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.798149
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.783371
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.769439
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.756339
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.744057
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.955854
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.234839
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.557117
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.933527
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.594852
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.913853
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.568423
 (422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.54562
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.52127
(422.65, 14.73, 249.45) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 23.81922
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.927807
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.906591
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.886357
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.867082
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.848744
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.831322
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.814797
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.799152
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.784369
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.770433
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.757329
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.745044
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.962418
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.242382
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.565871
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.94381
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.652138
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.928687
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.586755
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.49509
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.47083
(422.65, 14.73, 249.45) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 23.99614
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.929621
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.908395
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.888151
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.868866
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.850518
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.833087
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.816554
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.800901
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.786111
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.772168
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.759057
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.746766
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.969104
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.250064
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.574793
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.954293
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.71174
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.943823
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 6.60547
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.44825
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.42406
(422.65, 14.73, 249.45) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 22.3486
(422.65, 14.73, 249.45) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 20.56811
(422.65, 14.73, 249.45) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 21.00752
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.932211
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.91097
  (422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.890712
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.871413
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.853051
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.835608
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.819063
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.803399
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.788598
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.774645
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.761525
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.749224
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.975912
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.257891
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.583882
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.964978
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.773757
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.959262
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.50303
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.40504
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.38094
(422.65, 14.73, 249.45) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 19.79013
(422.65, 14.73, 249.45) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 19.69867
(422.65, 14.73, 249.45) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 22.05843
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.935581
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.91432
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.894043
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.874726
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.856347
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.838888
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.822327
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.806648
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.791833
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.777867
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.764734
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.752422
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.982842
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.265859
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.59314
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 4.975862
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.838292
(422.65, 14.73, 249.45) (401.28, 7.66, 255.74) (1.57, 1.43, 1.53) Tools 5.975005
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.45904
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.36544
(422.65, 14.73, 249.45) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.3414
(422.65, 14.73, 249.45) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 19.79073
(422.65, 14.73, 249.45) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 19.69976
(422.65, 14.73, 249.45) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 22.11204
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.939733
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.918448
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.898147
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.878808
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.860409
  (422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.842929
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.826349
(422.65, 14.73, 249.45) (402.94, 7.66, 254.99) (1.84, 1.43, 1.86) Tools 3.810652
