¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ (430.82, 11.49, 344.99) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 20.0076
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98703
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72845
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47855
¸(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29701
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25258
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34966
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65453
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25323
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25568
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87018
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57961
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20175
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90602
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65812
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37977
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18547
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1151
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18714
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43216
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98831
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93186
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42597
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53186
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13993
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82507
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57569
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28192
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07505
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97925
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02703
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21508
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.72887
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5877
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98448
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48378
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08591
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76382
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49344
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18572
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96575
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84801
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8693
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03257
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47502
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25257
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52479
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4354
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03155
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70234
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40546
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0997
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86528
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72895
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71393
Á(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8531
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22652
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93607
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.1137
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38677
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97692
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6406
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31666
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01438
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76933
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62029
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57382
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68495
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98335
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64466
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72188
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55507
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33722
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92202
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57859
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22859
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92972
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6742
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51267
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43719
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52766
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77564
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36016
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34162
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00409
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27289
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86693
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51642
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14124
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83496
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57993
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40459
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31255
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37262
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59266
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08243
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9725
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47357
(430.82, 11.49, 344.99) (416.19, 8.64, 309.66) (0.81, 2.16, 0.81) Human 24.8065
(430.82, 11.49, 344.99) (416.19, 8.64, 309.66) (0.81, 2.16, 0.81) Human 24.71643
(430.82, 11.49, 344.99) (416.19, 8.64, 309.66) (0.81, 2.16, 0.81) Human 24.65594
(430.82, 11.49, 344.99) (416.19, 8.64, 309.66) (0.81, 2.16, 0.81) Human 24.61473
(430.82, 11.49, 344.99) (416.19, 8.64, 309.66) (0.81, 2.16, 0.81) Human 24.62608
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20845
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81161
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44321
®(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05467
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73783
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48654
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29616
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18965
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21987
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41282
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81129
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.74854
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.82809
(430.82, 11.49, 344.99) (416.19, 8.64, 309.66) (0.81, 2.16, 0.81) Human 24.72142
(430.82, 11.49, 344.99) (416.19, 8.64, 309.66) (0.81, 2.16, 0.81) Human 24.61212
(430.82, 11.49, 344.99) (416.19, 8.64, 309.66) (0.81, 2.16, 0.81) Human 24.59683
(430.82, 11.49, 344.99) (416.19, 8.64, 309.66) (0.81, 2.16, 0.81) Human 24.59395
(430.82, 11.49, 344.99) (416.19, 8.64, 309.66) (0.81, 2.16, 0.81) Human 24.60408
(430.82, 11.49, 344.99) (416.19, 8.64, 309.66) (0.81, 2.16, 0.81) Human 24.64692
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14396
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75614
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36623
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9689
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64167
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39404
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18901
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06831
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06931
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23606
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.31746
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.39631
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.49038
(430.82, 11.49, 344.99) (416.19, 8.64, 309.66) (0.81, 2.16, 0.81) Human 24.78715
(430.82, 11.49, 344.99) (416.19, 8.64, 309.66) (0.81, 2.16, 0.81) Human 24.88471
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07943
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.688
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2899
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88388
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54647
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29003
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08309
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94848
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93051
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06238
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62847
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.14074
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.17246
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.86842
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01714
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61769
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21548
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80146
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45459
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18695
„(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97846
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83022
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79578
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89169
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.42185
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.91792
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.86104
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.43089
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967027
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56113
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14767
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72605
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37027
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09208
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87506
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71345
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66291
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.56724
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.25571
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.70662
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.55718
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.00655
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916626
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50427
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07106
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65125
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28669
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99811
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76484
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59824
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53197
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.13367
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.09216
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.49925
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.27558
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.59492
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.865952
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44718
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99339
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57701
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20381
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90505
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65582
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48453
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40288
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.84006
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.93116
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.29575
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.01052
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.21292
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.815041
‹(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38983
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9164
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49943
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1217
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81289
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54831
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36945
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27563
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.62228
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.77269
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.09606
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.73128
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.84963
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.81493
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763947
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3227
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84007
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41439
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04033
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72161
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44213
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24967
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15022
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.49599
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.61762
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.9426
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.45859
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.49654
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.34053
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712647
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25442
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76444
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33018
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95971
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63008
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33741
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13159
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02662
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37132
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.48249
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.77296
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.25472
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.18136
(430.82, 11.49, 344.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.90073
(430.82, 11.49, 344.99) (414.66, 8.69, 313.07) (0.81, 2.16, 0.81) Human 23.56696
(430.82, 11.49, 344.99) (414.66, 8.69, 313.07) (0.81, 2.16, 0.81) Human 23.47517
(430.82, 11.49, 344.99) (414.66, 8.69, 313.07) (0.81, 2.16, 0.81) Human 23.41732
