¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
™ (403.29, 14.86, 310.87) (383.20, 8.50, 303.34) (0.81, 2.16, 0.81) Human 5.352622
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12667
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87629
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78985
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84912
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94551
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.88118
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.295
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69935
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12669
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57887
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19614
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41742
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.576463
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.776755
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.993184
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227722
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481709
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749176
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.041098
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.365447
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.693219
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.047763
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.458592
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.88378
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.360732
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.902898
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50737
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1417
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89993
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82356
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.90665
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0978
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72062
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32036
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72594
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15457
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60815
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08881
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.574701
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774856
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991129
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225494
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.479591
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.746869
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.038579
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.363053
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.692273
Ä(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.046723
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.458193
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.886042
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.366054
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913841
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5277
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15733
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92434
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85823
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.96562
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.25515
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96338
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34883
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7558
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18589
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66561
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31012
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.573035
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.773059
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989188
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223387
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.477642
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.744746
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.03626
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.360839
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.691662
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.046055
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.458076
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.888781
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.371951
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.925466
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53781
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17359
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94951
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89384
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02604
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.41773
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99362
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38052
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84582
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43233
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06077
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71219
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.571466
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.771367
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987357
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.221402
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.475862
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.74281
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.034143
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358801
Â(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.691391
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.045756
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.45824
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.891998
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.378421
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.937772
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54848
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19047
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97546
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93042
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08794
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.54057
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1099
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64169
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21134
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82272
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4561
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13536
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.569993
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.769778
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98564
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.219539
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474253
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.741058
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.03223
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.356944
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.691458
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.04583
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.458688
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.895696
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.385468
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.950766
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5597
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20797
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00218
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96901
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18522
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64408
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.448
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00169
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59543
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21371
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87202
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58124
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.568617
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.768295
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984035
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.217799
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.472815
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.739492
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.030519
¼(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.355263
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.691863
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.046273
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.459418
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.899874
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.393096
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.964447
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57147
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2261
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03293
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03476
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2505
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71217
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80269
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37985
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98403
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62274
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31441
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.567337
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.766914
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982542
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.21618
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471181
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.738109
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029008
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.353761
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.692604
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.047087
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.460429
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.90453
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.4013
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.978821
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5838
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24485
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08101
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.09756
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29801
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78197
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17515
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76622
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38985
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06379
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.566154
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.765639
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981164
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214684
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.469584
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.736912
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.0277
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.352438
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.693684
¶(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.048273
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.461723
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.909668
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.410086
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.98541
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59669
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26643
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13058
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13193
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34674
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85353
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56186
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17141
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82638
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.565067
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.764467
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.979897
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213318
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468116
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.7359
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.026595
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.351294
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.695103
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.04983
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.463302
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.915287
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.419455
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.992342
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61013
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30085
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18037
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16726
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3967
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9269
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90623
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60113
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28661
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.564002
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.763401
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.978743
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212089
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466777
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.735073
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.025693
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.350327
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.696858
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.051759
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.465161
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.921389
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.429405
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.999675
½(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62413
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33648
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20448
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.20356
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44791
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99997
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96941
(403.29, 14.86, 310.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05398
