¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.449566
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.373827
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.364663
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.356389
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.350951
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.359897
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.387575
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.445353
(336.06, 7.45, 349.63) (318.58, 0.61, 317.38) (1.72, 1.29, 1.71) Tools 24.63784
(336.06, 7.45, 349.63) (318.58, 0.61, 317.38) (1.72, 1.29, 1.71) Tools 24.61393
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.688637
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.667189
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.64687
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.627637
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.609506
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.592443
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.576421
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.561422
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.547462
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.534498
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.522512
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.51151
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.501483
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.492415
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.484277
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.477111
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.471787
(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.492744
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53045
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930623
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233373
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565287
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930761
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335042
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.784575
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281349
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.832544
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45543
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14105
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92263
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82488
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76004
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83356
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88888
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93393
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16841
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79825
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38542
‘(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920405
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222172
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552965
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917175
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319989
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.767763
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.266827
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.816154
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43608
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11661
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89454
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79036
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71002
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77532
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84163
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88015
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1169
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68899
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23315
(336.06, 7.45, 349.63) (317.60, 0.60, 318.62) (1.62, 1.29, 1.60) Tools 24.68854
(336.06, 7.45, 349.63) (317.60, 0.60, 318.62) (1.62, 1.29, 1.60) Tools 24.65612
(336.06, 7.45, 349.63) (317.60, 0.60, 318.62) (1.62, 1.29, 1.60) Tools 24.62858
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910093
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210886
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540581
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903509
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.304782
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750872
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249421
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799682
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41457
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0921
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86642
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74735
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6605
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71768
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76991
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8278
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06672
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58188
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17368
(336.06, 7.45, 349.63) (317.60, 0.60, 318.62) (1.62, 1.29, 1.60) Tools 24.73944
(336.06, 7.45, 349.63) (317.60, 0.60, 318.62) (1.62, 1.29, 1.60) Tools 24.71477
(336.06, 7.45, 349.63) (317.60, 0.60, 318.62) (1.62, 1.29, 1.60) Tools 24.69497
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899726
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199524
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528113
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889735
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28953
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733834
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230339
ˆ(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783094
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.393
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06756
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83828
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70478
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61148
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66065
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68739
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77684
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01792
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5057
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22293
(336.06, 7.45, 349.63) (317.60, 0.60, 318.62) (1.62, 1.29, 1.60) Tools 24.99419
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889277
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188098
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515541
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875887
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274174
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716731
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211165
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766376
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37145
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04306
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81013
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66261
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56299
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60422
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60649
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72732
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97042
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4704
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27405
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878764
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176619
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502939
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861979
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258772
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699539
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191892
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745312
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34987
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01851
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78198
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62085
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51496
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54844
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52716
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64397
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92425
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43608
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32708
ƒ(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868199
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16504
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490242
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847975
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243228
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682222
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172505
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.724512
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3283
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.994
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75387
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57954
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46747
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48722
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44943
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58364
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87939
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40276
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44974
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85759
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153419
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477455
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833883
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227638
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664864
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153309
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.70985
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30672
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96947
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72576
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53866
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42046
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42033
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39374
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52456
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83587
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37042
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56257
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84699
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141751
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464647
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819741
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211985
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647424
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140181
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695007
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28517
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94496
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69766
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49821
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37398
†(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36402
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34362
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46671
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77095
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33961
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61336
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838683
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129984
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451765
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805528
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196234
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635146
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126878
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679996
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2636
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92048
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66962
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45817
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32711
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28447
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29458
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41013
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7049
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33267
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66061
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830273
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118906
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438814
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791278
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184474
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623177
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11346
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663938
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24204
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89599
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64159
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41852
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26039
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20622
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24656
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35471
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64335
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32653
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70797
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82181
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109684
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425839
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779913
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173624
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611082
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099934
‡(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644831
(336.06, 7.45, 349.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22054
