¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
½(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35814
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85822
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85602
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2447
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66038
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13196
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6985
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.06526
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.242434
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.411775
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.59355
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.801405
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.010262
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214938
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480066
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.735306
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035167
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.36461
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.734112
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133634
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.577127
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.097208
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.523999
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.957401
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52343
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18104
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92513
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85996
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24893
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66486
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16921
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73882
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.065788
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.243923
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.413371
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.595262
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.803275
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.015699
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.220774
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.484297
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.746438
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042559
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.382342
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.74557
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.165895
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.598362
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.141036
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.586614
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02599
Á(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57226
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23625
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99322
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86608
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25542
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6816
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2092
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78213
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.066415
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.24543
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.415184
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.597206
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.805313
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021499
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.227001
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.488739
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758038
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.050224
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.400652
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.757373
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.199078
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.620124
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.186013
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.651097
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09668
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61431
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29324
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05674
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87433
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26417
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72127
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25198
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82847
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45666
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.067139
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.246211
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.417213
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.599385
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.807519
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.027664
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.233619
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.493394
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77011
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.058158
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419545
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.769518
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.229361
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.642415
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.211568
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.717496
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16951
Ä(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6678
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35203
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37264
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88472
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27518
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76356
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29768
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8779
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50314
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.067964
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.247097
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.419462
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.601798
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.809895
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.034191
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240628
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.49826
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782657
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.06636
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.436815
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.782008
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.24341
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.665236
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.237558
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.785859
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24454
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75054
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41267
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30886
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81639
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31216
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77576
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2666
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7967
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37078
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.068886
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.248092
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.421928
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.604445
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.812439
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041085
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.248031
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503336
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.79568
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.074834
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.44623
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794839
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.257852
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.691588
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.26417
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.856232
É(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32184
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83584
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47519
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30481
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89169
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25289
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67363
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15704
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67885
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24365
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.069906
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.249191
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.424611
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.607326
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.815154
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.048345
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.255827
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.508624
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.809183
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.083576
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.455946
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.816048
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.272682
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.732212
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.2914
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.919007
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40146
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92377
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53962
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45585
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9629
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25728
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5754
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05168
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56559
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12154
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.071026
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.250397
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.427513
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.61044
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.818036
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053982
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264022
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514122
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823071
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.094612
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.465963
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.839338
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.287906
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.773939
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.319262
Ô(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.976215
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48347
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01441
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05209
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61245
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96933
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26403
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57513
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95039
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45675
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00425
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.072243
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.251708
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.430632
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.613789
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.821087
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.057299
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27261
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519833
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.829359
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.110308
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.476283
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.863302
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.303521
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.816784
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.347751
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01965
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56794
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10785
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20007
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69819
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97804
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27314
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58469
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91395
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35221
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89167
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18935
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.073559
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.253125
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.433971
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.617373
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.824306
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.060799
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.2816
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.525753
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.835878
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.126537
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.486905
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.887939
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.319532
Ò(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.851113
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.376878
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05319
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65494
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20416
(398.74, 14.71, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35343
