¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¼(332.67, 7.11, 323.57) (321.09, 1.16, 305.58) (0.81, 2.16, 0.81) Human 8.429951
(332.67, 7.11, 323.57) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 14.37079
(332.67, 7.11, 323.57) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 14.34757
±(332.67, 7.11, 323.57) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 14.32721
(332.67, 7.11, 323.57) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 14.3097
(332.67, 7.11, 323.57) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 14.29501
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.32189
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.31271
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.30633
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.30274
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.30194
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.30393
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.30871
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913973
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168831
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447924
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755561
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106756
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478773
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867287
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30016
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78522
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332422
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.954417
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6674
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49288
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45945
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60641
(332.67, 7.11, 323.57) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 14.38946
(332.67, 7.11, 323.57) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 14.36337
(332.67, 7.11, 323.57) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 14.34016
(332.67, 7.11, 323.57) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 14.31981
(332.67, 7.11, 323.57) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 14.30231
(332.67, 7.11, 323.57) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 14.28763
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.32984
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.32065
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.31427
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.31068
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.30988
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.31186
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.31665
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913173
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16796
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446969
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757673
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109137
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480685
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869443
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302536
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787907
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335473
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95785
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6714
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49756
¤(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46492
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61298
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99714
(332.67, 7.11, 323.57) (312.99, 0.43, 306.34) (1.40, 1.43, 1.36) Tools 15.78199
(332.67, 7.11, 323.57) (312.99, 0.43, 306.34) (1.40, 1.43, 1.36) Tools 15.72836
(332.67, 7.11, 323.57) (312.99, 0.43, 306.34) (1.40, 1.43, 1.36) Tools 15.68827
(332.67, 7.11, 323.57) (312.99, 0.43, 306.34) (1.40, 1.43, 1.36) Tools 15.66912
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.35259
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.34059
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.3314
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.32501
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.32141
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.32061
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.3226
(332.67, 7.11, 323.57) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 14.32739
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.912293
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16697
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445919
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759629
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111312
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482588
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871579
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30492
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790574
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338491
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961341
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67539
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50216
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47039
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61948
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00509
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70814
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85147
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63043
(332.67, 7.11, 323.57) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 15.75141
(332.67, 7.11, 323.57) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 15.7474
(332.67, 7.11, 323.57) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 15.74646
(332.67, 7.11, 323.57) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 15.74859
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.911332
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165922
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444748
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761488
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113369
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48449
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873671
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307281
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793226
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.341482
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.964716
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67934
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50675
‰(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47579
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62594
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01293
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71791
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86389
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64681
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.910318
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164812
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445534
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763193
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115252
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486359
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875746
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309622
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795834
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344447
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968126
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68323
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51127
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48111
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63234
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02071
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72758
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87624
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66311
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.909195
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163613
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446935
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764744
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116962
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488226
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877836
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311917
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798431
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347388
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971486
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68709
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51579
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48645
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63871
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02846
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73719
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88849
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67924
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908048
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162293
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44818
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766141
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118527
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490062
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879885
‚(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314223
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.801016
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350306
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.974825
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69091
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52024
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49172
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64499
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03609
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74669
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9006
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69523
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906789
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160972
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449328
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767389
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119921
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491899
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88189
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316483
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80356
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353202
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.978085
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69474
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52469
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49692
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65123
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04367
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7561
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91265
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71114
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905477
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161886
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450351
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768512
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12117
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493703
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883914
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318727
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806095
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356044
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.981383
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6985
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52905
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50206
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65738
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0512
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76544
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92456
(332.67, 7.11, 323.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72685
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.83195
ƒ(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.94885
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.072572
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.203671
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.339272
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.481148
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.631869
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.792281
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.963305
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14597
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23262
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312875
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396511
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483652
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574546
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669282
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768144
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871384
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979163
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091805
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22031
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387329
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547322
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681406
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821895
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969196
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123767
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298418
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.817767
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.933888
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.0568
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.186981
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.323351
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.464275
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.614008
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.773319
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.943125
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124471
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203876
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28331
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366079
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452335
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542218
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635981
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733819
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835923
(332.61, 7.24, 323.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942518
