¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ê(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.25102
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749148
ç(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051598
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383914
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70646
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95501
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254072
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612837
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006106
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.438905
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11593
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05105
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84034
(407.32, 14.35, 246.35) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 12.37504
(407.32, 14.35, 246.35) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 12.34852
(407.32, 14.35, 246.35) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 12.3245
(407.32, 14.35, 246.35) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 12.30298
(407.32, 14.35, 246.35) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 12.28392
(407.32, 14.35, 246.35) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 12.2673
(407.32, 14.35, 246.35) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 12.25312
(407.32, 14.35, 246.35) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 12.24135
(407.32, 14.35, 246.35) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 12.23199
(407.32, 14.35, 246.35) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 12.22503
(407.32, 14.35, 246.35) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 12.22045
(407.32, 14.35, 246.35) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 12.21826
(407.32, 14.35, 246.35) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 12.21845
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.983205
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216179
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469354
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745377
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047464
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37938
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689059
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953763
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284875
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646544
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043035
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479595
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22535
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12479
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72398
(407.32, 14.35, 246.35) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 12.3334
(407.32, 14.35, 246.35) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 12.30698
(407.32, 14.35, 246.35) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 12.28306
(407.32, 14.35, 246.35) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 12.26162
(407.32, 14.35, 246.35) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 12.24263
(407.32, 14.35, 246.35) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 12.22609
(407.32, 14.35, 246.35) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 12.21196
(407.32, 14.35, 246.35) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 12.20025
(407.32, 14.35, 246.35) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 12.19093
(407.32, 14.35, 246.35) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 12.184
(407.32, 14.35, 246.35) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 12.17945
(407.32, 14.35, 246.35) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 12.17727
ì(407.32, 14.35, 246.35) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 12.17747
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980302
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213023
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465915
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741662
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.043381
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374853
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676146
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982658
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316332
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680926
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080782
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521182
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33687
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03677
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61028
(407.32, 14.35, 246.35) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 12.29444
(407.32, 14.35, 246.35) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 12.26811
(407.32, 14.35, 246.35) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 12.24428
(407.32, 14.35, 246.35) (379.50, 7.54, 246.41) (1.49, 1.29, 1.47) Tools 12.22292
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.799625
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.785792
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.773903
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.763942
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.755902
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.749773
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.745551
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.743233
(407.32, 14.35, 246.35) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 12.13913
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977444
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209935
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462565
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737947
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039328
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370419
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703325
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012159
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.348472
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716064
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119359
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611494
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.898631
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.870879
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.845196
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.821555
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.799935
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.780312
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.762666
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.746981
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.73324
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.721431
ñ(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.711541
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.703562
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.697484
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.693303
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.691013
(407.32, 14.35, 246.35) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 12.10338
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974612
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206865
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45922
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734324
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035309
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363938
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699383
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042274
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381269
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.751941
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158731
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709208
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.847532
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.819941
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.794408
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.770905
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.749413
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.729909
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.712371
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.696783
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.68313
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.671398
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.661576
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.653654
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.647624
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.643481
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.641219
(407.32, 14.35, 246.35) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 12.07019
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.971813
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203838
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455889
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730706
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031384
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355678
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688179
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042551
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414749
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.788579
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199003
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808649
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.798866
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.771427
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.746037
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.722669
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.701299
î(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.681905
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.66447
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.648976
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.635406
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.623747
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.61399
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.606122
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.600139
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.59603
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.593797
(407.32, 14.35, 246.35) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 12.03951
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.969047
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20083
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452626
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727154
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025261
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347497
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677158
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030489
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.419605
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825957
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240106
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799442
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.752579
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.725286
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.70003
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.676787
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.655533
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.636249
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.618909
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.603503
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.590013
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.578424
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.568727
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.560913
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.554971
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.550897
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.548689
(407.32, 14.35, 246.35) (379.50, 8.79, 246.41) (1.49, 1.29, 1.47) Tools 12.01133
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966289
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.197851
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449406
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723608
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017893
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339423
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666433
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018688
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406601
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835731
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282084
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734938
ö(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.708617
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.681463
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.656336
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.633213
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.612069
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.592884
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.575638
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.560315
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.5469
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.535378
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.525738
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.517972
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.512072
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.508031
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.505846
(407.32, 14.35, 246.35) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 11.93259
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.963595
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.194896
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446203
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010632
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331432
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65591
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007158
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393845
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821623
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302253
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.671965
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.666937
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.639912
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.614906
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.591896
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.570857
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.551767
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.53461
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.519365
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.506021
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.494562
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.484977
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.477258
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.471396
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.467385
(407.32, 14.35, 246.35) (381.77, 7.96, 248.77) (1.40, 2.06, 3.21) Tools 9.465222
(407.32, 14.35, 246.35) (379.52, 8.79, 247.87) (1.48, 1.29, 1.46) Tools 11.86541
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.960938
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192027
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443076
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711398
(407.32, 14.35, 246.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003431
