¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
È(435.77, 13.89, 293.10) (443.03, 8.20, 276.69) (0.81, 2.16, 0.81) Human 2.494246
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.653672
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.646693
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.641048
† (435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.636685
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.637814
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.66603
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.736583
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56953
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82918
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.089518
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321887
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574057
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848524
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148409
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.89105
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.809357
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.770168
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.747833
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.726952
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.707508
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.689476
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.672845
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.657585
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.643705
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.631163
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.619963
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.610086
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.601536
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.594285
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.588346
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.583693
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.584251
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.607673
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.662381
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.778586
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14659
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.087624
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.31983
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571816
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846089
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 7.042535
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.859009
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.785149
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.748553
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.726038
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.704989
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.68538
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.667154
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.650347
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.63492
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.620839
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.608099
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.596705
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.586641
Œ (435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.577882
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.570434
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.564277
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.559409
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.559725
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.581419
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.63122
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.729002
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085752
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.317822
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569626
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843719
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 7.050391
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.861333
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.786952
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.750173
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.727445
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.706173
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.686331
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.667898
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.650867
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.635231
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.620933
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.608002
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.596406
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.586128
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.577161
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.56951
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.563143
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.558078
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.558309
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.579929
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.62944
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.726404
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.08392
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315877
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567477
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841397
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140608
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.89914
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.815219
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.775393
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.752328
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.730726
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.710588
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.691868
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.674544
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.658617
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.644062
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.630856
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.618991
ÿ(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.60846
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.599237
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.591341
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.58474
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.579449
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.579714
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.60279
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.656529
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.76864
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082177
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313948
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565411
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839143
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138133
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 7.002506
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.879538
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.8306
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.806681
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.784581
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.763946
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.74475
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.726982
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.710611
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.695619
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.681996
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.669745
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.658829
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.649248
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.641004
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.634047
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.628419
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.628892
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.656198
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.723441
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51024
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.69485
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312089
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563397
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836942
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135718
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463292
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 7.042923
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.942616
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.913735
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.890514
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.868782
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.848541
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.829762
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.81242
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.796516
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.782004
Ã(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.768877
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.757145
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.746771
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.73775
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.730063
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.723733
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.725093
(435.77, 13.89, 293.10) (446.35, 8.15, 273.47) (0.81, 2.16, 0.81) Human 6.767555
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15466
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74627
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.69329
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310279
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561435
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834782
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133363
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460725
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821755
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242234
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71226
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232409
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762696
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37505
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10651
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43581
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78758
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65506
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4728
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72151
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98239
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25619
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54385
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88978
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25567
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64314
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36656
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99231
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.691777
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308545
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.559518
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832726
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131088
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458263
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819502
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239713
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709443
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227975
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760991
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37411
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15875
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51544
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92338
«(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81994
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59638
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86611
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1328
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41278
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73277
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08812
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46411
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85667
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60543
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2489
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.69031
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.906871
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557672
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830714
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128911
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455822
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817256
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237207
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.706656
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223723
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760325
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37336
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16019
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59766
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16204
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88176
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71107
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01609
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28884
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58395
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92933
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29451
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67171
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16549
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85441
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51654
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.68889
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.905334
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555896
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828763
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126753
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453482
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81503
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23475
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703882
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219702
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759857
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37282
(435.77, 13.89, 293.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16159
