¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(335.61, 7.15, 321.67) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 12.14964
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88309
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.33841
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.31433
¬(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.29501
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.28046
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.27066
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.26559
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.26526
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.26965
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.730151
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.953762
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196774
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.461779
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751831
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070593
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422492
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812841
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248176
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736741
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288765
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.917322
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63927
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47708
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4607
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63165
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04872
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79824
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01233
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90351
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.3499
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.3258
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.30648
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.29192
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.28211
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.27704
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.2767
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.2811
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.731505
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955215
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198368
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463498
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753723
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072678
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424819
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81541
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251073
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739974
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292467
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.921485
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64414
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4827
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46738
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63967
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0585
²(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81051
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02798
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92437
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.36616
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.34204
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.3227
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.30814
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.29831
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.29324
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.2929
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.2973
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.732846
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956698
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.199952
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465262
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755658
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074808
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427176
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818021
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254013
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743317
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296181
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925781
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64907
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48849
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47418
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6478
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06848
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82293
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04398
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94557
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.3872
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.36305
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.34369
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.32911
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.31928
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.3142
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.31386
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.31826
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734258
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.95821
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.201614
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467069
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757633
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076984
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429556
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82068
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256994
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746649
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.299988
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930149
´(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6541
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49433
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48111
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65611
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07861
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83558
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06022
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9672
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.41303
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.38887
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.36949
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.35488
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.34504
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.33995
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.3396
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.34401
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.735655
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959751
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203297
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468889
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759649
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079177
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431995
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823411
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260015
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750058
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.303835
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.934559
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65919
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50031
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48816
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6646
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08896
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84849
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07677
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98922
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.4437
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.4195
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.40009
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.38547
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.37561
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.37051
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.37016
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.37456
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.737096
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.961298
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.204968
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470751
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761683
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081417
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434463
µ(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826159
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263083
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75355
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30781
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939044
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66438
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50635
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49531
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6732
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09947
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86161
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09361
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01163
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.47923
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.45499
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.43555
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.4209
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.41102
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.40591
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.40555
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.40996
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.738578
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.962894
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206688
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472626
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763724
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083698
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436981
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828954
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26622
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.757056
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311799
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.943634
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66969
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51252
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50259
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68189
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11014
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87496
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11073
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03445
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.51965
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.49536
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.47588
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.46121
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.45131
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.44618
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.44583
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.45023
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.740044
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.964497
ª(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208456
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47454
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765834
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086028
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43953
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831815
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269426
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760642
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.315851
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948262
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67504
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51881
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51003
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69079
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12098
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88849
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12815
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0576
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.565
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.54066
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.52115
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.50644
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.49652
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.49137
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.49101
(335.61, 7.15, 321.67) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.49542
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.741551
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966121
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210242
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.476501
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767959
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088371
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442158
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834664
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272642
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764281
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.319972
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.952998
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68047
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52515
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51754
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69982
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.132
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90228
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14586
(335.61, 7.15, 321.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08118
