¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ò(435.76, 14.70, 316.41) (437.52, 7.29, 336.56) (0.81, 2.16, 0.81) Human 5.998787
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73794
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88536
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03874
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713528
¸(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031745
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380059
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766425
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192028
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.699706
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30887
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95868
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67793
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83672
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57175
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71288
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85978
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0127
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673295
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987897
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331124
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709775
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.129519
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629827
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2252
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82997
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52023
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45479
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55007
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69078
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83725
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99408
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76475
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633477
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94453
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283669
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654871
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067764
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.560655
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1133
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70404
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37043
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27424
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36342
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61383
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81778
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53129
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26301
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594017
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901584
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236804
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603488
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006757
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487975
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00369
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5809
¸(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23109
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09824
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13455
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3167
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75701
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12895
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78812
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54352
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554922
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.859074
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190407
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552641
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950237
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.391687
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896334
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4604
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.095
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92658
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92469
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27279
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71737
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08754
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47718
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05597
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516243
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817019
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144539
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.502413
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.897267
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318714
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791178
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34256
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96205
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75915
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69056
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25802
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68036
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04888
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43673
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8454
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33578
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477963
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775418
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099179
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452744
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.851076
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267351
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.697913
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22728
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83215
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59582
·(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4646
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24531
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64589
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01288
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39911
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80601
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20468
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440065
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734284
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054291
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407443
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805371
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216672
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642246
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11447
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70527
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43651
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24639
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23462
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61402
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9796
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3643
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70684
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02243
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402593
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693571
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009977
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.366323
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760046
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166729
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587366
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05052
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58128
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28109
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03569
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89553
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5847
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94895
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24108
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53712
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84666
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36551
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653283
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970733
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325547
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715187
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117506
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533281
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.990864
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49675
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1067
º(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83203
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66138
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53845
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80474
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08282
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37338
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67709
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99478
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328814
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.613492
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933862
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285142
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670753
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068938
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480015
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.932156
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43174
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9801
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63517
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43558
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3954
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65696
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93007
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21537
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51353
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82541
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292497
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.579102
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897348
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24515
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626757
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021091
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427539
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874372
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36776
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91568
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47693
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21774
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25727
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51434
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78267
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06293
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35582
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66205
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256594
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545933
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861138
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205492
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583174
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973903
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375833
¹(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81746
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30908
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85242
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40682
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02339
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12389
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37662
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64042
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91589
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20369
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50458
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226084
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513029
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825264
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166254
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540067
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927441
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324924
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.761435
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25186
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79033
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33802
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94676
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6299
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24373
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50317
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77404
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05702
(435.76, 14.70, 316.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35278
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.951746
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.01684
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.084563
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155073
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228448
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304828
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384381
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467245
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553567
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639406
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725574
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815367
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908932
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006511
(435.69, 14.73, 316.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108295
