¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ!(383.04, 10.98, 322.17) (358.18, 3.66, 326.64) (0.81, 2.16, 0.81) Human 9.840712
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.389277
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.740875
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.134893
é (383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.579405
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.967241
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.403871
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.946946
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 10.04496
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.886042
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.82962
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.81061
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.794828
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.781637
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.771014
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.762941
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.757383
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.754443
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.754034
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.24464
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.389419
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.545341
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.713699
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.8988
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.105426
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.3228
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.560637
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.821913
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.110202
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.429848
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.786179
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.185807
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.637026
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.023793
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.4677
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.798159
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 10.11802
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.916944
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.855426
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.831068
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.80959
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.790841
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.77476
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.76129
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.750401
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.742088
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.736276
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.261596
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.407646
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.564981
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.734923
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.929544
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.131001
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.350713
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.591222
ä (383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.855566
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.147402
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.471183
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.832373
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.237758
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.695881
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.081848
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.533139
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.895718
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70312
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 10.03886
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.947042
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.912636
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.882148
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.855206
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.831538
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.811055
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.793553
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.778957
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.767174
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.278792
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.426135
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.584912
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.756467
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.95342
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.156981
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.379082
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.622322
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.889803
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.185274
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.513293
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.879467
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.290772
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.751949
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.141449
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.600228
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.995784
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82029
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79948
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00285
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5102
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 10.13009
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 10.04557
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.991882
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.950112
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.916042
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.887748
(383.04, 10.98, 322.17) (358.81, 3.52, 327.73) (0.81, 2.16, 0.81) Human 9.864256
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.296227
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.444888
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.605133
ƒ!(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.778772
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.977662
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.183369
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.407912
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.653943
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.924635
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.223827
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.556189
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.927479
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.344865
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.807271
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.202629
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.669008
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09548
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94079
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94312
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16079
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83518
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94469
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.313903
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.463904
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.625647
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.806207
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.002271
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.210171
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.437208
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.686091
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.96007
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.263071
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.599885
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.976424
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.400056
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.864013
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.265431
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.73952
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20074
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06471
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09116
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33764
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18728
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.331819
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.483187
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.646455
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.834231
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.027251
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.237387
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.466971
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.718771
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.996111
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.303014
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.644394
ë (383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.026318
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.456367
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.922212
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.329893
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.81181
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30877
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19215
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24374
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54312
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23701
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.349976
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.502735
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.667558
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.857568
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.052602
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.265022
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.497208
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.751988
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.032766
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.343664
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.689721
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.077173
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.51382
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.981898
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.396057
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.885919
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41972
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32323
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40104
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75592
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3029
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.368376
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.522552
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.690722
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.881239
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.07833
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.293081
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.527923
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.78575
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.070046
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.385034
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.735888
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.129012
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.572434
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.043114
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.463971
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760985
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5336
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45813
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57121
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97645
ó (383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36993
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.387018
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.542636
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.717721
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.905249
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.104435
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.321564
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.559118
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.82006
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.107955
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.42713
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.7829
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.181847
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.632233
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.105891
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.533677
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.870107
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6506
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59693
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76895
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23624
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.438
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.405905
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.56299
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.744366
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.929596
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.130922
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.350477
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.590802
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.854926
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.146502
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.469966
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.830775
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.235695
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.693241
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.170272
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.605227
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.981235
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77077
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73977
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95773
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54677
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50719
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.425034
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.583613
(383.04, 10.98, 322.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.767125
