¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
÷(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63704
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.959082
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.6833
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65472
Æ(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0202
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97372
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.0469
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.296739
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.788562
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.344304
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.977151
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.70418
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69134
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0837
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05414
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.16138
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.308443
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.801763
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.3593
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.994328
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.72404
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72576
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14377
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.13032
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.27771
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.319525
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.81426
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.3735
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.01059
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.74286
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75792
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2003
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20178
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.39849
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.329975
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.826048
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.386896
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.02594
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.76061
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78779
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25318
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26724
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.50919
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.339783
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.837116
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.399478
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.04036
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.7773
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81532
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.30231
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.3281
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.61085
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.348948
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.847458
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.411233
Ä(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.05384
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.79289
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84047
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.34758
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38424
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.70405
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.35746
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.857068
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.422157
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.06637
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.80739
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86321
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38892
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43554
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.78562
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.365316
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.865935
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.432241
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.07793
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.82078
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8835
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.42622
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.48188
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.8552
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.372509
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.874056
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.441477
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.08852
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.83304
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.90131
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45942
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.52316
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.91251
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.379036
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.881425
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.44986
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.09813
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.84418
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91662
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48845
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55929
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.9573
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.384892
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.888035
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.45738
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.10676
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.85417
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9294
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51324
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.5902
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03973
ÿ(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.375984
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.893884
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.464032
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.11439
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.86301
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93963
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53374
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.6158
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06441
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.380672
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.88822
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.469815
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.12103
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.8707
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94731
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54992
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29027
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06873
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.385333
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.886167
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.47062
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.12666
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.87722
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95242
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56174
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28639
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05254
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.389325
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.890672
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.45771
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.13128
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.88258
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95495
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85142
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27567
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03733
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.392643
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.894418
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.461969
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.11191
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.88675
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95489
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84161
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25802
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03312
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.39529
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.897406
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.465366
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.11289
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.86979
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05723
ê(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82767
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23357
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98227
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.39726
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.899629
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.467896
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.11578
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.86114
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01892
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8184
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20231
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66098
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.398555
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.90109
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.469556
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.11769
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.86334
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97712
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8066
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71402
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29126
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.399169
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.901784
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.470345
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.1186
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.86439
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9319
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52664
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13021
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38398
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20308
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.399106
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.901711
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.470261
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.1185
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86448
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74047
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35011
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58297
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99068
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91553
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.398361
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.900872
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.469309
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.11741
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86407
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73998
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18006
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06908
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61509
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49713
»(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73882
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.396942
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.899269
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.467487
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.11532
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86247
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73811
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01369
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86137
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20028
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09823
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03604
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95555
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.394844
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.896903
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.464794
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.11223
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85969
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73484
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85089
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67774
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63852
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71759
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69852
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70826
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49217
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.392074
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.893772
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.461236
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.10815
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85572
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73019
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68588
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49835
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40929
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42024
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6531
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94065
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66573
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38052
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.388626
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.889879
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.456811
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.10308
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85057
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72416
(343.08, 7.81, 311.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66673
