¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(415.27, 14.33, 246.98) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.871139
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.724965
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.708253
€ (415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.692935
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.67898
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.666378
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.655112
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.645195
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.636581
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.629706
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.641424
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.684907
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.784769
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.836931
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047632
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275405
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52232
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790839
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07853
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 7.046007
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.900337
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.836788
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.805788
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.780548
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.756797
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.734528
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.713707
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.694328
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.676344
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.659747
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.644534
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.630673
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.618172
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.60699
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.597128
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.58859
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.581861
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.591895
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.6282
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.70287
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.938822
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.83575
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046371
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27406
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520843
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789236
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076278
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.99479
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.873417
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.814787
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.784931
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.759731
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.736028
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.713796
† (415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.693016
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.673666
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.655709
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.639141
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.623955
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.610115
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.597617
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.586447
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.576593
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.568057
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.561379
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.57083
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.604733
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.672606
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.822856
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.834707
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04524
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27282
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5195
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787769
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074187
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 7.001391
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.877265
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.817982
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.787926
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.762661
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.738895
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.716609
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.695763
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.676347
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.658339
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.641722
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.626464
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.612566
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.600015
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.588795
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.578885
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.570291
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.563579
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.573077
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.607221
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.675751
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.830054
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.833739
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044201
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271693
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518291
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786464
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072277
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 7.077463
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.913293
‰ (415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.847125
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.815429
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.789968
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.76601
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.743544
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.722524
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.702934
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.684767
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.667989
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.652588
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.638546
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.625855
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.614516
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.604482
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.595768
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.588888
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.599138
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.636351
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.713716
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.832862
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043286
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270669
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517195
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785256
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07058
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380348
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 7.001696
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.911366
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.874356
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.848493
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.824167
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.801318
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.779949
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.760033
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.741533
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.724452
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.708762
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.694456
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.681489
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.669879
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.659613
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.650668
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.643459
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.655773
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.701904
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.814286
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.832088
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042429
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269767
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516219
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784204
Û(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069032
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378647
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718239
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 7.062838
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.993178
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.966333
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.941059
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.917336
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.895119
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.874372
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.855111
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.837248
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.820841
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.805844
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.792222
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.779978
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.769111
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.759576
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.751634
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.771647
(415.27, 14.33, 246.98) (397.63, 7.96, 254.34) (0.81, 2.16, 0.81) Human 6.87075
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.831436
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041723
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268982
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51536
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783256
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067649
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377156
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716593
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090411
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515637
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97541
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.473037
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0421
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7108
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29924
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99258
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78355
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63669
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73246
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32508
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10558
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02245
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32508
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.83085
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041088
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268307
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514627
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.782459
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066466
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375872
²(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715167
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088836
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.51008
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968572
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46539
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02253
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68892
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27481
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94975
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73796
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56329
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63585
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1829
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31696
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35291
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93646
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.830354
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040576
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.267756
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514024
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781797
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065466
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374758
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713966
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087513
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.504734
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962088
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45814
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0144
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66789
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25136
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.908
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69379
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50389
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54145
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04426
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53533
(415.27, 14.33, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5493
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25405
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568918
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91396
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350227
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80232
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242006
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.729919
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20973
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71328
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27142
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08653
(414.24, 14.18, 246.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16525
