¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
›(338.53, 7.61, 336.09) (317.06, 0.43, 305.00) (1.40, 1.43, 1.36) Tools 23.1142
(338.53, 7.61, 336.09) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 24.15524
(338.53, 7.61, 336.09) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 24.13821
(338.53, 7.61, 336.09) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 24.12284
(338.53, 7.61, 336.09) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 24.11469
‘(338.53, 7.61, 336.09) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 24.11124
(338.53, 7.61, 336.09) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 24.1125
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.803371
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017336
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248987
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500483
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77444
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073944
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402689
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76509
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.152714
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516357
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915792
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356388
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844841
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3916
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01203
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70889
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50256
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48792
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22505
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40542
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22265
(338.53, 7.61, 336.09) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 23.9438
(338.53, 7.61, 336.09) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 23.92229
(338.53, 7.61, 336.09) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 23.90547
(338.53, 7.61, 336.09) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 23.92636
(338.53, 7.61, 336.09) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 23.91832
(338.53, 7.61, 336.09) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 23.91495
(338.53, 7.61, 336.09) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 23.91624
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.80662
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020878
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252769
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504605
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77896
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078883
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40816
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771087
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144926
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507792
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906363
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345995
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.850452
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45597
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11422
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82474
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6443
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51249
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2555
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4441
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27348
Ÿ(338.53, 7.61, 336.09) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 23.71963
(338.53, 7.61, 336.09) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 23.69837
(338.53, 7.61, 336.09) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 23.68176
(338.53, 7.61, 336.09) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 23.73766
(338.53, 7.61, 336.09) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 23.72972
(338.53, 7.61, 336.09) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 23.72642
(338.53, 7.61, 336.09) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 23.72775
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.809969
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024483
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256691
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508845
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78359
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08399
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413717
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777231
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137539
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499702
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.897438
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36486
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889825
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52276
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21903
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94372
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0907
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53767
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28675
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48384
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32568
(338.53, 7.61, 336.09) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 24.07901
(338.53, 7.61, 336.09) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 24.04543
(338.53, 7.61, 336.09) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 24.01661
(338.53, 7.61, 336.09) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 23.92352
(338.53, 7.61, 336.09) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 23.9026
(338.53, 7.61, 336.09) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 23.88638
(338.53, 7.61, 336.09) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 23.87482
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.813389
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02816
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260702
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513215
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788347
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089186
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419445
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783553
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130508
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499866
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926779
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400808
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930049
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59065
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32654
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0659
Ÿ(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56867
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56356
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31882
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52462
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37931
(338.53, 7.61, 336.09) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 24.61784
(338.53, 7.61, 336.09) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 24.58311
(338.53, 7.61, 336.09) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 24.55327
(338.53, 7.61, 336.09) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 24.56255
(338.53, 7.61, 336.09) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 24.54056
(338.53, 7.61, 336.09) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 24.52339
(338.53, 7.61, 336.09) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 24.51103
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.816866
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.031938
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264793
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517684
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793193
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094506
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425274
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789998
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140421
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529617
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959747
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437471
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971037
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65979
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43686
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19144
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06987
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59006
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3517
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56644
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43437
(338.53, 7.61, 336.09) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 24.78972
(338.53, 7.61, 336.09) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 24.78119
(338.53, 7.61, 336.09) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 24.77748
(338.53, 7.61, 336.09) (312.96, 1.79, 306.45) (1.58, 1.43, 1.55) Tools 24.77861
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.820417
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.035791
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268978
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522223
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798147
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099937
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431246
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796594
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167963
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559976
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993347
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.474838
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02165
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73012
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54886
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46291
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09859
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61721
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3854
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6094
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49085
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.824083
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039724
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27323
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526872
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803226
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105474
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437366
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803351
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196006
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590893
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027531
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.512947
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08391
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80172
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63197
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75937
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12751
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64504
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41993
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65337
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5488
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.827804
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043739
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277607
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53162
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80842
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111159
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4436
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810259
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21657
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622344
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.062414
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.551773
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14718
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87451
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71666
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78305
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15658
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66222
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45526
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69841
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60818
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.831607
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047867
ˆ(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282051
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536459
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.813693
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116944
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449981
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817285
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224385
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654389
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.097931
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591341
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21149
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94861
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72104
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80686
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18036
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67878
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4914
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74452
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66905
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.835493
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.052058
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286616
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541405
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819089
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122857
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456491
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824458
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232363
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686925
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134068
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631676
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27682
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98943
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69578
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83084
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19429
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69966
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5284
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79172
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.73133
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.839441
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.056327
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291242
(338.53, 7.61, 336.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546448
