¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
³(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.578646
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.554131
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.549728
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.546999
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.545934
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.340925
µ(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.517094
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.706417
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.910354
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.132102
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374167
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637486
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890723
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124387
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375958
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65636
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99729
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371769
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.619659
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.59653
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.575191
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.555623
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.537805
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.521718
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.507346
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.494677
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.483696
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.474395
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.466763
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.460793
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.456477
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.453814
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.4528
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.341552
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.517762
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.707129
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.912388
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135902
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378338
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641994
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884119
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117276
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368303
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639209
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953205
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323299
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.527849
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.505006
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.483933
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.46461
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.44702
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.431141
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.41696
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.404463
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.393636
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.38447
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.376955
¸(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.371083
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.366852
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.364254
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.363286
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.342337
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.518583
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.709101
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916098
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139942
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38268
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646718
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877986
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110735
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361269
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631626
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92415
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276005
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.43959
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.417021
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.396202
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.377117
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.359742
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.344064
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.330066
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.317732
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.307053
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.298017
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.290614
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.284838
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.280683
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.278147
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.277225
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.343278
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.520493
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.712696
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.919995
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144176
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387224
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65172
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872396
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104724
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354802
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624647
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916647
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233583
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.354781
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.332471
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.311897
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.293036
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.275871
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.260384
¹(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.246559
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.234383
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.223845
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.214932
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.207636
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.201953
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.197873
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.195395
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.194514
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.345043
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.523987
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.716491
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.924077
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148561
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392052
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65127
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867301
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.099273
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348922
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61831
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909821
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226164
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.273261
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.251204
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.230863
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.212218
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.195253
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.17995
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.166292
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.154265
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.143861
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.135067
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.127873
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.122277
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.118268
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.115846
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.115006
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.348461
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.527664
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.720467
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928349
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153184
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397068
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647021
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862719
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094362
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343628
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612614
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903676
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.21845
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.19491
¼(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.173092
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.152973
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.134538
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.117764
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.102636
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.089137
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.077257
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.06698
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.058299
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.051205
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.04569
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.04175
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.039379
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.038579
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.352035
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.53151
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.724569
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93281
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.158029
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402268
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643229
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858648
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089974
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338964
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607576
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898198
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.142896
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.1196
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.098014
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.078111
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.059875
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.043283
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.028324
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.014978
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.003235
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.993082
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.984509
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.977508
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.972073
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.968197
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.965877
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.96511
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.355761
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.53551
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728883
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93746
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163054
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407743
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639874
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855085
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086176
È(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334858
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603123
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893397
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.070285
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.047228
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.025861
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.006164
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.988118
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.971704
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.956904
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.943705
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.932094
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.922059
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.913589
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.906679
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.901318
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.897505
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.895232
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.894501
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.359654
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.539669
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.733384
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.942283
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168288
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413419
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636998
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852048
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082888
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.331329
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599339
(333.55, 7.64, 359.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884001
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 8.000511
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.977681
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.956526
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.937027
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.919163
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.902916
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.888272
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.875213
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.863729
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.853806
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.845436
(333.55, 7.64, 359.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 7.838611
