¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(397.03, 13.82, 246.95) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 7.580027
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.178861
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.333699
ã(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 7.412384
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977151
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52755
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12077
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74818
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45313
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04002
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51813
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2397
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03617
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54702
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30493
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32153
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.131984
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.295126
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.470114
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.658216
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.85708
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071568
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.698605
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.658378
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.619803
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.582832
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.547419
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.614369
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.739756
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.950591
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.366089
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.354065
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.343134
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.333285
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.768456
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74412
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44859
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06002
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51286
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11469
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15408
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51094
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87922
(397.03, 13.82, 246.95) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 19.76633
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.127674
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.290528
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.465184
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.652872
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.853914
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.440905
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.402129
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.364942
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.329295
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.295143
õ(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.309834
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.402376
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.387015
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.372786
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.359674
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.381341
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.694706
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.924895
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.175729
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.594169
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44573
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08227
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5367
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02668
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77194
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3718
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67629
(397.03, 13.82, 246.95) (391.25, 9.05, 278.19) (1.16, 1.75, 0.90) Tools 19.74557
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.123557
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.286122
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.460445
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.601872
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.428725
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.403023
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.378607
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.355449
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.333526
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.71409
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 6.009246
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.396975
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.38163
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.367415
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.354318
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.361767
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.909118
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.582355
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.992184
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.347214
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.741812
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1068
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56298
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05492
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64272
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1725
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48461
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43508
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.119596
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.281912
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.455938
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.479715
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.452564
ù(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.426733
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.402195
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.378921
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.436901
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.702299
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.996167
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.392638
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.377306
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.363104
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.350017
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.342405
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.885566
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.553094
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.393039
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.481854
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.07451
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13365
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59175
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08582
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62011
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56438
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30061
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05412
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.11585
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.277909
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.451629
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.504992
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.477699
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.451734
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.427066
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.40367
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.426456
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.690773
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.818696
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.861446
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.374037
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.359845
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.346767
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.33479
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.862288
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 6.524204
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 7.356235
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.433386
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4472
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16278
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62302
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11941
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65632
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65177
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0815
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71415
û(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.112311
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.274081
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.447548
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.531601
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.504159
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.478052
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.453248
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.429721
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.416245
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.587312
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.625083
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.664481
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156676
(397.03, 13.82, 246.95) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.238972
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.344564
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.332592
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.321709
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.311903
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 5.625063
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.385659
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46373
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19433
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6568
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15573
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69548
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4057
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78963
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39012
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.108913
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.270463
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.443666
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.559573
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.531975
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.505716
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.48077
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.457107
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.434703
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.413534
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.444821
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.538072
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154264
(397.03, 13.82, 246.95) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.911121
(397.03, 13.82, 246.95) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.874211
(397.03, 13.82, 246.95) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.839165
(397.03, 13.82, 246.95) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.970646
(397.03, 13.82, 246.95) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 9.124582
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.32467
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 8.682408
(397.03, 13.82, 246.95) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 9.074039
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22821
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69312
æ(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19483
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73761
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42229
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51065
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11341
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.10569
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.267027
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.439991
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.625813
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.825974
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.53476
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.509662
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.485857
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.463317
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.442018
(397.03, 13.82, 246.95) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 5.421937
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769416
(397.03, 13.82, 246.95) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.646457
(397.03, 13.82, 246.95) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.609831
(397.03, 13.82, 246.95) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.575023
(397.03, 13.82, 246.95) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.611979
(397.03, 13.82, 246.95) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 8.677548
(397.03, 13.82, 246.95) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.363541
(397.03, 13.82, 246.95) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.353017
(397.03, 13.82, 246.95) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.343764
(397.03, 13.82, 246.95) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.33577
(397.03, 13.82, 246.95) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 6.365814
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73207
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23668
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78274
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44198
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93616
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7791
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.102669
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.263804
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.436512
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62211
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.821975
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037803
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271519
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525362
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802011
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101635
(397.03, 13.82, 246.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421086
(397.03, 13.82, 246.95) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.403162
(397.03, 13.82, 246.95) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.366723
(397.03, 13.82, 246.95) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.332063
(397.03, 13.82, 246.95) (388.83, 7.17, 266.65) (0.46, 0.49, 3.98) Tools 7.299143
