¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ñ (381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.657663
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570228
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210251
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.974028
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86665
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03596
å (381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28364
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27047
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.218855
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.371904
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.532853
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.707057
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.896178
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.10217
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.327341
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.57444
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.787862
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.044777
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.333138
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.673695
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.062447
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.500844
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625945
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269968
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0589
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95594
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12028
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37688
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43619
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.23431
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.388946
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.551263
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.727004
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.917858
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.125814
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.353224
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.600526
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.815643
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.074986
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.366408
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.707598
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.100527
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.543921
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68281
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343456
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14567
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04739
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20662
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.498
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60746
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.252466
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.406208
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.569917
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.747221
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.939839
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.149797
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.379491
Ù (381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.626775
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.84405
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.10579
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.400352
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.742121
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.13933
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.587843
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.744533
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418526
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23438
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14103
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29496
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64894
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.270841
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.42369
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.588815
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.76771
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.962126
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.174123
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.406146
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.653603
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.873096
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.137197
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.434979
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.777274
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.178864
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230815
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8172
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.495152
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3251
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23692
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38536
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80474
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.287257
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.441393
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.607958
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.788473
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.984718
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.198794
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.433189
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.681013
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.902788
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.169217
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.470297
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.813061
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.21914
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285075
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.891472
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573394
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41013
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33512
à (381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51508
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96558
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.303873
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.459317
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.627347
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.809509
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.007617
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.22381
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.460626
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.70902
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.933134
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.201852
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.506318
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.849493
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.260165
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350729
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961363
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653297
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49473
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43565
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65423
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13168
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57036
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.320688
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.477461
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.646981
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.830821
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.030826
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.249175
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.488457
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.737626
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.964145
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.235116
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.543049
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.886574
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.301952
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417665
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031684
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734861
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58129
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53865
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79714
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30328
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63275
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.337702
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.495828
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.666862
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.852407
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.054343
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.274889
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.516686
Ö (381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.766843
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.995831
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.269012
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.580502
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.925986
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.34451
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486013
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1035
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.818138
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66978
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66216
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94384
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88416
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.25587
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71968
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.354916
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.514414
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.686989
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.874269
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.07817
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.300953
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.545312
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.796677
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.028201
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.303551
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.618686
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.96842
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.387846
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555672
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176888
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903162
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76024
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78231
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10778
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9074
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26472
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17217
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.372328
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.533222
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.707361
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.896406
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.102307
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.32737
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.574341
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.827138
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.061266
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.338742
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.657614
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.011708
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.431975
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626737
´ (381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251829
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989986
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85276
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90554
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2858
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27773
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65145
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.389939
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.552249
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.727982
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.918822
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.126759
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.354141
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.603774
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.858235
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.095037
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.374591
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.697294
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.055863
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.476907
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699242
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328395
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07865
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96885
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03203
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46897
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93666
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29491
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66925
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.407748
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.571498
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.748848
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.941514
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.151522
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.381267
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.633613
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.889977
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.129527
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.411107
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.737739
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.100898
(381.16, 10.54, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18277
