¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
»(331.57, 7.41, 368.64) (332.23, 1.41, 344.97) (0.81, 2.16, 0.81) Human 8.146701
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309292
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.724972
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.694076
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.665084
Ò(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.637961
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.612682
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.589221
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.567551
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.547654
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.529509
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.513094
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.498396
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.485403
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.474096
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.46447
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.456511
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.450213
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.445569
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.442576
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.441231
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34993
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60504
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884829
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190888
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526913
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897542
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308247
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.351341
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.321793
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.294065
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.268126
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.243953
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.221519
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.200798
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.181775
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.164429
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.148739
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.134692
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.122275
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.111478
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.102283
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.094687
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.088679
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.084258
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.081414
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.080146
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.080454
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350551
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604331
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884108
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190066
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.52603
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896534
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.039986
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.009892
Ó(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.98157
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.954997
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.93014
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.906975
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.885476
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.865624
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.847398
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.830779
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.81575
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.802297
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.790407
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.780067
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.771268
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.764002
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.758258
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.754034
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.751326
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.750129
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.750443
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351202
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603667
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883356
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189258
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525105
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.756245
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.72561
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.69671
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.669515
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.643997
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.620131
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.597886
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.577248
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.55819
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.540693
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.524739
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.510316
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.497407
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.485997
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.476079
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.467639
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.460673
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.45517
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.45113
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.448543
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.44741
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.447727
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351881
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602957
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882598
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188404
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524185
Ú(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.724787
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.695232
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.667392
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.641237
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.616741
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.593875
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.572619
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.55295
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.534847
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.518295
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.503274
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.48977
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.477769
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.467261
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.458234
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.450679
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.44459
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.43996
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.436784
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.435061
(331.57, 7.41, 368.64) (330.85, 1.25, 345.46) (0.79, 2.75, 2.45) Cabin 7.434787
(331.57, 7.41, 368.64) (330.85, 1.25, 345.46) (0.79, 2.75, 2.45) Cabin 7.435961
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352559
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603211
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881769
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187549
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523229
(331.57, 7.41, 368.64) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.834773
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.8048
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.776567
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.750042
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.725199
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.702011
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.680455
(331.57, 7.41, 368.64) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.660509
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.642151
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.625364
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.610132
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.596438
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.58427
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.573613
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.564461
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.556801
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.550627
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.545933
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.542716
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.54097
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.490901
(331.57, 7.41, 368.64) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 7.492089
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353266
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604004
×(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880988
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186662
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522285
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.878406
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.848269
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.819881
(331.57, 7.41, 368.64) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.793211
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.768232
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.744919
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.723245
(331.57, 7.41, 368.64) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.70319
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.684733
(331.57, 7.41, 368.64) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.667855
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.652541
(331.57, 7.41, 368.64) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.638773
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.626539
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.615827
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.606625
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.598925
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.59272
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.588002
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.584769
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.583016
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.532671
(331.57, 7.41, 368.64) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 7.533868
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353983
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604771
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880179
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185766
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521308
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891309
(331.57, 7.41, 368.64) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.893771
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.865221
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.8384
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.813279
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.789833
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.768036
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.747867
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.729307
(331.57, 7.41, 368.64) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.712334
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.696934
(331.57, 7.41, 368.64) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.683088
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.670786
(331.57, 7.41, 368.64) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.660015
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.650762
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.643021
(331.57, 7.41, 368.64) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.636782
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.63204
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.62879
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.62703
(331.57, 7.41, 368.64) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 7.576396
Ö(331.57, 7.41, 368.64) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 7.577601
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354713
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605557
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879383
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184875
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520306
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890201
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.941358
(331.57, 7.41, 368.64) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.912639
(331.57, 7.41, 368.64) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.88566
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.86039
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.836806
(331.57, 7.41, 368.64) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.814881
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.794594
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.775922
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.758851
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.743361
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.729435
(331.57, 7.41, 368.64) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.717062
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.706227
(331.57, 7.41, 368.64) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.696923
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.689137
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.682863
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.678096
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.674829
(331.57, 7.41, 368.64) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.673061
(331.57, 7.41, 368.64) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 7.622125
(331.57, 7.41, 368.64) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 7.623341
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355472
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606387
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879272
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183959
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519319
(331.57, 7.41, 368.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889118
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.991087
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.962193
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.935048
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.909623
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.885893
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.863835
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.843424
(331.57, 7.41, 368.64) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.824639
(331.57, 7.41, 368.64) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.807464
